Trial	ObjID	LocID	FB	Task	RT	Stim
1	171	2	1	-2	635	4016	
2	79	1	1	-2	605	14005	
3	243	3	1	-2	669	19996	
4	56	4	1	-2	603	28001	
5	172	3	1	-2	586	34007	
6	136	4	1	-2	555	44012	
7	73	1	1	-2	569	50020	
8	212	2	1	-2	604	58008	
9	217	2	1	-1	602	63998	
10	8	3	1	-1	577	79986	
11	155	4	1	-1	503	87982	
12	258	1	1	-1	590	99972	
13	252	2	1	-1	455	109981	
14	246	3	1	-1	637	117989	
15	149	4	1	-1	590	129979	
16	238	1	1	-1	603	137972	
17	170	1	1	2	585	143978	
18	102	2	1	2	635	149983	
19	96	4	1	2	552	155971	
20	43	3	1	2	537	163976	
21	231	2	1	2	535	169982	
22	232	4	1	2	652	175987	
23	257	3	1	2	590	187975	
24	26	1	1	2	685	193968	
25	208	3	0	2	674	205956	
26	39	4	0	2	852	211949	
27	113	2	0	2	554	219937	
28	31	1	0	2	635	225927	
29	120	3	0	2	588	235915	
30	162	1	0	2	603	243923	
31	160	2	0	2	555	253929	
32	222	4	0	2	604	261937	
33	92	1	1	1	1002	267927	
34	200	3	1	1	135	273915	
35	37	4	1	1	554	281903	
36	83	2	1	1	285	287893	
37	64	1	1	1	602	293881	
38	86	2	1	1	670	301869	
39	237	3	1	1	586	307875	
40	19	4	1	1	585	313880	
41	184	3	0	1	537	321885	
42	69	4	0	1	554	329891	
43	152	1	0	1	785	335881	
44	6	2	0	1	657	347869	
45	213	4	0	1	537	355862	
46	35	2	0	1	675	369868	
47	244	1	0	1	735	375863	
48	75	3	0	1	852	381851	
49	81	2	1	-2	987	389839	
50	123	1	1	-2	705	399829	
51	106	4	1	-2	587	407820	
52	48	3	1	-2	622	417826	
53	1	1	1	-2	621	425834	
54	104	3	1	-2	635	431824	
55	157	2	1	-2	602	437812	
56	38	4	1	-2	652	443817	
57	60	3	1	2	735	449805	
58	233	4	1	2	686	455793	
59	9	1	1	2	822	465798	
60	154	2	1	2	737	473806	
61	15	1	1	2	654	481812	
62	50	4	1	2	737	489802	
63	247	2	1	2	654	497808	
64	229	3	1	2	685	503798	
65	36	2	0	2	602	509786	
66	236	4	0	2	635	515791	
67	5	1	0	2	737	523779	
68	67	3	0	2	655	533769	
69	254	3	0	2	685	539760	
70	153	1	0	2	705	549748	
71	230	2	0	2	725	563756	
72	63	4	0	2	604	571767	
73	176	1	1	1	935	577757	
74	28	2	1	1	537	585745	
75	190	3	1	1	602	591735	
76	131	4	1	1	787	599723	
77	134	3	1	1	787	607729	
78	80	4	1	1	769	613719	
79	33	1	1	1	735	619707	
80	248	2	1	1	637	627695	
81	94	3	0	1	702	633685	
82	11	2	0	1	885	639673	
83	165	1	0	1	702	645661	
84	51	4	0	1	724	657649	
85	242	1	0	1	735	663642	
86	204	2	0	1	972	673630	
87	256	3	0	1	722	683638	
88	142	4	0	1	887	691646	
89	57	4	1	-1	871	4004	
90	209	2	1	-1	623	15994	
91	22	1	1	-1	635	21987	
92	7	3	1	-1	635	27975	
93	42	3	1	-1	603	35963	
94	122	1	1	-1	555	45969	
95	53	4	1	-1	669	51977	
96	71	2	1	-1	702	57982	
97	100	4	1	-1	602	63970	
98	27	1	1	-1	553	71975	
99	17	2	1	-1	537	79981	
100	178	3	1	-1	537	87971	
101	70	1	1	2	555	97961	
102	240	3	1	2	637	105952	
103	34	4	1	2	554	113958	
104	128	2	1	2	585	119948	
105	180	4	1	2	602	125936	
106	65	2	1	2	655	135941	
107	93	3	1	2	743	151949	
108	139	1	1	2	785	157945	
109	141	3	0	2	587	165933	
110	74	1	0	2	702	171923	
111	66	4	0	2	502	177911	
112	91	2	0	2	652	183899	
113	264	2	0	2	752	189887	
114	23	1	0	2	602	195892	
115	215	4	0	2	802	201880	
116	168	3	0	2	704	209868	
117	10	4	1	1	935	215858	
118	99	2	1	1	755	225846	
119	47	3	1	1	736	231837	
120	201	1	1	1	555	241842	
121	84	3	1	1	605	251850	
122	189	4	1	1	637	259858	
123	239	2	1	1	921	267864	
124	90	1	1	1	702	273854	
125	61	4	0	1	573	285842	
126	175	2	0	1	587	293835	
127	228	1	0	1	554	301841	
128	147	3	0	1	737	309831	
129	185	2	0	1	926	323837	
130	24	3	0	1	770	331832	
131	44	1	0	1	755	341838	
132	2	4	0	1	755	351846	
133	223	1	1	-2	886	357854	
134	194	4	1	-2	602	363859	
135	245	3	1	-2	687	371847	
136	191	2	1	-2	635	377837	
137	54	2	1	-2	670	385825	
138	108	1	1	-2	902	391831	
139	138	4	1	-2	590	403836	
140	169	3	1	-2	587	411829	
141	263	3	1	2	652	417835	
142	76	1	1	2	735	423840	
143	167	2	1	2	672	433828	
144	225	4	1	2	637	441836	
145	221	2	1	2	702	447826	
146	40	3	1	2	735	453814	
147	140	1	1	2	635	459802	
148	196	4	1	2	622	469790	
149	202	2	0	2	670	477798	
150	129	4	0	2	585	483788	
151	206	1	0	2	657	495776	
152	253	3	0	2	637	503769	
153	116	4	0	2	1002	509775	
154	72	3	0	2	835	515780	
155	110	1	0	2	654	523768	
156	144	2	0	2	985	529758	
157	121	1	1	1	1002	535746	
158	188	3	1	1	670	543734	
159	199	4	1	1	655	553740	
160	255	2	1	1	786	559748	
161	118	1	1	1	689	569753	
162	14	4	1	1	769	575761	
163	260	2	1	1	669	581749	
164	85	3	1	1	637	589754	
165	130	1	0	1	637	597760	
166	109	3	0	1	655	607750	
167	249	2	0	1	737	615758	
168	119	4	0	1	787	623764	
169	101	2	0	1	835	629754	
170	186	3	0	1	802	635742	
171	220	4	0	1	687	643747	
172	235	1	0	1	692	657753	
173	177	3	1	-1	687	4012	
174	151	1	1	-1	585	10002	
175	20	2	1	-1	604	17990	
176	218	4	1	-1	552	23980	
177	174	4	1	-1	522	33968	
178	148	1	1	-1	557	45976	
179	192	3	1	-1	652	51969	
180	3	2	1	-1	487	59957	
181	262	1	1	-1	587	67963	
182	114	2	1	-1	537	75953	
183	111	3	1	-1	852	81959	
184	145	4	1	-1	569	87964	
185	41	1	1	2	587	95952	
186	21	3	1	2	585	101942	
187	59	2	1	2	637	109930	
188	12	4	1	2	652	115936	
189	207	4	1	2	572	125941	
190	251	2	1	2	652	131949	
191	89	3	1	2	652	137954	
192	45	1	1	2	652	143942	
193	132	4	0	2	587	151930	
194	87	1	0	2	587	159920	
195	82	2	0	2	587	167926	
196	216	3	0	2	669	173916	
197	52	4	0	2	637	181904	
198	4	1	0	2	756	191910	
199	163	3	0	2	570	199918	
200	16	2	0	2	723	211908	
201	32	4	1	1	872	221901	
202	95	1	1	1	605	231892	
203	181	3	1	1	810	247900	
204	166	2	1	1	653	255913	
205	126	1	1	1	686	261919	
206	78	3	1	1	637	269924	
207	183	4	1	1	735	275914	
208	164	2	1	1	603	283902	
209	49	1	0	1	537	291908	
210	250	2	0	1	835	297898	
211	259	4	0	1	569	303886	
212	98	3	0	1	657	315874	
213	150	2	0	1	735	321867	
214	97	4	0	1	637	329855	
215	112	3	0	1	835	335845	
216	146	1	0	1	835	341833	
217	25	4	1	-2	936	347821	
218	88	1	1	-2	535	353809	
219	214	2	1	-2	535	359814	
220	198	3	1	-2	585	365802	
221	197	1	1	-2	535	371790	
222	143	2	1	-2	837	379795	
223	77	3	1	-2	637	387801	
224	193	4	1	-2	603	395791	
225	203	1	1	2	889	405797	
226	103	2	1	2	537	413805	
227	161	3	1	2	604	421795	
228	55	4	1	2	836	427801	
229	205	4	1	2	655	437806	
230	46	2	1	2	1500	443814	
231	30	3	1	2	602	449819	
232	261	1	1	2	623	461807	
233	13	3	0	2	568	467800	
234	105	4	0	2	635	473788	
235	158	2	0	2	570	481776	
236	187	1	0	2	635	487766	
237	211	2	0	2	603	495754	
238	224	4	0	2	936	501760	
239	234	3	0	2	637	509765	
240	179	1	0	2	852	515755	
241	241	4	1	1	1035	521743	
242	227	3	1	1	755	531731	
243	135	2	1	1	635	537739	
244	125	1	1	1	585	543727	
245	124	1	1	1	635	549715	
246	173	3	1	1	770	557720	
247	29	4	1	1	672	567726	
248	156	2	1	1	624	579734	
249	68	4	0	1	655	589727	
250	210	2	0	1	687	597735	
251	58	3	0	1	769	603725	
252	159	1	0	1	555	613713	
253	219	4	0	1	1036	619704	
254	18	3	0	1	652	625709	
255	226	1	0	1	704	633697	
256	182	2	0	1	635	639687	
257	117	2	1	-1	785	645675	
258	62	4	1	-1	654	653663	
259	133	3	1	-1	752	659669	
260	107	1	1	-1	542	673674	
261	115	2	1	-1	624	685685	
262	195	4	1	-1	554	693678	
263	127	3	1	-1	692	707668	
264	137	1	1	-1	608	721679	
