#p		P_infity
0.00000000e+00	0.00000000e+00
1.00000000e-01	0.00000000e+00
2.00000000e-01	0.00000000e+00
3.00000000e-01	0.00000000e+00
4.00000000e-01	0.00000000e+00
5.00000000e-01	4.13447266e-03
5.10000000e-01	8.25253906e-03
5.20000000e-01	1.37750000e-02
5.30000000e-01	2.50208984e-02
5.40000000e-01	4.11538086e-02
5.50000000e-01	6.33290039e-02
5.60000000e-01	9.38238281e-02
5.70000000e-01	1.33494922e-01
5.80000000e-01	1.78732422e-01
5.90000000e-01	2.33540820e-01
6.00000000e-01	2.92573926e-01
6.10000000e-01	3.50224902e-01
6.20000000e-01	4.05655566e-01
6.30000000e-01	4.57974805e-01
6.40000000e-01	5.02263574e-01
6.50000000e-01	5.40511328e-01
6.60000000e-01	5.73792773e-01
6.70000000e-01	6.02967383e-01
6.80000000e-01	6.26282227e-01
6.90000000e-01	6.48493945e-01
7.00000000e-01	6.66645703e-01
8.00000000e-01	7.95844043e-01
9.00000000e-01	8.99721680e-01
1.00000000e+00	1.00000000e+00
