Trial	ObjID	LocID	FB	Task	RT	Stim
1	155	3	1	-2	769	4018	
2	19	2	1	-2	836	10007	
3	10	1	1	-2	669	15996	
4	110	4	1	-2	654	23985	
5	71	4	1	-2	754	31992	
6	85	3	1	-2	704	39983	
7	104	2	1	-2	706	49990	
8	193	1	1	-2	821	57983	
9	87	1	1	-1	688	65973	
10	153	3	1	-1	803	71964	
11	235	2	1	-1	671	79953	
12	128	4	1	-1	836	85960	
13	151	1	1	-1	688	93949	
14	63	3	1	-1	689	103940	
15	36	4	1	-1	757	113932	
16	178	2	1	-1	756	123925	
17	39	2	1	1	1055	131934	
18	207	4	1	1	702	137925	
19	89	3	1	1	588	145930	
20	141	1	1	1	673	155921	
21	177	2	1	1	673	165930	
22	12	1	1	1	704	173923	
23	259	3	1	1	586	179930	
24	209	4	1	1	654	187919	
25	169	2	0	1	587	195910	
26	103	3	0	1	770	201900	
27	27	1	0	1	886	207889	
28	172	4	0	1	892	219878	
29	126	4	0	1	804	227889	
30	111	3	0	1	1004	235880	
31	59	2	0	1	936	241887	
32	3	1	0	1	886	247876	
33	175	2	1	2	1236	253865	
34	49	4	1	2	736	259854	
35	195	3	1	2	656	269859	
36	9	1	1	2	621	277852	
37	124	4	1	2	736	283859	
38	32	2	1	2	808	295848	
39	76	3	1	2	706	305859	
40	251	1	1	2	671	313868	
41	108	1	0	2	953	319859	
42	188	3	0	2	954	327848	
43	69	2	0	2	675	339855	
44	229	4	0	2	777	353866	
45	253	3	0	2	1270	359879	
46	88	4	0	2	836	365868	
47	56	2	0	2	953	371857	
48	26	1	0	2	1145	387846	
49	5	1	1	-2	1053	393844	
50	101	2	1	-2	623	403849	
51	181	3	1	-2	654	411842	
52	114	4	1	-2	656	421849	
53	184	4	1	-2	654	429842	
54	213	2	1	-2	703	435849	
55	50	1	1	-2	671	443838	
56	136	3	1	-2	756	453829	
57	68	2	1	1	1500	459821	
58	187	1	1	1	621	467810	
59	132	4	1	1	736	473801	
60	112	3	1	1	703	479806	
61	97	3	1	1	703	485795	
62	191	2	1	1	841	497784	
63	118	1	1	1	768	503778	
64	134	4	1	1	836	509767	
65	248	1	0	1	621	517756	
66	176	4	0	1	693	531747	
67	44	2	0	1	721	539743	
68	125	3	0	1	821	547734	
69	162	3	0	1	1086	553724	
70	31	2	0	1	725	565713	
71	8	4	0	1	656	575724	
72	174	1	0	1	852	581717	
73	220	1	1	2	1342	593722	
74	256	4	1	2	685	599717	
75	150	2	1	2	621	607722	
76	67	3	1	2	769	613713	
77	252	4	1	2	802	619702	
78	113	3	1	2	703	625707	
79	192	1	1	2	703	631696	
80	34	2	1	2	736	637685	
81	189	1	0	2	669	643674	
82	38	3	0	2	604	651663	
83	107	4	0	2	786	657670	
84	7	2	0	2	802	663659	
85	246	3	0	2	936	669648	
86	79	4	0	2	554	677653	
87	247	1	0	2	587	685644	
88	245	2	0	2	735	691652	
89	219	4	1	-1	704	4012	
90	13	1	1	-1	754	12019	
91	226	2	1	-1	1036	18010	
92	238	3	1	-1	688	26015	
93	52	3	1	-1	654	34006	
94	57	1	1	-1	656	44013	
95	133	2	1	-1	752	50006	
96	53	4	1	-1	621	57995	
97	81	3	1	-1	602	64002	
98	83	1	1	-1	669	69991	
99	105	4	1	-1	687	77980	
100	40	2	1	-1	803	83987	
101	91	2	1	1	912	99976	
102	123	1	1	1	673	109974	
103	117	3	1	1	753	115983	
104	115	4	1	1	673	125972	
105	196	1	1	1	769	131965	
106	66	3	1	1	690	141970	
107	223	4	1	1	754	149963	
108	121	2	1	1	773	159970	
109	167	3	0	1	656	169979	
110	218	1	0	1	888	177972	
111	74	2	0	1	677	191979	
112	224	4	0	1	721	199992	
113	37	3	0	1	789	209983	
114	75	2	0	1	771	217975	
115	242	4	0	1	854	225966	
116	30	1	0	1	687	233957	
117	236	1	1	2	1236	239964	
118	164	3	1	2	853	245953	
119	84	4	1	2	704	253942	
120	144	2	1	2	686	259949	
121	264	2	1	2	769	265938	
122	130	3	1	2	986	271927	
123	145	4	1	2	687	279916	
124	28	1	1	2	869	285923	
125	217	3	0	2	688	293912	
126	152	2	0	2	636	299919	
127	29	4	0	2	936	305908	
128	231	1	0	2	869	311897	
129	94	1	0	2	574	323886	
130	98	2	0	2	1036	329880	
131	204	4	0	2	853	335869	
132	72	3	0	2	854	343858	
133	140	1	1	-2	1470	349865	
134	25	2	1	-2	741	361854	
135	99	3	1	-2	771	369865	
136	163	4	1	-2	693	383856	
137	194	2	1	-2	786	389852	
138	61	4	1	-2	786	395841	
139	77	1	1	-2	771	403830	
140	4	3	1	-2	690	413837	
141	24	2	1	1	1355	421830	
142	143	4	1	1	736	427837	
143	202	1	1	1	654	435826	
144	249	3	1	1	752	441817	
145	64	2	1	1	636	447822	
146	210	4	1	1	673	457811	
147	43	1	1	1	836	463820	
148	198	3	1	1	673	473809	
149	222	4	0	1	675	485818	
150	221	3	0	1	787	493813	
151	96	2	0	1	854	501820	
152	173	1	0	1	754	509811	
153	73	1	0	1	703	515818	
154	55	3	0	1	1003	521807	
155	122	4	0	1	1153	527796	
156	212	2	0	1	604	535785	
157	211	2	1	2	1257	545775	
158	233	3	1	2	671	553768	
159	243	4	1	2	790	563775	
160	127	1	1	2	787	571768	
161	240	2	1	2	853	577775	
162	225	1	1	2	671	585764	
163	250	3	1	2	769	591755	
164	23	4	1	2	786	597760	
165	149	2	0	2	673	607749	
166	46	4	0	2	686	613758	
167	263	1	0	2	686	619747	
168	201	3	0	2	604	627736	
169	82	1	0	2	691	639727	
170	138	4	0	2	769	645721	
171	237	2	0	2	669	651710	
172	241	3	0	2	802	657699	
173	65	4	1	-1	704	4007	
174	92	1	1	-1	685	9997	
175	158	2	1	-1	736	15986	
176	244	3	1	-1	802	21975	
177	14	2	1	-1	671	29964	
178	102	3	1	-1	736	35971	
179	70	1	1	-1	793	49960	
180	15	4	1	-1	736	55956	
181	203	4	1	-1	652	61945	
182	230	3	1	-1	652	67934	
183	215	1	1	-1	604	75923	
184	160	2	1	-1	653	81930	
185	159	4	1	1	1357	91919	
186	109	2	1	1	753	97928	
187	17	3	1	1	552	103917	
188	51	1	1	1	602	109906	
189	18	1	1	1	602	115895	
190	186	4	1	1	568	121900	
191	120	3	1	1	621	129889	
192	200	2	1	1	723	139880	
193	20	3	0	1	554	147889	
194	258	1	0	1	702	153880	
195	165	4	0	1	653	159885	
196	80	2	0	1	786	165874	
197	214	3	0	1	853	171863	
198	137	1	0	1	656	181852	
199	16	4	0	1	1253	187861	
200	262	2	0	1	953	193850	
201	208	2	1	2	1121	201839	
202	171	3	1	2	788	209846	
203	41	1	1	2	673	219837	
204	199	4	1	2	704	227846	
205	260	3	1	2	676	241837	
206	135	1	1	2	775	253833	
207	190	2	1	2	736	259827	
208	93	4	1	2	1021	267816	
209	42	1	0	2	1253	273807	
210	228	4	0	2	656	283796	
211	154	2	0	2	903	289788	
212	254	3	0	2	654	297777	
213	139	1	0	2	652	303768	
214	185	4	0	2	635	309757	
215	60	3	0	2	745	325762	
216	47	2	0	2	805	333760	
217	197	4	1	-2	1136	339751	
218	35	3	1	-2	654	347740	
219	119	1	1	-2	706	357747	
220	33	2	1	-2	724	369740	
221	100	2	1	-2	854	377734	
222	170	4	1	-2	687	385725	
223	180	1	1	-2	703	391732	
224	21	3	1	-2	1036	397721	
225	261	1	1	1	1103	403710	
226	206	2	1	1	756	413699	
227	146	4	1	1	721	421691	
228	147	3	1	1	941	433682	
229	183	4	1	1	675	445676	
230	257	2	1	1	685	451671	
231	182	1	1	1	654	459676	
232	86	3	1	1	654	467667	
233	232	2	0	1	736	473674	
234	157	4	0	1	1255	481663	
235	90	3	0	1	671	489654	
236	216	1	0	1	636	495661	
237	255	3	0	1	936	501650	
238	168	2	0	1	589	511639	
239	1	4	0	1	643	525648	
240	95	1	0	1	805	533644	
241	106	2	1	2	1486	539635	
242	179	1	1	2	886	545624	
243	58	4	1	2	702	551613	
244	148	3	1	2	855	559618	
245	11	4	1	2	1071	567609	
246	62	2	1	2	955	575616	
247	22	1	1	2	775	587607	
248	129	3	1	2	823	597618	
249	116	4	0	2	786	603627	
250	45	1	0	2	754	611616	
251	78	3	0	2	1154	619607	
252	6	2	0	2	675	631614	
253	48	3	0	2	623	641625	
254	239	1	0	2	854	649618	
