Trial	ObjID	LocID	FB	Task	RT	Stim
1	245	2	1	-2	735	4005	
2	158	1	1	-2	835	9993	
3	92	4	1	-2	1203	15981	
4	174	3	1	-2	687	23986	
5	54	3	1	-2	656	35976	
6	148	1	1	-2	787	43985	
7	118	2	1	-2	769	49975	
8	187	4	1	-2	802	55963	
9	196	2	1	-1	827	71951	
10	193	1	1	-1	804	79947	
11	112	3	1	-1	787	87937	
12	5	4	1	-1	1254	95943	
13	34	3	1	-1	1052	101933	
14	106	4	1	-1	735	107921	
15	153	2	1	-1	822	117909	
16	58	1	1	-1	925	131917	
17	50	3	1	2	869	137928	
18	133	4	1	2	787	145933	
19	109	2	1	2	855	155923	
20	102	1	1	2	1156	165914	
21	6	3	1	2	769	171922	
22	67	1	1	2	904	179910	
23	233	4	1	2	969	185900	
24	132	2	1	2	869	191888	
25	44	1	0	2	937	199876	
26	254	4	0	2	1035	205866	
27	49	2	0	2	869	211854	
28	113	3	0	2	935	217842	
29	12	2	0	2	1174	229830	
30	216	1	0	2	1102	235823	
31	231	4	0	2	887	243811	
32	8	3	0	2	969	249801	
33	209	2	1	1	935	255789	
34	114	3	1	1	735	261777	
35	123	1	1	1	854	269765	
36	53	4	1	1	853	277755	
37	84	4	1	1	822	287761	
38	130	3	1	1	1086	293769	
39	154	2	1	1	1187	301757	
40	41	1	1	1	672	311747	
41	76	3	0	1	602	317738	
42	136	4	0	1	705	327726	
43	29	2	0	1	902	333734	
44	261	1	0	1	937	341739	
45	28	2	0	1	903	349729	
46	197	3	0	1	1236	355735	
47	223	1	0	1	886	361723	
48	243	4	0	1	870	369728	
49	42	2	1	-2	1253	375734	
50	103	4	1	-2	1024	387739	
51	24	1	1	-2	772	397732	
52	93	3	1	-2	1354	405740	
53	32	1	1	-2	769	411746	
54	110	4	1	-2	685	417751	
55	119	2	1	-2	786	423739	
56	221	3	1	-2	804	431744	
57	129	4	1	2	1500	437734	
58	244	2	1	2	1005	447722	
59	155	3	1	2	704	455713	
60	179	1	1	2	869	461703	
61	177	4	1	2	823	473691	
62	259	1	1	2	802	479684	
63	222	3	1	2	823	491672	
64	89	2	1	2	885	497665	
65	10	1	0	2	892	511653	
66	46	4	0	2	687	519664	
67	203	3	0	2	637	527654	
68	52	2	0	2	570	535660	
69	98	2	0	2	870	543650	
70	63	1	0	2	936	549656	
71	191	4	0	2	886	555644	
72	239	3	0	2	804	563649	
73	217	4	1	1	1500	569639	
74	30	3	1	1	385	575627	
75	161	1	1	1	837	583615	
76	242	2	1	1	772	593621	
77	77	3	1	1	769	599629	
78	249	2	1	1	789	609634	
79	236	4	1	1	735	615642	
80	255	1	1	1	789	625630	
81	162	1	0	1	971	633638	
82	99	4	0	1	1004	641628	
83	199	3	0	1	772	651634	
84	138	2	0	1	836	657642	
85	210	4	0	1	770	665630	
86	45	3	0	1	1336	671620	
87	192	2	0	1	1124	683608	
88	140	1	0	1	1252	689601	
89	225	1	1	-1	953	4005	
90	62	2	1	-1	772	14012	
91	202	3	1	-1	737	22020	
92	252	4	1	-1	756	34010	
93	128	2	1	-1	736	40019	
94	166	4	1	-1	904	48024	
95	47	3	1	-1	803	56014	
96	17	1	1	-1	869	62020	
97	80	2	1	-1	736	68008	
98	251	4	1	-1	1002	74013	
99	117	1	1	-1	654	82001	
100	37	3	1	-1	869	87991	
101	38	4	1	2	1500	97979	
102	11	2	1	2	770	105970	
103	149	3	1	2	635	111960	
104	200	1	1	2	789	121948	
105	101	4	1	2	935	127956	
106	100	3	1	2	637	135944	
107	240	1	1	2	735	141934	
108	220	2	1	2	201	147922	
109	124	3	0	2	752	153910	
110	169	2	0	2	804	161898	
111	91	1	0	2	842	175888	
