1.500:1 2.535:7.500 10.000:1 11.000:2.000 13.000:1.5 14.500:0.5 21.000:1 22.017:6.500 28.500:1 29.501:3.000 32.500:1.5 34.001:0.5 39.501:1 40.508:7.500 48.001:1 49.001:2.000 51.001:1.5 52.501:0.5 59.001:1 60.015:4.500 64.501:1 65.501:5.000 70.501:1.5 72.001:0.5 75.501:1 76.545:4.500 81.002:1 82.002:5.000 87.002:1.5 88.502:0.5 92.002:1 93.010:6.500 99.502:1 100.502:3.000 103.502:1.5 105.002:0.5 110.502:1 111.518:4.500 116.002:1 117.003:5.000 122.002:1.5 123.502:0.5 127.002:1 128.007:3.500 131.502:1 132.502:6.000 138.502:1.5 140.002:0.5 142.502:1 143.512:3.500 147.002:1 148.002:6.000 154.002:1.5 155.502:0.5 158.002:1 159.019:4.500 163.502:1 164.502:5.000 169.502:1.5 171.002:0.5 174.503:1 175.525:3.500 179.003:1 180.003:6.000 186.003:1.5 187.503:0.5 190.003:1 191.031:3.500 194.503:1 195.503:6.000 201.503:1.5 203.003:0.5 205.503:1 206.537:5.500 212.003:1 213.003:4.000 217.003:1.5 218.503:0.5 223.003:1 224.027:5.500 229.503:1 230.503:4.000 234.503:1.5 236.003:0.5 240.503:1 241.533:4.500 246.003:1 247.003:5.000 252.003:1.5 253.503:0.5 257.003:1 258.040:3.500 261.503:1 262.503:6.000 268.503:1.5 270.003:0.5 272.503:1 273.529:3.500 277.003:1 278.003:6.000 284.003:1.5 285.503:0.5 288.003:1 289.035:7.500 296.503:1 297.503:2.000 299.503:1.5 301.003:0.5 307.503:1 308.526:6.500 315.003:1 316.003:3.000 319.003:1.5 320.503:0.5 326.003:1 327.033:5.500 332.503:1 333.503:4.000 337.503:1.5 339.003:0.5 343.503:1 344.539:3.500 348.003:1 349.003:6.000 355.003:1.5 356.503:0.5 359.003:1 360.029:7.500 367.503:1 368.503:2.000 370.503:1.5 372.003:0.5 378.503:1 379.536:5.500 385.003:1 386.003:4.000 390.003:1.5 391.503:0.5 396.003:1 397.026:4.500 401.503:1 402.503:5.000 407.503:1.5 409.003:0.5 412.503:1 413.533:5.500 419.003:1 420.003:4.000 424.003:1.5 425.503:0.5 430.003:1 431.039:4.500 435.504:1 436.504:5.000 441.504:1.5 443.004:0.5 446.504:1 447.529:3.500 451.004:1 452.004:6.000 458.004:1.5 459.504:0.5 462.004:1 463.034:4.500 467.504:1 468.504:5.000 473.504:1.5 475.004:0.5 478.504:1 479.524:7.500 487.004:1 488.004:2.000 490.004:1.5 491.504:0.5 498.004:1 499.032:3.500 502.504:1 503.504:6.000 509.504:1.5 511.004:0.5 513.504:1 514.538:4.500 519.004:1 520.004:5.000 525.004:1.5 526.504:0.5 530.004:1 531.028:5.500 536.504:1 537.504:4.000 541.504:1.5 543.004:0.5 547.504:1 548.534:5.500 554.004:1 555.004:4.000 559.004:1.5 560.504:0.5 565.004:1 566.024:4.500 570.504:1 571.504:5.000 576.504:1.5 578.004:0.5 581.504:1 582.531:5.500 588.004:1 589.004:4.000 593.004:1.5 594.504:0.5 599.004:1 600.037:4.500 604.504:1 605.504:5.000 610.504:1.5 612.004:0.5 615.504:1 616.527:5.500 622.004:1 623.004:4.000 627.004:1.5 628.504:0.5 633.004:1 634.034:5.500 639.504:1 640.504:4.000 644.504:1.5 646.004:0.5 650.504:1 651.523:3.500 655.004:1 656.004:6.000 662.005:1.5 663.505:0.5 666.005:1 667.029:5.500 672.505:1 673.505:4.000 677.505:1.5 679.005:0.5 
1.500:1 2.520:7.500 10.000:1 11.000:2.000 13.000:1.5 14.500:0.5 21.000:1 22.010:5.500 27.500:1 28.500:4.000 32.500:1.5 34.000:0.5 38.500:1 39.518:3.500 43.000:1 44.000:6.000 50.000:1.5 51.500:0.5 54.000:1 55.023:6.500 61.500:1 62.500:3.000 65.500:1.5 67.000:0.5 72.500:1 73.514:7.500 81.000:1 82.000:2.000 84.000:1.5 85.500:0.5 92.000:1 93.021:5.500 98.501:1 99.501:4.000 103.501:1.5 105.001:0.5 109.501:1 110.511:4.500 115.001:1 116.001:5.000 121.001:1.5 122.501:0.5 126.001:1 127.018:5.500 132.501:1 133.501:4.000 137.501:1.5 139.001:0.5 143.501:1 144.507:7.500 152.001:1 153.001:2.000 155.001:1.5 156.501:0.5 163.001:1 164.015:6.500 170.501:1 171.501:3.000 174.501:1.5 176.001:0.5 181.501:1 182.522:7.500 190.001:1 191.001:2.000 193.001:1.5 194.501:0.5 201.001:1 202.013:6.500 208.501:1 209.501:3.000 212.501:1.5 214.001:0.5 219.501:1 220.520:3.500 224.001:1 225.001:6.000 231.001:1.5 232.501:0.5 235.001:1 236.009:4.500 240.501:1 241.501:5.000 246.501:1.5 248.001:0.5 251.501:1 252.515:4.500 257.001:1 258.001:5.000 263.001:1.5 264.501:0.5 268.001:1 269.022:6.500 275.501:1 276.501:3.000 279.501:1.5 281.001:0.5 286.501:1 287.512:7.500 295.002:1 296.002:2.000 298.002:1.5 299.502:0.5 306.002:1 307.019:4.500 311.502:1 312.502:5.000 317.502:1.5 319.002:0.5 322.502:1 323.509:6.500 330.002:1 331.002:3.000 334.002:1.5 335.502:0.5 341.002:1 342.016:7.500 349.502:1 350.502:2.000 352.502:1.5 354.002:0.5 360.502:1 361.507:6.500 368.002:1 369.002:3.000 372.002:1.5 373.502:0.5 379.002:1 380.014:3.500 383.502:1 384.502:6.000 390.502:1.5 392.002:0.5 394.502:1 395.537:7.500 403.002:1 404.002:2.000 406.002:1.5 407.502:0.5 414.002:1 415.010:6.500 421.502:1 422.502:3.000 425.502:1.5 427.002:0.5 432.502:1 433.518:3.500 437.002:1 438.002:6.000 444.002:1.5 445.502:0.5 448.002:1 449.006:6.500 455.502:1 456.502:3.000 459.502:1.5 461.002:0.5 466.502:1 467.531:4.500 472.002:1 473.002:5.000 478.002:1.5 479.502:0.5 483.002:1 484.037:6.500 490.502:1 491.503:3.000 494.503:1.5 496.003:0.5 501.503:1 502.527:7.500 510.003:1 511.003:2.000 513.003:1.5 514.503:0.5 521.003:1 522.035:3.500 525.503:1 526.503:6.000 532.503:1.5 534.003:0.5 
1.500:1 2.536:4.500 7.000:1 8.000:5.000 13.000:1.5 14.500:0.5 18.000:1 19.026:7.500 26.500:1 27.500:2.000 29.500:1.5 31.000:0.5 37.500:1 38.534:3.500 42.000:1 43.000:6.000 49.000:1.5 50.500:0.5 53.000:1 54.023:3.500 57.500:1 58.500:6.000 64.500:1.5 66.000:0.5 68.500:1 69.529:5.500 75.000:1 76.000:4.000 80.000:1.5 81.500:0.5 86.000:1 87.035:4.500 91.500:1 92.500:5.000 97.500:1.5 99.000:0.5 102.500:1 103.525:5.500 109.000:1 110.000:4.000 114.000:1.5 115.500:0.5 120.000:1 121.032:5.500 126.500:1 127.501:4.000 131.500:1.5 133.000:0.5 137.501:1 138.522:6.500 145.001:1 146.001:3.000 149.001:1.5 150.501:0.5 156.001:1 157.029:6.500 163.501:1 164.501:3.000 167.501:1.5 169.001:0.5 174.501:1 175.535:6.500 182.001:1 183.001:3.000 186.001:1.5 187.501:0.5 193.001:1 194.026:5.500 199.501:1 200.501:4.000 204.501:1.5 206.001:0.5 210.501:1 211.533:6.500 218.001:1 219.001:3.000 222.001:1.5 223.501:0.5 229.001:1 230.024:7.500 237.501:1 238.501:2.000 240.501:1.5 242.001:0.5 248.501:1 249.531:3.500 253.001:1 254.001:6.000 260.001:1.5 261.501:0.5 264.001:1 265.020:7.500 272.501:1 273.501:2.000 275.501:1.5 277.001:0.5 283.501:1 284.528:7.500 292.001:1 293.001:2.000 295.001:1.5 296.501:0.5 303.001:1 304.035:7.500 311.501:1 312.501:2.000 314.501:1.5 316.001:0.5 322.501:1 323.525:4.500 328.001:1 329.001:5.000 334.001:1.5 335.501:0.5 339.001:1 340.032:3.500 343.501:1 344.501:6.000 350.501:1.5 352.001:0.5 354.501:1 355.522:3.500 359.001:1 360.001:6.000 366.001:1.5 367.501:0.5 370.001:1 371.027:6.500 377.501:1 378.501:3.000 381.501:1.5 383.001:0.5 388.501:1 389.534:7.500 397.001:1 398.001:2.000 400.001:1.5 401.501:0.5 408.001:1 409.025:6.500 415.501:1 416.501:3.000 419.501:1.5 421.001:0.5 426.501:1 427.532:7.500 435.001:1 436.001:2.000 438.001:1.5 439.501:0.5 446.001:1 447.023:6.500 453.501:1 454.501:3.000 457.501:1.5 459.001:0.5 464.501:1 465.530:6.500 472.001:1 473.002:3.000 476.001:1.5 477.501:0.5 483.002:1 484.021:5.500 489.502:1 490.502:4.000 494.502:1.5 496.002:0.5 500.502:1 501.527:5.500 507.002:1 508.002:4.000 512.002:1.5 513.502:0.5 518.002:1 519.034:4.500 523.502:1 524.502:5.000 529.502:1.5 531.002:0.5 
