Trial	ObjID	LocID	FB	Task	RT	Stim
1	82	1	1	-2	552	4005	
2	91	3	1	-2	568	9995	
3	215	4	1	-2	535	15984	
4	169	2	1	-2	534	21974	
5	154	4	1	-2	535	27979	
6	46	2	1	-2	667	33969	
7	4	3	1	-2	534	39958	
8	230	1	1	-2	534	45947	
9	99	4	1	-1	551	51936	
10	59	2	1	-1	776	65925	
11	247	3	1	-1	536	73922	
12	119	1	1	-1	503	81913	
13	107	3	1	-1	551	87904	
14	114	1	1	-1	735	93893	
15	155	4	1	-1	503	101882	
16	120	2	1	-1	685	107873	
17	74	1	1	2	487	115862	
18	109	4	1	2	636	123854	
19	189	2	1	2	453	131845	
20	17	3	1	2	651	137836	
21	85	3	1	2	651	143825	
22	208	1	1	2	709	157814	
23	181	4	1	2	551	163811	
24	180	2	1	2	534	169800	
25	40	1	0	2	672	179789	
26	24	4	0	2	922	189782	
27	246	2	0	2	572	199775	
28	218	3	0	2	751	205768	
29	207	1	0	2	906	215757	
30	199	4	0	2	935	221750	
31	195	3	0	2	834	227740	
32	202	2	0	2	652	233728	
33	67	1	1	1	751	239718	
34	209	2	1	1	573	251707	
35	83	3	1	1	734	257702	
36	233	4	1	1	487	265707	
37	158	2	1	1	701	271699	
38	55	4	1	1	603	279688	
39	159	3	1	1	586	287679	
40	222	1	1	1	572	297686	
41	142	3	0	1	752	303679	
42	93	4	0	1	553	311669	
43	173	1	0	1	603	319660	
44	47	2	0	1	968	325651	
45	16	1	0	1	806	335656	
46	212	2	0	1	754	343649	
47	243	3	0	1	655	353640	
48	145	4	0	1	1500	359633	
49	201	3	1	-2	851	365623	
50	71	2	1	-2	552	371628	
51	140	1	1	-2	536	379618	
52	165	4	1	-2	605	389609	
53	14	1	1	-2	636	397602	
54	232	3	1	-2	686	405593	
55	167	2	1	-2	637	413600	
56	138	4	1	-2	735	419591	
57	254	2	1	2	623	431581	
58	231	1	1	2	684	437576	
59	34	4	1	2	505	447565	
60	217	3	1	2	734	453558	
61	177	3	1	2	734	459547	
62	133	2	1	2	536	467536	
63	49	4	1	2	551	473527	
64	194	1	1	2	553	481516	
65	123	1	0	2	487	489507	
66	70	3	0	2	735	495498	
67	25	2	0	2	707	507487	
68	18	4	0	2	1134	513483	
69	131	2	0	2	668	519471	
70	249	1	0	2	757	531461	
71	103	4	0	2	654	539455	
72	35	3	0	2	805	549447	
73	251	1	1	1	737	557439	
74	65	4	1	1	823	569431	
75	187	2	1	1	694	585426	
76	64	3	1	1	835	591424	
77	179	3	1	1	569	599414	
78	136	2	1	1	1168	605404	
79	252	4	1	1	686	613394	
80	81	1	1	1	574	625401	
81	253	4	0	1	870	633396	
82	98	2	0	1	737	641387	
83	28	3	0	1	803	649378	
84	151	1	0	1	669	657370	
85	211	1	0	1	855	667361	
86	37	2	0	1	788	677354	
87	126	4	0	1	1385	683347	
88	22	3	0	1	1068	689336	
89	262	1	1	-1	671	4013	
90	21	2	1	-1	603	12005	
91	216	4	1	-1	555	21996	
92	150	3	1	-1	751	27989	
93	9	1	1	-1	689	37978	
94	235	3	1	-1	653	45971	
95	44	4	1	-1	752	51962	
96	175	2	1	-1	652	57951	
97	42	2	1	-1	684	63941	
98	5	1	1	-1	651	69929	
99	135	4	1	-1	735	75935	
100	54	3	1	-1	604	83924	
101	108	2	1	2	536	91916	
102	58	4	1	2	634	97907	
103	63	1	1	2	605	107913	
104	139	3	1	2	635	113905	
105	220	3	1	2	721	123895	
106	27	2	1	2	553	131888	
107	162	1	1	2	486	139879	
108	172	4	1	2	601	145870	
109	244	3	0	2	553	153859	
110	57	1	0	2	626	167850	
111	100	4	0	2	634	173863	
112	166	2	0	2	734	179853	
113	153	4	0	2	653	187842	
114	260	2	0	2	702	193849	
115	157	1	0	2	655	203839	
116	96	3	0	2	536	211831	
117	77	2	1	1	734	217823	
118	122	4	1	1	672	227828	
119	26	3	1	1	670	235821	
120	178	1	1	1	1071	243812	
121	205	3	1	1	1051	249804	
122	200	4	1	1	571	259793	
123	52	2	1	1	557	271786	
124	239	1	1	1	636	279781	
125	240	2	0	1	586	287772	
126	137	4	0	1	735	293779	
127	227	3	0	1	801	299769	
128	125	1	0	1	970	307758	
129	213	1	0	1	787	315765	
130	41	3	0	1	657	327757	
131	88	4	0	1	752	333751	
132	198	2	0	1	734	339740	
133	255	4	1	-2	886	347730	
134	226	1	1	-2	656	357737	
135	219	2	1	-2	987	365730	
136	36	3	1	-2	668	371721	
137	214	1	1	-2	784	377710	
138	141	3	1	-2	691	389716	
139	87	2	1	-2	735	395711	
140	229	4	1	-2	654	403700	
141	66	3	1	2	769	409691	
142	104	2	1	2	503	417681	
143	124	4	1	2	536	425672	
144	97	1	1	2	751	431679	
145	223	2	1	2	569	439669	
146	127	1	1	2	801	445660	
147	134	4	1	2	652	451665	
148	76	3	1	2	636	459655	
149	8	4	0	2	503	467646	
150	2	1	0	2	751	473637	
151	1	3	0	2	709	487626	
152	50	2	0	2	653	495623	
153	15	4	0	2	751	501631	
154	73	1	0	2	673	513620	
155	45	3	0	2	653	521614	
156	110	2	0	2	1268	527606	
157	39	1	1	1	722	537595	
158	48	3	1	1	822	547588	
159	163	4	1	1	601	553581	
160	95	2	1	1	703	561570	
161	164	1	1	1	88	571561	
162	38	4	1	1	1185	577554	
163	143	3	1	1	1052	583543	
164	256	2	1	1	735	589532	
165	188	1	0	1	651	595521	
166	257	3	0	1	685	601510	
167	168	2	0	1	671	611500	
168	61	4	0	1	834	617492	
169	62	1	0	1	634	623482	
170	184	4	0	1	722	633487	
171	225	3	0	1	1162	649480	
172	144	2	0	1	637	657479	
173	56	3	1	-1	804	4017	
174	51	4	1	-1	687	12009	
175	72	1	1	-1	768	18000	
176	185	2	1	-1	701	23989	
177	11	1	1	-1	603	31978	
178	13	3	1	-1	587	39969	
179	23	4	1	-1	637	47960	
180	117	2	1	-1	653	55952	
181	31	1	1	-1	834	61942	
182	250	3	1	-1	701	67932	
183	221	2	1	-1	836	75921	
184	89	4	1	-1	668	81912	
185	68	3	1	2	668	87901	
186	182	4	1	2	735	93890	
187	112	2	1	2	589	103879	
188	264	1	1	2	651	109872	
189	148	1	1	2	802	115861	
190	203	3	1	2	588	125850	
191	78	4	1	2	668	131843	
192	7	2	1	2	584	137833	
193	12	2	0	2	568	143838	
194	204	4	0	2	584	149828	
195	115	3	0	2	603	157817	
196	161	1	0	2	695	173824	
197	197	1	0	2	557	185823	
198	258	4	0	2	1052	191818	
199	193	2	0	2	653	199807	
200	102	3	0	2	802	205798	
201	147	3	1	1	803	213787	
202	69	4	1	1	701	219778	
203	160	2	1	1	634	225768	
204	263	1	1	1	655	235757	
205	146	4	1	1	707	247767	
206	105	1	1	1	702	253761	
207	129	3	1	1	569	261750	
208	80	2	1	1	768	267742	
209	192	1	0	1	607	279747	
210	53	2	0	1	1002	285742	
211	186	4	0	1	1202	291731	
212	86	3	0	1	707	303721	
213	106	1	0	1	636	311716	
214	30	2	0	1	651	317707	
215	228	3	0	1	784	323696	
216	261	4	0	1	605	333685	
217	241	4	1	-2	1205	343678	
218	259	1	1	-2	876	357671	
219	130	2	1	-2	786	365668	
220	237	3	1	-2	935	371675	
221	242	2	1	-2	955	381664	
222	174	3	1	-2	603	389657	
223	32	1	1	-2	634	395649	
224	94	4	1	-2	652	401654	
225	236	1	1	2	535	407643	
226	238	2	1	2	668	413633	
227	79	3	1	2	536	421622	
228	156	4	1	2	536	429613	
229	190	2	1	2	701	435604	
230	149	3	1	2	570	443593	
231	191	1	1	2	670	451584	
232	128	4	1	2	607	463575	
233	176	1	0	2	668	469570	
234	210	3	0	2	785	475559	
235	101	2	0	2	570	483548	
236	29	4	0	2	951	489540	
237	92	1	0	2	586	497529	
238	33	4	0	2	536	505520	
239	206	3	0	2	1251	511511	
240	196	2	0	2	570	519500	
241	10	2	1	1	609	533491	
242	234	4	1	1	487	541504	
243	224	1	1	1	635	547495	
244	75	3	1	1	557	559485	
245	3	3	1	1	686	567480	
246	245	1	1	1	571	577471	
247	248	4	1	1	553	585464	
248	43	2	1	1	784	591455	
249	170	2	0	1	588	601444	
250	111	3	0	1	935	607437	
251	132	4	0	1	703	615426	
252	116	1	0	1	822	625417	
253	183	3	0	1	687	633410	
254	60	4	0	1	735	639401	
255	84	1	0	1	837	647390	
256	19	2	0	1	702	653381	
257	113	3	1	-1	1085	659370	
258	90	2	1	-1	570	667359	
259	121	1	1	-1	684	673350	
260	171	4	1	-1	634	679340	
261	6	4	1	-1	568	685329	
262	118	2	1	-1	653	693318	
263	20	1	1	-1	776	707309	
264	152	3	1	-1	555	717306	
