1.500:1 2.533:7.500 10.000:1 11.000:2.000 13.000:1.5 21.000:1 22.017:6.500 28.501:1 29.501:3.000 32.501:1.5 39.501:1 40.524:7.500 48.001:1 49.001:2.000 51.001:1.5 59.001:1 60.031:4.500 64.501:1 65.501:5.000 70.501:1.5 75.501:1 76.526:4.500 81.002:1 82.002:5.000 87.002:1.5 92.002:1 93.027:6.500 99.502:1 100.502:3.000 103.502:1.5 110.502:1 111.518:4.500 116.002:1 117.003:5.000 122.002:1.5 127.002:1 128.023:3.500 131.502:1 132.502:6.000 138.502:1.5 142.502:1 143.530:3.500 147.002:1 148.002:6.000 154.002:1.5 158.002:1 159.019:4.500 163.502:1 164.502:5.000 169.502:1.5 174.502:1 175.526:3.500 179.002:1 180.002:6.000 186.002:1.5 190.002:1 191.031:3.500 194.502:1 195.503:6.000 201.503:1.5 205.503:1 206.520:5.500 212.003:1 213.003:4.000 217.003:1.5 223.003:1 224.027:5.500 229.503:1 230.503:4.000 234.503:1.5 240.503:1 241.517:4.500 246.003:1 247.003:5.000 252.003:1.5 257.003:1 258.024:3.500 261.503:1 262.503:6.000 268.503:1.5 272.503:1 273.530:3.500 277.003:1 278.003:6.000 284.003:1.5 288.003:1 289.019:7.500 296.503:1 297.503:2.000 299.503:1.5 307.503:1 308.526:6.500 315.003:1 316.003:3.000 319.003:1.5 326.003:1 327.017:5.500 332.503:1 333.503:4.000 337.503:1.5 343.503:1 344.524:3.500 348.003:1 349.003:6.000 355.003:1.5 359.003:1 360.030:7.500 367.503:1 368.503:2.000 370.503:1.5 378.503:1 379.520:5.500 385.003:1 386.003:4.000 390.003:1.5 396.003:1 397.027:4.500 401.503:1 402.503:5.000 407.503:1.5 412.503:1 413.517:5.500 419.003:1 420.003:4.000 424.003:1.5 430.003:1 431.023:4.500 435.503:1 436.503:5.000 441.503:1.5 446.503:1 447.530:3.500 451.003:1 452.003:6.000 458.003:1.5 462.003:1 463.019:4.500 467.503:1 468.503:5.000 473.503:1.5 478.503:1 479.525:7.500 487.003:1 488.003:2.000 490.003:1.5 498.003:1 499.016:3.500 502.503:1 503.503:6.000 509.503:1.5 513.504:1 514.522:4.500 519.004:1 520.004:5.000 525.004:1.5 530.004:1 531.028:5.500 536.504:1 537.504:4.000 541.504:1.5 547.504:1 548.518:5.500 554.004:1 555.004:4.000 559.004:1.5 565.004:1 566.025:4.500 570.504:1 571.504:5.000 576.504:1.5 581.504:1 582.531:5.500 588.004:1 589.004:4.000 593.004:1.5 599.004:1 600.022:4.500 604.504:1 605.504:5.000 610.504:1.5 615.504:1 616.528:5.500 622.004:1 623.004:4.000 627.004:1.5 633.004:1 634.018:5.500 639.504:1 640.504:4.000 644.504:1.5 650.504:1 651.525:3.500 655.004:1 656.004:6.000 662.004:1.5 666.004:1 667.031:5.500 672.504:1 673.504:4.000 677.504:1.5 
1.500:1 2.511:7.500 10.000:1 11.000:2.000 13.000:1.5 21.000:1 22.018:5.500 27.500:1 28.500:4.000 32.500:1.5 38.500:1 39.508:3.500 43.000:1 44.000:6.000 50.000:1.5 54.001:1 55.032:6.500 61.501:1 62.501:3.000 65.501:1.5 72.501:1 73.538:7.500 81.001:1 82.001:2.000 84.001:1.5 92.001:1 93.028:5.500 98.501:1 99.501:4.000 103.501:1.5 109.501:1 110.535:4.500 115.001:1 116.001:5.000 121.001:1.5 126.001:1 127.025:5.500 132.501:1 133.501:4.000 137.501:1.5 143.501:1 144.532:7.500 152.001:1 153.001:2.000 155.001:1.5 163.001:1 164.022:6.500 170.501:1 171.501:3.000 174.501:1.5 181.502:1 182.529:7.500 190.002:1 191.002:2.000 193.002:1.5 201.002:1 202.037:6.500 208.502:1 209.502:3.000 212.502:1.5 219.502:1 220.527:3.500 224.002:1 225.002:6.000 231.002:1.5 235.002:1 236.033:4.500 240.502:1 241.502:5.000 246.502:1.5 251.502:1 252.523:4.500 257.002:1 258.002:5.000 263.002:1.5 268.002:1 269.029:6.500 275.502:1 276.502:3.000 279.502:1.5 286.502:1 287.536:7.500 295.002:1 296.002:2.000 298.002:1.5 306.002:1 307.027:4.500 311.503:1 312.503:5.000 317.503:1.5 322.503:1 323.534:6.500 330.003:1 331.003:3.000 334.003:1.5 341.003:1 342.024:7.500 349.503:1 350.503:2.000 352.503:1.5 360.503:1 361.532:6.500 368.003:1 369.003:3.000 372.003:1.5 379.003:1 380.021:3.500 383.503:1 384.503:6.000 390.503:1.5 394.503:1 395.528:7.500 403.003:1 404.003:2.000 406.003:1.5 414.003:1 415.035:6.500 421.503:1 422.503:3.000 425.503:1.5 432.503:1 433.526:3.500 437.003:1 438.003:6.000 444.003:1.5 448.003:1 449.032:6.500 455.503:1 456.503:3.000 459.503:1.5 466.503:1 467.521:4.500 472.003:1 473.003:5.000 478.003:1.5 483.003:1 484.029:6.500 490.503:1 491.503:3.000 494.503:1.5 501.503:1 502.535:7.500 510.003:1 511.003:2.000 513.003:1.5 521.003:1 522.027:3.500 525.503:1 526.503:6.000 532.503:1.5 
1.500:1 2.519:4.500 7.000:1 8.000:5.000 13.000:1.5 18.000:1 19.026:7.500 26.500:1 27.500:2.000 29.500:1.5 37.500:1 38.517:3.500 42.000:1 43.000:6.000 49.000:1.5 53.000:1 54.022:3.500 57.500:1 58.500:6.000 64.500:1.5 68.500:1 69.512:5.500 75.000:1 76.000:4.000 80.000:1.5 86.000:1 87.018:4.500 91.500:1 92.500:5.000 97.500:1.5 102.500:1 103.525:5.500 109.000:1 110.000:4.000 114.000:1.5 120.000:1 121.015:5.500 126.501:1 127.501:4.000 131.501:1.5 137.501:1 138.521:6.500 145.001:1 146.001:3.000 149.001:1.5 156.001:1 157.012:6.500 163.501:1 164.501:3.000 167.501:1.5 174.501:1 175.519:6.500 182.001:1 183.001:3.000 186.001:1.5 193.001:1 194.026:5.500 199.501:1 200.501:4.000 204.501:1.5 210.501:1 211.516:6.500 218.001:1 219.001:3.000 222.001:1.5 229.001:1 230.023:7.500 237.501:1 238.501:2.000 240.501:1.5 248.501:1 249.514:3.500 253.001:1 254.001:6.000 260.001:1.5 264.001:1 265.020:7.500 272.501:1 273.501:2.000 275.501:1.5 283.501:1 284.511:7.500 292.001:1 293.001:2.000 295.001:1.5 303.001:1 304.019:7.500 311.501:1 312.501:2.000 314.501:1.5 322.501:1 323.526:4.500 328.001:1 329.001:5.000 334.001:1.5 339.002:1 340.015:3.500 343.502:1 344.502:6.000 350.502:1.5 354.502:1 355.521:3.500 359.002:1 360.002:6.000 366.002:1.5 370.002:1 371.010:6.500 377.502:1 378.502:3.000 381.502:1.5 388.502:1 389.517:7.500 397.002:1 398.002:2.000 400.002:1.5 408.002:1 409.026:6.500 415.502:1 416.502:3.000 419.502:1.5 426.502:1 427.516:7.500 435.002:1 436.002:2.000 438.002:1.5 446.002:1 447.023:6.500 453.502:1 454.502:3.000 457.502:1.5 464.502:1 465.514:6.500 472.002:1 473.002:3.000 476.002:1.5 483.002:1 484.020:5.500 489.502:1 490.502:4.000 494.502:1.5 500.502:1 501.510:5.500 507.002:1 508.002:4.000 512.002:1.5 518.002:1 519.017:4.500 523.502:1 524.502:5.000 529.502:1.5 
