13.000:1.5 32.500:1.5 51.001:1.5 70.501:1.5 87.002:1.5 103.502:1.5 122.002:1.5 138.502:1.5 154.002:1.5 169.502:1.5 186.003:1.5 201.503:1.5 217.003:1.5 234.503:1.5 252.003:1.5 268.503:1.5 284.003:1.5 299.503:1.5 319.003:1.5 337.503:1.5 355.003:1.5 370.503:1.5 390.003:1.5 407.503:1.5 424.004:1.5 441.504:1.5 458.004:1.5 473.504:1.5 490.004:1.5 509.504:1.5 525.004:1.5 541.504:1.5 559.004:1.5 576.504:1.5 593.004:1.5 610.504:1.5 627.004:1.5 644.505:1.5 662.005:1.5 677.505:1.5 
13.000:1.5 32.500:1.5 50.000:1.5 65.500:1.5 84.000:1.5 103.500:1.5 121.001:1.5 137.501:1.5 155.001:1.5 174.501:1.5 193.001:1.5 212.501:1.5 231.001:1.5 246.501:1.5 263.002:1.5 279.502:1.5 298.002:1.5 317.502:1.5 334.002:1.5 352.502:1.5 372.002:1.5 390.502:1.5 406.002:1.5 425.502:1.5 444.002:1.5 459.502:1.5 478.002:1.5 494.502:1.5 513.002:1.5 532.502:1.5 
13.000:1.5 29.500:1.5 49.000:1.5 64.500:1.5 80.000:1.5 97.500:1.5 114.000:1.5 131.500:1.5 149.000:1.5 167.500:1.5 186.001:1.5 204.501:1.5 222.001:1.5 240.501:1.5 260.001:1.5 275.501:1.5 295.001:1.5 314.501:1.5 334.001:1.5 350.501:1.5 366.001:1.5 381.501:1.5 400.001:1.5 419.501:1.5 438.001:1.5 457.501:1.5 476.001:1.5 494.501:1.5 512.002:1.5 529.502:1.5 
