129.375	1	32.158	0.877	97.217	2	14.599
129.375	2	135.974	0.975	6.599	4	19.633
129.375	3	80.959	0.731	48.416	3	17.310
129.375	4	132.133	0.750	2.758	6	19.847
129.375	5	NaN	1.480	NaN	5	NaN
129.375	6	163.007	0.756	33.632	2	18.132
129.375	7	142.836	0.864	13.461	3	19.252
129.375	8	139.100	0.572	9.725	6	19.460
129.375	9	144.259	0.855	14.884	4	19.173
129.375	10	119.166	0.626	10.209	5	19.433
129.375	11	148.655	0.674	19.280	3	18.929
129.375	12	129.084	0.634	0.291	4	19.984
129.375	13	146.579	0.590	17.204	2	19.044
129.375	14	152.360	0.674	22.985	5	18.723
129.375	15	161.353	0.677	31.978	6	18.223
39.375	1	92.904	1.169	53.529	3	17.026
39.375	2	47.968	1.013	8.593	6	19.523
39.375	3	126.113	0.617	86.738	5	15.181
39.375	4	165.665	0.677	126.290	4	12.984
39.375	5	86.337	0.689	46.962	2	17.391
39.375	6	56.513	0.701	17.138	2	19.048
39.375	7	122.252	0.785	82.877	5	15.396
39.375	8	97.718	0.677	58.343	4	16.759
39.375	9	NaN	1.480	NaN	6	NaN
39.375	10	139.598	0.636	100.223	3	14.432
39.375	11	49.391	0.720	10.016	2	19.444
39.375	12	34.103	1.013	5.272	5	19.707
39.375	13	41.258	0.912	1.883	6	19.895
39.375	14	36.546	0.676	2.829	3	19.843
39.375	15	27.287	0.744	12.088	4	19.328
95.625	1	159.760	1.076	64.135	6	16.437
95.625	2	25.676	0.600	69.949	2	16.114
95.625	3	82.173	0.740	13.452	3	19.253
95.625	4	133.886	0.608	38.261	5	17.874
95.625	5	NaN	1.480	NaN	4	NaN
95.625	6	40.219	0.605	55.406	4	16.922
95.625	7	131.525	0.697	35.900	5	18.006
95.625	8	20.631	0.757	74.994	3	15.834
95.625	9	69.177	0.785	26.448	6	18.531
95.625	10	37.003	1.445	58.622	2	16.743
95.625	11	44.471	0.841	51.154	4	17.158
95.625	12	45.171	0.916	50.454	6	17.197
95.625	13	75.738	0.641	19.887	3	18.895
95.625	14	150.792	0.733	55.167	2	16.935
95.625	15	120.975	0.673	25.350	5	18.592
118.125	1	92.019	1.436	26.106	2	18.550
118.125	2	34.403	0.800	83.722	6	15.349
118.125	3	151.473	0.652	33.348	3	18.147
118.125	4	49.526	0.816	68.599	4	16.189
118.125	5	139.376	0.660	21.251	5	18.819
118.125	6	92.356	0.760	25.769	5	18.568
118.125	7	NaN	1.480	NaN	6	NaN
118.125	8	26.613	1.103	91.512	4	14.916
118.125	9	143.754	0.707	25.629	3	18.576
118.125	10	NaN	1.480	NaN	2	NaN
118.125	11	75.087	0.768	43.038	5	17.609
118.125	12	NaN	1.480	NaN	3	NaN
118.125	13	38.553	0.814	79.572	6	15.579
118.125	14	95.942	0.722	22.183	2	18.768
118.125	15	44.508	1.102	73.617	4	15.910
16.875	1	87.335	1.026	70.460	3	16.086
16.875	2	145.355	0.781	128.480	4	12.862
16.875	3	28.825	0.705	11.950	5	19.336
16.875	4	126.588	0.821	109.713	2	13.905
16.875	5	45.550	1.057	28.675	6	18.407
16.875	6	NaN	1.480	NaN	3	NaN
16.875	7	24.201	0.851	7.326	4	19.593
16.875	8	156.713	0.711	139.838	6	12.231
16.875	9	95.976	0.835	79.101	5	15.606
16.875	10	46.458	0.679	29.583	2	18.356
16.875	11	133.628	0.834	116.753	6	13.514
16.875	12	87.668	0.719	70.793	2	16.067
16.875	13	33.560	1.403	16.685	5	19.073
16.875	14	140.839	0.786	123.964	3	13.113
16.875	15	71.192	1.218	54.317	4	16.982
28.125	1	28.682	0.926	0.557	3	19.969
28.125	2	112.296	0.778	84.171	2	15.324
28.125	3	136.612	0.812	108.487	5	13.973
28.125	4	166.714	0.746	138.589	6	12.301
28.125	5	65.836	0.758	37.711	4	17.905
28.125	6	112.252	0.745	84.127	6	15.326
28.125	7	36.808	0.950	8.683	3	19.518
28.125	8	126.885	0.985	98.760	4	14.513
28.125	9	142.540	0.685	114.415	5	13.644
28.125	10	86.682	1.353	58.557	2	16.747
28.125	11	122.300	1.109	94.175	4	14.768
28.125	12	116.777	0.705	88.652	2	15.075
28.125	13	119.923	0.829	91.798	3	14.900
28.125	14	130.531	0.697	102.406	6	14.311
28.125	15	100.755	0.749	72.630	5	15.965
5.625	1	54.547	0.896	48.922	2	17.282
5.625	2	NaN	1.482	NaN	4	NaN
5.625	3	131.530	0.888	125.905	3	13.005
5.625	4	95.551	0.740	89.926	6	15.004
5.625	5	119.941	0.744	114.316	5	13.649
5.625	6	41.808	0.844	36.183	2	17.990
5.625	7	NaN	1.480	NaN	3	NaN
5.625	8	23.029	0.643	17.404	6	19.033
5.625	9	59.436	0.670	53.811	5	17.011
5.625	10	27.172	0.747	21.547	4	18.803
5.625	11	29.028	0.894	23.403	6	18.700
5.625	12	25.695	0.713	20.070	2	18.885
5.625	13	20.629	0.830	15.004	3	19.166
5.625	14	NaN	1.480	NaN	5	NaN
5.625	15	20.537	0.732	14.912	4	19.172
140.625	1	82.401	1.136	58.224	4	16.765
140.625	2	151.298	0.820	10.673	6	19.407
140.625	3	NaN	1.480	NaN	2	NaN
140.625	4	176.691	0.843	36.066	3	17.996
140.625	5	115.960	0.680	24.665	5	18.630
140.625	6	174.428	0.643	33.803	6	18.122
140.625	7	148.691	0.671	8.066	4	19.552
140.625	8	130.947	0.635	9.678	3	19.462
140.625	9	126.870	0.724	13.755	5	19.236
140.625	10	119.519	0.619	21.106	2	18.827
140.625	11	143.583	0.959	2.958	4	19.836
140.625	12	145.936	0.698	5.311	5	19.705
140.625	13	151.931	0.679	11.306	6	19.372
140.625	14	125.503	0.643	15.122	3	19.160
140.625	15	134.892	0.640	5.733	2	19.682
106.875	1	30.548	0.771	76.327	2	15.760
106.875	2	155.436	0.720	48.561	3	17.302
106.875	3	78.140	0.747	28.735	6	18.404
106.875	4	133.633	0.623	26.758	5	18.513
106.875	5	NaN	1.480	NaN	4	NaN
106.875	6	NaN	1.480	NaN	3	NaN
106.875	7	NaN	1.480	NaN	5	NaN
106.875	8	43.490	0.719	63.385	6	16.479
106.875	9	72.614	0.649	34.261	2	18.097
106.875	10	88.712	0.717	18.163	4	18.991
106.875	11	46.966	0.777	59.909	4	16.672
106.875	12	61.602	0.717	45.273	2	17.485
106.875	13	66.837	0.721	40.038	3	17.776
106.875	14	124.663	0.653	17.788	5	19.012
106.875	15	157.041	0.688	50.166	6	17.213
174.375	1	55.054	1.020	119.321	6	13.371
174.375	2	142.868	0.659	31.507	5	18.250
174.375	3	88.162	0.668	86.213	4	15.210
174.375	4	114.897	0.720	59.478	2	16.696
174.375	5	71.679	0.772	102.696	3	14.295
174.375	6	27.375	1.016	147.000	5	11.833
174.375	7	81.783	0.748	92.592	2	14.856
174.375	8	147.517	0.824	26.858	3	18.508
174.375	9	175.407	1.091	1.032	6	19.943
174.375	10	157.723	0.736	16.652	4	19.075
174.375	11	28.418	0.779	145.957	3	11.891
174.375	12	96.591	0.695	77.784	6	15.679
174.375	13	49.361	0.636	125.014	2	13.055
174.375	14	131.813	0.711	42.562	5	17.635
174.375	15	172.064	0.739	2.311	4	19.872
163.125	1	163.944	1.087	0.819	4	19.955
163.125	2	100.367	0.651	62.758	6	16.513
163.125	3	18.435	0.749	144.690	3	11.962
163.125	4	179.024	0.899	15.899	5	19.117
163.125	5	149.553	0.647	13.572	2	19.246
163.125	6	NaN	1.489	NaN	5	NaN
163.125	7	140.883	0.769	22.242	4	18.764
163.125	8	165.208	0.700	2.083	2	19.884
163.125	9	173.931	0.744	10.806	6	19.400
163.125	10	117.069	0.644	46.056	3	17.441
163.125	11	158.327	0.744	4.798	4	19.733
163.125	12	169.219	0.636	6.094	6	19.661
163.125	13	165.034	0.656	1.909	3	19.894
163.125	14	172.940	0.788	9.815	5	19.455
163.125	15	169.230	0.705	6.105	2	19.661
