84.375	1	71.898	1.518	12.477	2
140.625	2	150.464	1.519	9.839	2
5.625	3	0.000	1.520	6.480	2
16.875	4	11.310	1.520	5.565	2
73.125	5	63.037	1.312	10.088	2
151.875	6	165.192	1.450	13.317	2
61.875	7	50.287	1.520	11.588	2
106.875	8	105.497	1.350	1.378	2
118.125	9	120.614	1.453	2.489	2
39.375	10	22.205	1.521	17.170	2
129.375	11	142.202	1.285	12.827	2
95.625	12	91.891	1.420	3.734	2
174.375	13	180.000	1.522	7.858	2
50.625	14	35.344	1.522	15.281	2
163.125	15	173.652	1.521	10.527	2
28.125	16	19.049	1.527	9.076	2
39.375	17	34.726	1.518	4.649	2
28.125	18	18.968	1.520	9.157	2
140.625	19	154.499	1.520	13.874	2
95.625	20	104.531	1.483	8.906	2
5.625	21	0.000	1.521	8.484	2
118.125	22	118.596	1.485	0.471	2
16.875	23	11.546	1.518	5.329	2
129.375	24	137.078	1.521	7.703	2
151.875	25	163.805	1.419	11.930	2
163.125	26	172.885	1.520	9.760	2
174.375	27	180.000	1.522	7.353	2
50.625	28	43.842	1.453	6.783	2
84.375	29	74.628	1.218	9.747	2
106.875	30	110.658	1.284	3.783	2
61.875	31	52.672	1.149	9.203	2
73.125	32	67.930	1.252	5.195	2
106.875	33	110.323	1.116	3.448	2
163.125	34	177.565	1.249	14.440	2
84.375	35	78.572	1.318	5.803	2
95.625	36	94.541	1.318	1.084	2
28.125	37	17.387	1.522	10.738	2
39.375	38	29.341	1.522	10.034	2
151.875	39	167.140	1.386	15.265	2
16.875	40	6.041	1.524	10.834	2
5.625	41	0.000	1.521	7.347	2
73.125	42	59.103	1.522	14.022	2
140.625	43	157.607	1.453	16.982	2
174.375	44	180.000	1.521	15.654	2
61.875	45	55.731	1.255	6.144	2
129.375	46	143.148	1.520	13.773	2
50.625	47	34.862	1.487	15.763	2
118.125	48	122.196	1.252	4.071	2
50.625	49	32.878	1.217	17.747	2
118.125	50	133.556	1.285	15.431	2
140.625	51	152.613	1.419	11.988	2
16.875	52	3.123	1.517	13.752	2
28.125	53	17.135	1.521	10.990	2
174.375	54	180.000	1.521	9.732	2
129.375	55	136.589	1.522	7.214	2
39.375	56	27.322	1.520	12.053	2
95.625	57	102.118	1.285	6.493	2
73.125	58	66.408	1.453	6.717	2
106.875	59	117.109	1.350	10.234	2
61.875	60	47.646	1.418	14.229	2
151.875	61	168.282	1.487	16.407	2
163.125	62	176.644	1.521	13.519	2
84.375	63	77.005	1.524	7.370	2
5.625	64	0.000	1.521	11.486	2
174.375	65	180.000	1.532	9.537	2
163.125	66	172.663	1.520	9.538	2
16.875	67	6.745	1.519	10.130	2
73.125	68	67.368	1.251	5.757	2
61.875	69	47.100	1.488	14.775	2
106.875	70	108.970	1.149	2.095	2
95.625	71	86.126	1.250	9.499	2
140.625	72	150.323	1.114	9.698	2
151.875	73	161.424	1.455	9.549	2
84.375	74	73.069	1.317	11.306	2
28.125	75	12.082	1.522	16.043	2
118.125	76	113.387	1.420	4.738	2
50.625	77	33.708	1.526	16.917	2
5.625	78	0.074	1.520	5.551	2
129.375	79	127.369	1.419	2.006	2
39.375	80	25.001	1.518	14.374	2
174.375	81	180.000	1.522	8.407	2
129.375	82	132.529	1.423	3.154	2
163.125	83	174.088	1.521	10.963	2
73.125	84	56.555	1.522	16.570	2
5.625	85	0.000	1.522	10.552	2
16.875	86	3.072	1.523	13.803	2
61.875	87	41.762	1.521	20.113	2
151.875	88	169.861	1.521	17.986	2
28.125	89	15.394	1.521	12.731	2
140.625	90	154.931	1.516	14.306	2
106.875	91	107.545	1.283	0.670	2
118.125	92	125.912	1.190	7.787	2
95.625	93	91.583	1.384	4.042	2
84.375	94	68.819	1.183	15.556	2
50.625	95	26.028	1.518	24.597	2
39.375	96	32.836	1.522	6.539	2
129.375	97	138.096	1.521	8.721	2
163.125	98	178.292	1.520	15.167	2
84.375	99	84.067	1.521	0.308	2
28.125	100	15.187	1.522	12.938	2
16.875	101	8.954	1.522	7.921	2
61.875	102	43.958	1.317	17.917	2
174.375	103	180.000	1.521	9.883	2
106.875	104	106.179	1.420	0.696	2
39.375	105	26.865	1.520	12.510	2
118.125	106	122.471	1.520	4.346	2
73.125	107	65.147	1.454	7.978	2
151.875	108	168.046	1.488	16.171	2
140.625	109	149.786	1.317	9.161	2
5.625	110	0.000	1.521	12.065	2
50.625	111	35.259	1.420	15.366	2
95.625	112	90.840	1.251	4.785	2
73.125	113	64.013	1.115	9.112	2
118.125	114	122.210	1.147	4.085	2
50.625	115	32.711	1.282	17.914	2
61.875	116	46.208	1.386	15.667	2
174.375	117	180.000	1.521	8.524	2
5.625	118	2.787	1.521	2.838	2
28.125	119	20.181	1.524	7.944	2
39.375	120	30.798	1.487	8.577	2
163.125	121	173.375	1.523	10.250	2
16.875	122	10.409	1.526	6.466	2
151.875	123	163.488	1.521	11.613	2
95.625	124	91.420	1.386	4.205	2
140.625	125	144.808	1.150	4.183	2
129.375	126	135.552	1.351	6.177	2
84.375	127	78.010	1.421	6.365	2
106.875	128	99.855	1.316	7.020	2
28.125	129	15.353	1.521	12.772	2
16.875	130	23.165	1.521	6.290	2
118.125	131	125.818	1.488	7.693	2
95.625	132	89.670	1.048	5.955	2
84.375	133	72.085	1.055	12.290	2
163.125	134	174.819	1.216	11.694	2
174.375	135	180.000	1.521	10.204	2
73.125	136	64.341	1.286	8.784	2
50.625	137	43.037	1.351	7.588	2
61.875	138	53.099	1.388	8.776	2
5.625	139	0.703	1.520	4.922	2
39.375	140	37.744	1.525	1.631	2
140.625	141	141.857	1.521	1.232	2
129.375	142	133.843	1.486	4.468	2
106.875	143	112.443	1.420	5.568	2
151.875	144	156.433	1.523	4.558	2
140.625	145	152.765	1.520	12.140	2
28.125	146	18.708	1.520	9.417	2
129.375	147	138.620	1.519	9.245	2
163.125	148	171.190	1.521	8.065	2
84.375	149	83.864	1.518	0.511	2
61.875	150	62.380	1.521	0.505	2
118.125	151	128.305	1.519	10.180	2
151.875	152	162.966	1.520	11.091	2
16.875	153	7.150	1.522	9.725	2
106.875	154	112.357	1.050	5.482	2
50.625	155	40.196	1.081	10.429	2
95.625	156	98.083	1.052	2.458	2
174.375	157	180.000	1.519	8.216	2
39.375	158	32.307	1.248	7.068	2
5.625	159	0.000	1.522	10.546	2
73.125	160	65.209	1.178	7.916	2
151.875	161	164.855	1.350	12.980	2
118.125	162	120.897	1.418	2.772	2
50.625	163	56.857	1.524	6.232	2
140.625	164	149.342	1.519	8.717	2
95.625	165	98.119	1.284	2.494	2
73.125	166	75.421	1.360	2.296	2
174.375	167	180.000	1.520	11.488	2
5.625	168	4.467	1.521	1.158	2
106.875	169	110.289	1.520	3.414	2
39.375	170	27.257	1.524	12.118	2
129.375	171	143.339	1.522	13.964	2
163.125	172	177.165	1.520	14.040	2
28.125	173	21.639	1.522	6.486	2
16.875	174	11.128	1.522	5.747	2
84.375	175	75.342	1.385	9.033	2
61.875	176	57.522	1.521	4.353	2
39.375	177	28.761	1.521	10.614	2
174.375	178	180.000	1.522	6.266	2
151.875	179	158.320	1.351	6.445	2
140.625	180	148.842	1.147	8.217	2
95.625	181	87.167	1.182	8.458	2
16.875	182	6.320	1.521	10.555	2
163.125	183	166.687	1.521	3.562	2
129.375	184	140.061	1.522	10.686	2
118.125	185	127.003	1.520	8.878	2
106.875	186	110.054	1.520	3.179	2
28.125	187	19.601	1.521	8.524	2
5.625	188	0.000	1.511	6.259	2
73.125	189	68.282	1.522	4.843	2
61.875	190	50.572	1.525	11.303	2
84.375	191	81.501	1.451	2.874	2
50.625	192	39.403	1.452	11.222	2
106.875	193	111.691	1.454	4.816	2
28.125	194	15.417	1.530	12.708	2
84.375	195	87.107	1.421	2.732	2
50.625	196	41.106	1.419	9.519	2
140.625	197	152.400	1.522	11.775	2
39.375	198	30.130	1.496	9.245	2
174.375	199	178.794	1.522	4.419	2
118.125	200	124.753	1.522	6.628	2
129.375	201	137.865	1.520	8.490	2
61.875	202	59.738	1.182	2.137	2
5.625	203	0.000	1.526	6.103	2
151.875	204	165.144	1.487	13.269	2
163.125	205	174.740	1.521	11.615	2
95.625	206	99.557	1.522	3.932	2
16.875	207	7.348	1.524	9.527	2
73.125	208	64.583	1.521	8.542	2
39.375	209	31.465	1.522	7.910	2
50.625	210	42.147	1.522	8.478	2
5.625	211	4.022	1.522	1.603	2
28.125	212	21.904	1.522	6.221	2
16.875	213	9.030	1.521	7.845	2
163.125	214	170.460	1.521	7.335	2
84.375	215	72.234	1.524	12.141	2
95.625	216	88.962	1.384	6.663	2
61.875	217	49.865	1.315	12.010	2
174.375	218	180.000	1.521	10.024	2
129.375	219	136.800	1.418	7.425	2
151.875	220	160.276	1.418	8.401	2
73.125	221	64.316	1.487	8.809	2
118.125	222	124.657	1.353	6.532	2
106.875	223	110.069	1.353	3.194	2
140.625	224	154.372	1.453	13.747	2
129.375	225	135.692	1.520	6.317	2
5.625	226	0.000	1.530	10.301	2
16.875	227	11.115	1.521	5.760	2
163.125	228	172.278	1.520	9.153	2
50.625	229	40.671	1.523	9.954	2
118.125	230	125.663	1.420	7.538	2
39.375	231	26.344	1.524	13.031	2
95.625	232	98.780	1.522	3.155	2
84.375	233	78.781	1.453	5.594	2
106.875	234	108.046	1.520	1.171	2
61.875	235	48.790	1.522	13.085	2
28.125	236	16.657	1.521	11.468	2
140.625	237	146.236	1.217	5.611	2
73.125	238	59.086	1.317	14.039	2
174.375	239	180.000	1.525	9.706	2
151.875	240	163.337	1.523	11.462	2
