Trial	ObjID	LocID	FB	Task	RT	Stim
1	57	1	1	-2	802	4006	
2	104	3	1	-2	702	9995	
3	31	4	1	-2	671	17984	
4	107	2	1	-2	654	25975	
5	167	1	1	-2	721	33966	
6	172	3	1	-2	654	41957	
7	175	2	1	-2	708	53948	
8	243	4	1	-2	769	59943	
9	182	2	1	-1	692	71932	
10	117	4	1	-1	875	83927	
11	82	1	1	-1	703	89922	
12	215	3	1	-1	870	95911	
13	141	1	1	-1	753	101900	
14	201	3	1	-1	670	107889	
15	67	4	1	-1	735	113879	
16	133	2	1	-1	689	123868	
17	242	2	1	2	786	129861	
18	150	4	1	2	587	137850	
19	250	3	1	2	896	153841	
20	138	1	1	2	1036	159840	
21	121	2	1	2	621	167829	
22	205	1	1	2	736	173820	
23	220	4	1	2	688	181809	
24	68	3	1	2	756	191800	
25	177	2	0	2	671	199793	
26	66	3	0	2	636	205784	
27	94	1	0	2	703	211773	
28	56	4	0	2	655	219762	
29	163	1	0	2	803	225753	
30	43	2	0	2	821	233743	
31	194	3	0	2	754	241734	
32	125	4	0	2	702	247725	
33	191	2	1	1	936	253714	
34	168	4	1	1	706	263703	
35	9	1	1	1	706	273696	
36	226	3	1	1	775	285689	
37	233	2	1	1	792	297684	
38	225	4	1	1	769	303679	
39	195	1	1	1	621	311668	
40	248	3	1	1	702	317659	
41	80	3	0	1	653	323648	
42	206	4	0	1	721	331637	
43	51	2	0	1	736	337628	
44	47	1	0	1	636	343617	
45	160	1	0	1	136	349623	
46	23	4	0	1	707	359612	
47	164	3	0	1	605	367605	
48	124	2	0	1	755	375596	
49	207	1	1	-2	755	383587	
50	114	2	1	-2	803	389595	
51	35	4	1	-2	857	399584	
52	109	3	1	-2	1070	405577	
53	96	2	1	-2	828	419566	
54	135	1	1	-2	705	427563	
55	3	4	1	-2	772	435554	
56	62	3	1	-2	723	445546	
57	24	3	1	2	753	451538	
58	61	2	1	2	787	459528	
59	71	1	1	2	621	467519	
60	129	4	1	2	1136	473510	
61	1	2	1	2	669	479499	
62	241	4	1	2	688	487488	
63	111	1	1	2	857	497479	
64	219	3	1	2	775	509472	
65	261	4	0	2	727	523467	
66	87	3	0	2	1057	533464	
67	131	1	0	2	721	541457	
68	196	2	0	2	721	549448	
69	128	2	0	2	706	559439	
70	246	4	0	2	873	569432	
71	224	1	0	2	936	575425	
72	32	3	0	2	688	583414	
73	115	3	1	1	1070	589405	
74	102	4	1	1	671	597394	
75	192	2	1	1	753	603385	
76	49	1	1	1	753	609374	
77	98	4	1	1	671	617364	
78	178	2	1	1	1290	627355	
79	254	1	1	1	802	633348	
80	39	3	1	1	702	639337	
81	152	1	0	1	836	645326	
82	214	3	0	1	588	653315	
83	10	4	0	1	1136	659306	
84	263	2	0	1	302	665295	
85	140	2	0	1	553	671284	
86	155	3	0	1	870	677273	
87	257	4	0	1	235	683263	
88	50	1	0	1	652	689252	
89	26	2	1	-1	971	4011	
90	183	1	1	-1	773	14002	
91	218	3	1	-1	936	19995	
92	123	4	1	-1	602	25984	
93	157	2	1	-1	736	31973	
94	38	4	1	-1	654	39962	
95	15	1	1	-1	846	55953	
96	120	3	1	-1	1500	65952	
