Trial	ObjID	LocID	FB	Task	RT	Stim
1	65	3	1	-2	837	4019	
2	21	2	1	-2	1500	10009	
3	251	1	1	-2	788	17998	
4	263	4	1	-2	805	25989	
5	171	3	1	-2	1055	33980	
6	185	2	1	-2	855	41971	
7	197	4	1	-2	857	51962	
8	76	1	1	-2	772	59955	
9	145	1	1	-1	936	65963	
10	146	3	1	-1	936	71952	
11	8	4	1	-1	903	77958	
12	7	2	1	-1	824	87947	
13	206	1	1	-1	1102	93940	
14	169	2	1	-1	1053	99946	
15	245	3	1	-1	808	111936	
16	215	4	1	-1	769	117947	
17	247	1	1	1	903	123936	
18	136	3	1	1	686	129942	
19	34	2	1	1	605	137931	
20	144	4	1	1	775	149939	
21	205	3	1	1	673	159934	
22	158	1	1	1	836	165927	
23	67	4	1	1	691	177916	
24	18	2	1	1	656	187911	
25	78	2	0	1	805	195921	
26	97	4	0	1	903	201912	
27	246	1	0	1	569	207918	
28	106	3	0	1	655	215907	
29	191	1	0	1	789	225899	
30	138	4	0	1	786	231908	
31	113	2	0	1	796	247897	
32	126	3	0	1	692	259896	
33	35	1	1	2	690	269891	
34	68	4	1	2	1500	275884	
35	261	3	1	2	736	281890	
36	227	2	1	2	1069	287879	
37	116	2	1	2	621	295885	
38	53	3	1	2	936	301876	
39	210	4	1	2	836	307882	
40	2	1	1	2	854	315871	
41	262	1	0	2	671	323879	
42	74	2	0	2	953	329870	
43	202	3	0	2	836	335876	
44	70	4	0	2	870	341865	
45	95	1	0	2	769	347871	
46	170	3	0	2	709	359860	
47	220	4	0	2	656	369855	
48	24	2	0	2	886	375849	
49	233	2	1	-2	792	387854	
50	93	4	1	-2	706	397850	
51	188	3	1	-2	771	405842	
52	201	1	1	-2	705	413850	
53	29	3	1	-2	1037	419841	
54	55	2	1	-2	655	427847	
55	72	4	1	-2	987	433838	
56	66	1	1	-2	903	439844	
57	63	2	1	1	770	445833	
58	77	4	1	1	721	453839	
59	240	3	1	1	1053	459830	
60	224	1	1	1	669	465836	
61	62	2	1	1	836	471825	
62	85	3	1	1	886	477831	
63	244	1	1	1	621	485820	
64	86	4	1	1	721	493812	
65	49	3	0	1	755	501819	
66	232	1	0	1	743	515810	
67	142	2	0	1	987	521807	
68	48	4	0	1	1005	529813	
69	257	4	0	1	1341	539804	
70	1	1	0	1	671	547797	
71	250	2	0	1	872	555805	
72	102	3	0	1	772	563796	
73	38	1	1	2	706	573788	
74	243	3	1	2	673	583797	
75	238	2	1	2	655	591790	
76	71	4	1	2	836	597781	
77	189	3	1	2	688	605787	
78	156	4	1	2	886	611778	
79	219	2	1	2	972	619784	
80	223	1	1	2	786	625775	
81	187	3	0	2	553	631781	
82	83	4	0	2	670	637770	
83	58	2	0	2	744	651776	
84	4	1	0	2	786	657773	
85	127	2	0	2	736	663762	
86	87	1	0	2	705	671768	
87	162	3	0	2	824	681759	
88	242	4	0	2	705	689752	
89	208	3	1	-1	821	4008	
90	198	1	1	-1	754	11999	
91	192	4	1	-1	753	17990	
92	105	2	1	-1	673	27979	
93	167	3	1	-1	853	33972	
94	194	2	1	-1	675	45961	
95	88	4	1	-1	755	53956	
96	217	1	1	-1	803	59964	
97	82	3	1	-1	621	67953	
98	182	4	1	-1	921	75945	
99	135	2	1	-1	521	83952	
100	222	1	1	-1	672	91943	
101	204	1	1	1	709	103951	
102	94	2	1	1	736	109946	
103	226	4	1	1	671	117935	
104	36	3	1	1	836	123943	
105	52	2	1	1	755	131932	
106	258	1	1	1	621	139924	
107	139	3	1	1	707	149931	
