1.500 11.000 27.000 37.500 53.501 61.001 77.001 87.501 103.501 114.001 130.002 135.502 151.502 161.002 177.002 183.502 199.502 207.002 223.002 228.502 244.502 251.002 267.002 274.502 290.503 298.003 314.003 320.503 336.503 345.003 361.003 371.503 387.503 396.003 412.003 417.503 433.504 442.004 458.004 467.504 
1.500 7.000 23.000 31.500 47.500 57.000 73.000 83.500 99.500 106.000 122.000 132.501 148.501 155.001 171.001 179.501 195.501 206.001 222.001 232.501 248.501 258.001 274.001 282.501 298.501 305.001 321.001 326.501 342.501 348.001 364.001 369.501 385.501 392.001 408.001 415.501 431.501 437.001 453.001 462.501 
1.500 10.000 26.000 36.500 52.500 60.001 76.001 83.501 99.501 108.001 124.001 130.501 146.501 154.001 170.001 177.501 193.501 200.001 216.001 226.501 242.502 252.002 268.002 275.502 291.502 300.002 316.002 325.502 341.502 349.002 365.003 370.503 386.503 396.003 412.003 422.503 438.503 444.003 460.003 468.503 
1.500 9.000 25.000 32.500 48.500 59.000 75.000 80.500 96.500 103.000 119.000 125.500 141.501 147.001 163.001 172.501 188.501 194.001 210.001 216.501 232.501 243.001 259.001 264.501 280.501 289.001 305.001 315.501 331.501 342.001 358.001 365.501 381.501 390.001 406.001 411.501 427.501 437.001 453.001 458.501 
1.501 10.001 26.001 34.501 50.501 59.001 75.001 85.501 101.501 108.001 124.001 130.501 146.501 156.001 172.001 177.501 193.501 202.001 218.001 225.501 241.501 249.001 265.001 272.501 288.501 295.001 311.001 316.501 332.501 342.001 358.002 368.502 384.502 393.002 409.002 417.502 433.502 441.002 457.002 463.502 
