4.500 3.500 6.500 3.500 3.500 8.500 4.500 7.500 6.500 8.500 7.500 6.500 6.500 7.500 5.500 3.500 5.500 8.500 5.500 4.500 
8.500 5.500 4.500 3.500 7.500 3.500 7.500 5.500 3.500 3.500 4.500 5.500 7.500 8.500 8.500 8.500 7.500 6.500 8.500 4.500 
5.500 3.500 6.500 6.500 5.500 7.500 6.500 6.500 7.500 3.500 4.500 6.500 5.500 4.500 6.500 8.500 4.500 3.500 8.500 5.500 
6.500 6.500 3.500 8.500 7.500 7.500 8.500 4.500 8.500 7.500 3.500 8.500 5.500 3.500 3.500 6.500 5.500 8.500 4.500 8.500 
5.500 5.500 5.500 3.500 7.500 7.500 4.500 8.500 5.500 6.500 6.500 6.500 7.500 8.500 4.500 3.500 5.500 5.500 6.500 7.500 
