1	1	15.0	4.5	13.0	5	before	0.537	3
1	2	15.0	4.5	18.0	5	after	0.589	3
1	3	15.0	6.5	14.0	3	before	0.713	5
1	4	15.0	4.5	10.0	5	before	0.396	3
1	5	19.0	6.5	15.0	3	before	0.472	5
1	6	12.0	3.5	15.0	6	after	0.476	2
1	7	17.0	4.5	15.0	5	before	0.463	3
1	8	20.0	7.5	15.0	2	before	0.539	6
1	9	15.0	3.5	16.0	6	after	0.471	2
1	10	11.0	7.5	15.0	2	after	0.595	6
2	1	15.0	3.5	19.0	6	after	0.455	2
2	2	15.0	5.5	17.0	4	before	0.603	4
2	3	10.0	3.5	15.0	6	after	0.519	2
2	4	12.0	5.5	15.0	4	after	0.443	4
2	5	14.0	3.5	15.0	6	after	0.463	2
2	6	15.0	3.5	18.0	6	after	0.443	2
2	7	20.0	4.5	15.0	5	before	0.463	3
2	8	15.0	7.5	11.0	2	before	0.675	6
2	9	16.0	5.5	15.0	4	before	0.447	4
2	10	13.0	6.5	15.0	3	after	0.515	5
3	1	15.0	5.5	19.0	4	after	0.430	4
3	2	15.0	4.5	12.0	5	before	0.434	3
3	3	15.0	4.5	11.0	5	before	0.438	3
3	4	15.0	5.5	17.0	4	after	0.450	4
3	5	15.0	3.5	13.0	6	before	0.526	2
3	6	14.0	7.5	15.0	2	after	0.802	6
3	7	16.0	4.5	15.0	5	before	0.430	3
3	8	10.0	7.5	15.0	2	after	0.642	6
3	9	15.0	3.5	20.0	6	after	0.470	2
3	10	15.0	3.5	18.0	6	after	0.442	2
4	1	11.0	4.5	15.0	5	after	0.438	3
4	2	15.0	5.5	10.0	4	before	0.394	4
4	3	18.0	4.5	15.0	5	before	0.477	3
4	4	20.0	5.5	15.0	4	before	0.570	4
4	5	13.0	3.5	15.0	6	after	0.430	2
4	6	14.0	5.5	15.0	4	after	0.433	4
4	7	15.0	4.5	12.0	5	before	0.429	3
4	8	16.0	5.5	15.0	4	after	0.337	4
4	9	19.0	5.5	15.0	4	before	0.453	4
4	10	17.0	5.5	15.0	4	before	0.474	4
5	1	15.0	6.5	20.0	3	after	0.519	5
5	2	12.0	7.5	15.0	2	after	0.563	6
5	3	18.0	5.5	15.0	4	before	0.400	4
5	4	15.0	5.5	19.0	4	after	0.467	4
5	5	15.0	7.5	16.0	2	before	0.791	6
5	6	15.0	7.5	14.0	2	after	0.483	6
5	7	13.0	5.5	15.0	4	after	0.391	4
5	8	15.0	3.5	11.0	6	before	0.467	2
5	9	10.0	6.5	15.0	3	after	0.599	5
5	10	15.0	4.5	17.0	5	after	0.411	3
6	1	12.0	6.5	15.0	3	after	0.454	5
6	2	15.0	4.5	19.0	5	after	0.378	3
6	3	17.0	7.5	15.0	2	before	0.590	6
6	4	14.0	4.5	15.0	5	before	0.458	3
6	5	13.0	7.5	15.0	2	after	0.510	6
6	6	15.0	6.5	11.0	3	before	0.602	5
6	7	16.0	4.5	15.0	5	before	0.446	3
6	8	15.0	3.5	18.0	6	after	0.410	2
6	9	10.0	6.5	15.0	3	after	0.478	5
6	10	15.0	7.5	20.0	2	after	0.554	6
7	1	15.0	3.5	13.0	6	before	0.590	2
7	2	11.0	6.5	15.0	3	after	0.554	5
7	3	15.0	4.5	12.0	5	before	0.454	3
7	4	15.0	3.5	10.0	6	before	0.458	2
7	5	17.0	3.5	15.0	6	before	0.454	2
7	6	14.0	7.5	15.0	2	after	0.658	6
7	7	15.0	6.5	16.0	3	after	0.853	5
7	8	15.0	6.5	19.0	3	after	0.530	5
7	9	15.0	7.5	18.0	2	after	0.742	6
7	10	15.0	6.5	20.0	3	after	0.490	5
8	1	16.0	6.5	15.0	3	before	0.744	5
8	2	15.0	4.5	13.0	5	before	0.444	3
8	3	15.0	7.5	12.0	2	before	0.560	6
8	4	20.0	5.5	15.0	4	before	0.412	4
8	5	15.0	3.5	17.0	6	after	0.440	2
8	6	18.0	4.5	15.0	5	before	0.452	3
8	7	15.0	5.5	14.0	4	before	0.392	4
8	8	19.0	6.5	15.0	3	before	0.420	5
8	9	15.0	3.5	10.0	6	before	0.496	2
8	10	11.0	5.5	15.0	4	after	0.436	4
9	1	19.0	3.5	15.0	6	before	0.496	2
9	2	15.0	6.5	16.0	3	before	0.812	5
9	3	18.0	7.5	15.0	2	before	0.584	6
9	4	15.0	5.5	14.0	4	after	0.451	4
9	5	15.0	7.5	10.0	2	before	0.528	6
9	6	13.0	7.5	15.0	2	after	0.635	6
9	7	17.0	3.5	15.0	6	before	0.455	2
9	8	11.0	6.5	15.0	3	after	0.523	5
9	9	15.0	4.5	12.0	5	before	0.783	3
9	10	15.0	7.5	20.0	2	after	0.635	6
10	1	20.0	6.5	15.0	3	before	0.535	5
10	2	10.0	5.5	15.0	4	after	0.459	4
10	3	15.0	4.5	13.0	5	before	0.431	3
10	4	15.0	5.5	16.0	4	before	0.451	4
10	5	19.0	7.5	15.0	2	before	0.623	6
10	6	15.0	6.5	11.0	3	before	0.427	5
10	7	15.0	3.5	17.0	6	before	0.455	2
10	8	12.0	6.5	15.0	3	after	0.411	5
10	9	18.0	7.5	15.0	2	before	0.591	6
10	10	15.0	6.5	14.0	3	before	0.483	5
