1	1	15.0	6.5	10.0	3	before	1.329	5
1	2	15.0	7.5	16.0	2	after	0.597	6
1	3	15.0	3.5	13.0	6	before	0.529	2
1	4	15.0	4.5	14.0	5	after	0.693	3
1	5	12.0	3.5	15.0	6	after	0.416	2
1	6	11.0	7.5	15.0	2	after	0.604	6
1	7	20.0	4.5	15.0	5	before	0.352	3
1	8	19.0	6.5	15.0	3	before	0.795	5
1	9	15.0	4.5	18.0	5	after	0.583	3
1	10	17.0	4.5	15.0	5	before	0.411	3
2	1	13.0	5.5	15.0	4	after	0.423	4
2	2	10.0	5.5	15.0	4	after	0.771	4
2	3	12.0	3.5	15.0	6	NaN	1.500	2
2	4	20.0	3.5	15.0	6	before	0.554	2
2	5	14.0	3.5	15.0	6	after	1.222	2
2	6	15.0	7.5	11.0	2	before	0.770	6
2	7	15.0	5.5	19.0	4	after	0.406	4
2	8	15.0	6.5	18.0	3	after	0.634	5
2	9	15.0	3.5	17.0	6	after	0.742	2
2	10	16.0	4.5	15.0	5	after	0.754	3
3	1	15.0	4.5	20.0	5	after	0.462	3
3	2	15.0	4.5	17.0	5	after	0.762	3
3	3	15.0	7.5	19.0	2	NaN	1.500	6
3	4	10.0	3.5	15.0	6	NaN	1.500	2
3	5	15.0	7.5	18.0	2	after	0.501	6
3	6	15.0	5.5	13.0	4	before	0.545	4
3	7	16.0	3.5	15.0	6	before	0.685	2
3	8	14.0	5.5	15.0	4	after	1.225	4
3	9	15.0	4.5	11.0	5	before	1.357	3
3	10	15.0	3.5	12.0	6	before	0.841	2
4	1	17.0	4.5	15.0	5	after	0.677	3
4	2	15.0	5.5	10.0	4	before	0.841	4
4	3	11.0	3.5	15.0	6	after	0.437	2
4	4	16.0	5.5	15.0	4	before	0.825	4
4	5	19.0	4.5	15.0	5	before	0.492	3
4	6	13.0	5.5	15.0	4	after	0.560	4
4	7	18.0	5.5	15.0	4	before	0.540	4
4	8	15.0	4.5	12.0	5	after	0.408	3
4	9	14.0	5.5	15.0	4	after	0.740	4
4	10	20.0	5.5	15.0	4	after	0.481	4
5	1	12.0	4.5	15.0	5	after	0.679	3
5	2	15.0	3.5	17.0	6	after	0.459	2
5	3	15.0	6.5	11.0	3	before	0.607	5
5	4	18.0	7.5	15.0	2	before	1.283	6
5	5	15.0	5.5	19.0	4	after	0.439	4
5	6	13.0	5.5	15.0	4	after	0.419	4
5	7	15.0	7.5	20.0	2	after	0.551	6
5	8	15.0	5.5	14.0	4	before	0.402	4
5	9	10.0	6.5	15.0	3	after	0.406	5
5	10	15.0	7.5	16.0	2	NaN	1.500	6
6	1	17.0	7.5	15.0	2	after	0.702	6
6	2	16.0	7.5	15.0	2	before	0.594	6
6	3	15.0	3.5	19.0	6	after	1.182	2
6	4	13.0	6.5	15.0	3	after	0.874	5
6	5	14.0	7.5	15.0	2	after	0.709	6
6	6	15.0	6.5	20.0	3	after	0.953	5
6	7	15.0	4.5	11.0	5	before	0.461	3
6	8	10.0	4.5	15.0	5	after	0.481	3
6	9	12.0	4.5	15.0	5	after	0.686	3
6	10	15.0	6.5	18.0	3	after	0.673	5
7	1	15.0	6.5	18.0	3	after	0.548	5
7	2	11.0	6.5	15.0	3	after	0.656	5
7	3	15.0	4.5	12.0	5	before	0.572	3
7	4	17.0	7.5	15.0	2	after	0.832	6
7	5	15.0	6.5	13.0	3	before	0.564	5
7	6	15.0	3.5	20.0	6	after	1.048	2
7	7	15.0	3.5	16.0	6	after	0.596	2
7	8	15.0	3.5	19.0	6	after	0.456	2
7	9	14.0	7.5	15.0	2	before	0.748	6
7	10	15.0	6.5	10.0	3	before	0.408	5
8	1	15.0	5.5	14.0	4	before	0.488	4
8	2	15.0	3.5	12.0	6	before	0.796	2
8	3	15.0	4.5	10.0	5	before	0.568	3
8	4	18.0	3.5	15.0	6	before	0.492	2
8	5	11.0	4.5	15.0	5	before	0.392	3
8	6	19.0	6.5	15.0	3	before	1.012	5
8	7	20.0	5.5	15.0	4	before	0.407	4
8	8	16.0	6.5	15.0	3	after	0.699	5
8	9	15.0	7.5	13.0	2	before	1.255	6
8	10	15.0	5.5	17.0	4	before	1.483	4
9	1	15.0	7.5	10.0	2	before	1.207	6
9	2	13.0	3.5	15.0	6	after	0.403	2
9	3	19.0	7.5	15.0	2	before	0.687	6
9	4	11.0	5.5	15.0	4	before	0.355	4
9	5	18.0	7.5	15.0	2	before	0.655	6
9	6	15.0	6.5	12.0	3	before	0.715	5
9	7	15.0	7.5	20.0	2	after	0.823	6
9	8	15.0	6.5	14.0	3	before	0.955	5
9	9	17.0	4.5	15.0	5	after	0.463	3
9	10	15.0	3.5	16.0	6	after	0.914	2
10	1	15.0	6.5	16.0	3	after	0.478	5
10	2	15.0	4.5	14.0	5	NaN	1.500	3
10	3	10.0	5.5	15.0	4	NaN	1.500	4
10	4	15.0	6.5	17.0	3	after	0.698	5
10	5	15.0	6.5	13.0	3	after	0.558	5
10	6	12.0	5.5	15.0	4	after	0.426	4
10	7	20.0	3.5	15.0	6	before	0.646	2
10	8	18.0	7.5	15.0	2	before	0.778	6
10	9	19.0	7.5	15.0	2	before	1.174	6
10	10	15.0	6.5	11.0	3	before	0.450	5
