39.375	1	64.008	1.181	24.633	2	18.632
39.375	2	130.014	1.363	90.639	5	14.965
39.375	3	49.024	1.035	9.649	6	19.464
39.375	4	NaN	1.500	NaN	3	NaN
39.375	5	53.267	1.051	13.892	4	19.228
39.375	6	51.688	1.063	12.313	3	19.316
39.375	7	67.102	1.039	27.727	6	18.460
39.375	8	67.837	0.935	28.462	2	18.419
39.375	9	84.068	1.272	44.693	5	17.517
39.375	10	63.700	0.887	24.325	4	18.649
39.375	11	72.547	1.120	33.172	2	18.157
39.375	12	83.163	1.159	43.788	3	17.567
39.375	13	94.875	0.912	55.500	4	16.917
39.375	14	70.349	0.649	30.974	6	18.279
39.375	15	65.301	1.282	25.926	5	18.560
16.875	1	NaN	1.500	NaN	4	NaN
16.875	2	54.888	1.034	38.013	6	17.888
16.875	3	133.249	1.307	116.374	3	13.535
16.875	4	NaN	1.500	NaN	5	NaN
16.875	5	53.308	1.021	36.433	2	17.976
16.875	6	NaN	1.500	NaN	2	NaN
16.875	7	36.148	1.263	19.273	3	18.929
16.875	8	36.491	1.087	19.616	5	18.910
16.875	9	27.784	1.104	10.909	4	19.394
16.875	10	NaN	1.500	NaN	6	NaN
16.875	11	68.833	0.986	51.958	6	17.113
16.875	12	35.417	0.907	18.542	4	18.970
16.875	13	29.652	1.204	12.777	3	19.290
16.875	14	NaN	1.500	NaN	5	NaN
16.875	15	NaN	1.500	NaN	2	NaN
129.375	1	NaN	1.500	NaN	2	NaN
129.375	2	52.396	1.343	76.979	3	15.723
129.375	3	145.006	1.456	15.631	5	19.132
129.375	4	146.961	1.072	17.586	4	19.023
129.375	5	169.643	1.080	40.268	6	17.763
129.375	6	162.193	0.881	32.818	6	18.177
129.375	7	139.894	0.914	10.519	3	19.416
129.375	8	122.073	1.139	7.302	2	19.594
129.375	9	128.103	1.260	1.272	4	19.929
129.375	10	119.104	0.909	10.271	5	19.429
129.375	11	109.370	0.902	20.005	3	18.889
129.375	12	105.403	1.079	23.972	5	18.668
129.375	13	145.116	0.935	15.741	6	19.126
129.375	14	136.001	0.880	6.626	4	19.632
129.375	15	152.052	1.097	22.677	2	18.740
140.625	1	119.381	1.002	21.244	3	18.820
140.625	2	61.410	0.994	79.215	6	15.599
140.625	3	145.006	0.955	4.381	5	19.757
140.625	4	146.202	1.036	5.577	4	19.690
140.625	5	175.091	1.093	34.466	2	18.085
140.625	6	163.503	1.221	22.878	6	18.729
140.625	7	NaN	1.500	NaN	2	NaN
140.625	8	37.071	1.159	103.554	5	14.247
140.625	9	151.219	1.008	10.594	4	19.411
140.625	10	175.462	1.065	34.837	3	18.065
140.625	11	173.778	0.977	33.153	6	18.158
140.625	12	132.337	0.906	8.288	3	19.540
140.625	13	129.963	1.123	10.662	5	19.408
140.625	14	112.568	0.852	28.057	4	18.441
140.625	15	146.110	1.053	5.485	2	19.695
118.125	1	NaN	1.500	NaN	4	NaN
118.125	2	57.663	1.102	60.462	3	16.641
118.125	3	136.661	0.982	18.536	5	18.970
118.125	4	174.173	0.911	56.048	2	16.886
118.125	5	113.090	0.984	5.035	6	19.720
118.125	6	94.135	0.825	23.990	3	18.667
