Trial	ObjID	LocID	FB	Task	RT	Stim
1	66	2	1	-2	735	4008	
2	49	3	1	-2	637	11997	
3	254	1	1	-2	1500	23988	
4	242	4	1	-2	984	29982	
5	59	1	1	-2	868	35970	
6	239	4	1	-2	1500	45959	
7	222	2	1	-2	585	51951	
8	5	3	1	-2	734	57940	
9	24	4	1	-1	686	65945	
10	11	3	1	-1	753	73952	
11	171	2	1	-1	703	81959	
12	249	1	1	-1	706	93950	
13	230	4	1	-1	872	103960	
14	56	3	1	-1	601	109969	
15	241	1	1	-1	1500	117958	
16	47	2	1	-1	406	129948	
17	252	3	1	2	703	137942	
18	113	2	1	2	685	143949	
19	159	1	1	2	670	151938	
20	221	4	1	2	805	161928	
21	184	4	1	2	902	167937	
22	50	1	1	2	655	177926	
23	95	3	1	2	1500	187918	
24	257	2	1	2	1500	199910	
25	149	1	0	2	586	207904	
26	192	3	0	2	586	215911	
27	119	4	0	2	1500	221918	
28	187	2	0	2	734	227907	
29	255	2	0	2	1500	233912	
30	235	4	0	2	1500	239901	
31	26	3	0	2	685	245906	
32	40	1	0	2	935	251895	
33	190	4	1	1	1500	257900	
34	12	3	1	1	834	263889	
35	207	2	1	1	804	273877	
36	174	1	1	1	1052	279886	
37	55	4	1	1	1500	293875	
38	169	3	1	1	637	301887	
39	160	1	1	1	684	307878	
40	179	2	1	1	703	315866	
41	81	2	0	1	836	323857	
42	100	3	0	1	825	337847	
43	161	1	0	1	1468	343843	
44	10	4	0	1	735	349848	
45	137	4	0	1	588	359837	
46	246	2	0	1	636	367829	
47	141	1	0	1	1500	373820	
48	48	3	0	1	534	379808	
49	173	3	1	-2	1036	387797	
50	105	4	1	-2	655	397787	
51	223	2	1	-2	1500	405779	
52	261	1	1	-2	1500	411770	
53	152	4	1	-2	809	427759	
54	213	3	1	-2	668	433756	
55	104	1	1	-2	636	441761	
56	232	2	1	-2	685	447768	
57	237	4	1	2	985	453757	
58	43	1	1	2	887	461762	
59	136	3	1	2	1387	469769	
60	139	2	1	2	752	475776	
61	162	3	1	2	735	481765	
62	75	1	1	2	703	489770	
63	69	4	1	2	1500	495761	
64	122	2	1	2	755	505749	
65	145	1	0	2	668	511758	
66	167	4	0	2	901	517747	
67	227	3	0	2	670	525752	
68	7	2	0	2	1500	531759	
69	168	4	0	2	588	541748	
70	97	2	0	2	1500	549740	
71	245	1	0	2	1051	555731	
