174.375	1	NaN	1.480	NaN	3	NaN
174.375	2	NaN	1.480	NaN	2	NaN
174.375	3	179.660	1.063	5.285	4	19.706
174.375	4	72.027	0.763	102.348	5	14.314
174.375	5	161.730	0.878	12.645	6	19.297
174.375	6	140.388	0.705	33.987	3	18.112
174.375	7	NaN	1.480	NaN	6	NaN
174.375	8	157.276	0.847	17.099	4	19.050
174.375	9	142.617	0.843	31.758	2	18.236
174.375	10	NaN	1.480	NaN	5	NaN
174.375	11	142.125	0.708	32.250	5	18.208
174.375	12	134.584	0.976	39.791	6	17.789
174.375	13	147.063	0.796	27.312	3	18.483
174.375	14	147.307	0.904	27.068	2	18.496
174.375	15	134.075	0.924	40.300	4	17.761
140.625	1	NaN	1.480	NaN	4	NaN
140.625	2	18.689	0.627	121.936	2	13.226
140.625	3	78.512	0.639	62.113	5	16.549
140.625	4	NaN	1.480	NaN	6	NaN
140.625	5	129.191	0.672	11.434	3	19.365
140.625	6	144.456	1.070	3.831	3	19.787
140.625	7	166.906	0.840	26.281	5	18.540
140.625	8	145.926	0.908	5.301	4	19.706
140.625	9	134.563	0.791	6.062	6	19.663
140.625	10	128.544	0.803	12.081	2	19.329
140.625	11	149.709	0.935	9.084	6	19.495
140.625	12	156.205	0.779	15.580	4	19.134
140.625	13	143.216	0.815	2.591	5	19.856
140.625	14	NaN	1.480	NaN	2	NaN
140.625	15	135.374	0.927	5.251	3	19.708
163.125	1	102.194	0.883	60.931	2	16.615
163.125	2	48.404	0.783	114.721	6	13.627
163.125	3	NaN	1.480	NaN	5	NaN
163.125	4	79.964	0.639	83.161	4	15.380
163.125	5	NaN	1.480	NaN	3	NaN
163.125	6	NaN	1.480	NaN	4	NaN
163.125	7	146.379	0.722	16.746	6	19.070
163.125	8	NaN	1.480	NaN	5	NaN
163.125	9	NaN	1.480	NaN	3	NaN
163.125	10	174.237	0.935	11.112	2	19.383
163.125	11	146.112	0.962	17.013	2	19.055
163.125	12	131.163	0.774	31.962	4	18.224
163.125	13	NaN	1.480	NaN	5	NaN
163.125	14	161.784	0.774	1.341	3	19.926
163.125	15	147.313	0.882	15.812	6	19.122
129.375	1	NaN	1.480	NaN	3	NaN
129.375	2	24.027	0.689	105.348	2	14.147
129.375	3	39.578	0.805	89.797	6	15.011
129.375	4	36.048	0.689	93.327	4	14.815
129.375	5	60.376	0.757	68.999	5	16.167
129.375	6	79.178	0.754	50.197	6	17.211
129.375	7	82.688	0.765	46.687	3	17.406
129.375	8	54.809	0.817	74.566	5	15.857
129.375	9	47.809	0.749	81.566	2	15.469
129.375	10	67.400	0.761	61.975	4	16.557
129.375	11	NaN	1.480	NaN	6	NaN
129.375	12	120.055	0.705	9.320	4	19.482
129.375	13	52.105	0.780	77.270	3	15.707
129.375	14	64.918	0.872	64.457	5	16.419
129.375	15	66.504	0.748	62.871	2	16.507
61.875	1	122.152	1.031	60.277	6	16.651
61.875	2	160.891	0.803	99.016	2	14.499
61.875	3	32.341	0.775	29.534	5	18.359
61.875	4	NaN	1.480	NaN	3	NaN
61.875	5	NaN	1.480	NaN	4	NaN
61.875	6	16.288	0.773	45.587	5	17.467
61.875	7	29.055	0.785	32.820	6	18.177
61.875	8	37.207	1.005	24.668	2	18.630
61.875	9	39.741	1.193	22.134	3	18.770
61.875	10	43.191	0.957	18.684	4	18.962
61.875	11	46.481	0.731	15.394	2	19.145
61.875	12	52.934	0.741	8.941	6	19.503
61.875	13	57.515	0.865	4.360	5	19.758
61.875	14	54.367	0.669	7.508	3	19.583
61.875	15	58.214	0.833	3.661	4	19.797
39.375	1	45.998	0.884	6.623	5	19.632
39.375	2	NaN	1.480	NaN	3	NaN
39.375	3	NaN	1.480	NaN	2	NaN
39.375	4	NaN	1.480	NaN	6	NaN
39.375	5	NaN	1.480	NaN	4	NaN
39.375	6	50.070	0.618	10.695	6	19.406
39.375	7	NaN	1.480	NaN	2	NaN
39.375	8	17.674	0.805	21.701	3	18.794
39.375	9	53.578	0.697	14.203	4	19.211
39.375	10	118.569	0.749	79.194	5	15.600
39.375	11	NaN	1.480	NaN	5	NaN
39.375	12	70.489	0.781	31.114	6	18.271
39.375	13	79.522	0.753	40.147	4	17.770
39.375	14	112.509	0.901	73.134	3	15.937
39.375	15	121.900	0.737	82.525	2	15.415
5.625	1	28.621	1.037	22.996	2	18.722
5.625	2	153.406	0.969	147.781	3	11.790
5.625	3	35.623	0.677	29.998	4	18.333
5.625	4	NaN	1.480	NaN	6	NaN
