Trial	ObjID	LocID	FB	Task	RT	Stim
1	5	3	1	-2	652	4011	
2	60	2	1	-2	605	14016	
3	72	4	1	-2	585	20024	
4	79	1	1	-2	622	30012	
5	22	3	1	-2	588	40020	
6	46	1	1	-2	537	48028	
7	234	2	1	-2	587	56034	
8	202	4	1	-2	555	66024	
9	6	2	1	-1	535	72032	
10	146	4	1	-1	535	78020	
11	237	3	1	-1	502	84025	
12	169	1	1	-1	607	96013	
13	30	2	1	-1	85	102006	
14	211	1	1	-1	604	109994	
15	255	3	1	-1	736	116000	
16	64	4	1	-1	585	122005	
17	163	1	1	2	488	132010	
18	74	2	1	2	468	138018	
19	36	3	1	2	535	144006	
20	180	4	1	2	608	157994	
21	48	2	1	2	554	166005	
22	17	4	1	2	535	171995	
23	113	1	1	2	589	181983	
24	150	3	1	2	537	189991	
25	50	2	0	2	537	197981	
26	251	4	0	2	537	205987	
27	258	1	0	2	503	213993	
28	103	3	0	2	607	225983	
29	182	4	0	2	752	231976	
30	185	2	0	2	503	239981	
31	250	1	0	2	585	245987	
32	228	3	0	2	585	251992	
33	127	1	1	1	655	261980	
34	95	3	1	1	535	267988	
35	264	4	1	1	485	273976	
36	100	2	1	1	570	281981	
37	198	2	1	1	536	287987	
38	134	4	1	1	555	297992	
39	217	1	1	1	569	304000	
40	112	3	1	1	537	311988	
41	142	3	0	1	585	317978	
42	58	1	0	1	723	329966	
43	194	4	0	1	535	335959	
44	47	2	0	1	537	343947	
45	241	1	0	1	470	351953	
46	208	3	0	1	537	359943	
47	37	4	0	1	502	365933	
48	215	2	0	1	535	371921	
49	152	1	1	-2	485	377909	
50	126	3	1	-2	502	383897	
51	88	4	1	-2	604	391885	
52	26	2	1	-2	555	401875	
53	12	2	1	-2	537	409866	
54	137	3	1	-2	553	417856	
55	257	4	1	-2	537	425862	
56	235	1	1	-2	502	431852	
57	117	3	1	2	502	437840	
58	130	4	1	2	535	443828	
59	55	1	1	2	502	449833	
60	135	2	1	2	502	455821	
61	204	4	1	2	535	461809	
62	242	2	1	2	775	475797	
63	261	3	1	2	235	481808	
64	177	1	1	2	535	487813	
65	178	4	0	2	537	495818	
66	35	3	0	2	637	503824	
67	151	2	0	2	704	511814	
68	199	1	0	2	652	517820	
69	31	2	0	2	554	525825	
70	59	3	0	2	657	537815	
71	214	1	0	2	606	547824	
72	51	4	0	2	555	557832	
73	181	1	1	1	657	569840	
74	125	4	1	1	537	577850	
75	8	2	1	1	637	585856	
76	226	3	1	1	553	593846	
77	70	3	1	1	554	601852	
78	106	1	1	1	635	607842	
79	1	4	1	1	469	613830	
80	222	2	1	1	743	629835	
81	219	1	0	1	569	635831	
82	39	2	0	1	535	641819	
83	184	4	0	1	570	649807	
84	89	3	0	1	823	661797	
85	159	1	0	1	602	667790	
86	175	2	0	1	552	673778	
87	108	4	0	1	637	681766	
88	179	3	0	1	555	691772	
89	220	4	1	-1	754	4003	
90	98	2	1	-1	557	15993	
91	115	3	1	-1	470	23986	
92	263	1	1	-1	555	33976	
93	187	2	1	-1	487	41967	
94	239	1	1	-1	554	49973	
95	153	4	1	-1	508	63963	
96	259	3	1	-1	535	69974	
97	42	4	1	-1	572	79979	
98	252	1	1	-1	553	87987	
99	27	3	1	-1	469	93993	
100	141	2	1	-1	537	101998	
101	96	2	1	2	537	109988	
102	148	1	1	2	655	119994	
103	200	3	1	2	574	132002	
104	243	4	1	2	502	137995	
105	107	1	1	2	590	149983	
106	247	4	1	2	635	155976	
107	94	2	1	2	589	165964	
108	174	3	1	2	635	171972	
109	7	1	0	2	588	181977	
110	155	3	0	2	585	187985	
111	190	4	0	2	552	193973	
112	28	2	0	2	452	199961	
113	85	2	0	2	555	209949	
114	223	4	0	2	502	215957	
115	82	3	0	2	535	221962	
116	183	1	0	2	690	233950	
117	131	3	1	1	685	239943	
118	161	4	1	1	522	249931	
119	225	2	1	1	470	257939	
120	20	1	1	1	537	265945	
121	67	1	1	1	502	271935	
122	116	4	1	1	535	277923	
123	87	3	1	1	603	285928	
124	136	2	1	1	487	293934	
125	143	3	0	1	485	299924	
126	231	4	0	1	535	305912	
127	16	2	0	1	537	313917	
128	43	1	0	1	537	321923	
129	83	1	0	1	588	331913	
130	54	3	0	1	570	339921	
131	57	2	0	1	752	345927	
132	62	4	0	1	537	353932	
133	34	1	1	-2	503	361922	
134	78	2	1	-2	572	371928	
135	165	4	1	-2	736	377936	
136	81	3	1	-2	503	385941	
137	193	4	1	-2	677	401947	
138	213	3	1	-2	503	409960	
