1	1	15.0	6.5	10.0	3	before	0.640	5
1	2	15.0	7.5	16.0	2	after	0.531	6
1	3	15.0	3.5	13.0	6	after	0.575	2
1	4	15.0	4.5	14.0	5	before	0.603	3
1	5	12.0	3.5	15.0	6	after	0.502	2
1	6	11.0	7.5	15.0	2	after	0.658	6
1	7	20.0	4.5	15.0	5	before	0.430	3
1	8	19.0	6.5	15.0	3	before	1.306	5
1	9	15.0	4.5	18.0	5	NaN	1.500	3
1	10	17.0	4.5	15.0	5	before	0.465	3
2	1	13.0	5.5	15.0	4	after	1.189	4
2	2	10.0	5.5	15.0	4	after	0.489	4
2	3	12.0	3.5	15.0	6	before	0.733	2
2	4	20.0	3.5	15.0	6	before	0.473	2
2	5	14.0	3.5	15.0	6	before	0.557	2
2	6	15.0	7.5	11.0	2	before	0.985	6
2	7	15.0	5.5	19.0	4	after	0.501	4
2	8	15.0	6.5	18.0	3	after	0.497	5
2	9	15.0	3.5	17.0	6	after	0.469	2
2	10	16.0	4.5	15.0	5	before	0.505	3
3	1	15.0	4.5	20.0	5	after	0.500	3
3	2	15.0	4.5	17.0	5	after	0.521	3
3	3	15.0	7.5	19.0	2	after	0.460	6
3	4	10.0	3.5	15.0	6	after	0.496	2
3	5	15.0	7.5	18.0	2	after	0.852	6
3	6	15.0	5.5	13.0	4	before	0.496	4
3	7	16.0	3.5	15.0	6	before	0.540	2
3	8	14.0	5.5	15.0	4	before	0.488	4
3	9	15.0	4.5	11.0	5	before	0.468	3
3	10	15.0	3.5	12.0	6	before	0.544	2
4	1	17.0	4.5	15.0	5	before	0.476	3
4	2	15.0	5.5	10.0	4	before	0.536	4
4	3	11.0	3.5	15.0	6	after	0.460	2
4	4	16.0	5.5	15.0	4	before	0.568	4
4	5	19.0	4.5	15.0	5	before	0.460	3
4	6	13.0	5.5	15.0	4	after	0.408	4
4	7	18.0	5.5	15.0	4	before	0.404	4
4	8	15.0	4.5	12.0	5	before	0.360	3
4	9	14.0	5.5	15.0	4	after	0.428	4
4	10	20.0	5.5	15.0	4	before	0.520	4
5	1	12.0	4.5	15.0	5	before	0.519	3
5	2	15.0	3.5	17.0	6	after	0.523	2
5	3	15.0	6.5	11.0	3	before	0.487	5
5	4	18.0	7.5	15.0	2	before	0.627	6
5	5	15.0	5.5	19.0	4	after	0.367	4
5	6	13.0	5.5	15.0	4	after	0.531	4
5	7	15.0	7.5	20.0	2	after	0.927	6
5	8	15.0	5.5	14.0	4	before	0.419	4
5	9	10.0	6.5	15.0	3	after	0.775	5
5	10	15.0	7.5	16.0	2	before	0.787	6
6	1	17.0	7.5	15.0	2	before	0.550	6
6	2	16.0	7.5	15.0	2	before	0.490	6
6	3	15.0	3.5	19.0	6	after	0.486	2
6	4	13.0	6.5	15.0	3	after	0.498	5
6	5	14.0	7.5	15.0	2	after	0.510	6
6	6	15.0	6.5	20.0	3	after	0.402	5
6	7	15.0	4.5	11.0	5	before	0.438	3
6	8	10.0	4.5	15.0	5	after	0.498	3
6	9	12.0	4.5	15.0	5	after	0.462	3
6	10	15.0	6.5	18.0	3	before	0.514	5
7	1	15.0	6.5	18.0	3	after	0.518	5
7	2	11.0	6.5	15.0	3	after	0.442	5
7	3	15.0	4.5	12.0	5	before	0.486	3
7	4	17.0	7.5	15.0	2	before	0.762	6
7	5	15.0	6.5	13.0	3	before	0.478	5
7	6	15.0	3.5	20.0	6	after	0.473	2
7	7	15.0	3.5	16.0	6	before	0.437	2
7	8	15.0	3.5	19.0	6	after	0.953	2
7	9	14.0	7.5	15.0	2	after	0.565	6
7	10	15.0	6.5	10.0	3	before	0.410	5
8	1	15.0	5.5	14.0	4	before	0.472	4
8	2	15.0	3.5	12.0	6	before	0.500	2
8	3	15.0	4.5	10.0	5	before	0.512	3
8	4	18.0	3.5	15.0	6	before	0.459	2
8	5	11.0	4.5	15.0	5	after	0.415	3
8	6	19.0	6.5	15.0	3	before	0.539	5
8	7	20.0	5.5	15.0	4	before	0.503	4
8	8	16.0	6.5	15.0	3	after	0.467	5
8	9	15.0	7.5	13.0	2	before	0.599	6
8	10	15.0	5.5	17.0	4	before	0.539	4
9	1	15.0	7.5	10.0	2	before	0.471	6
9	2	13.0	3.5	15.0	6	after	0.443	2
9	3	19.0	7.5	15.0	2	before	0.543	6
9	4	11.0	5.5	15.0	4	after	0.443	4
9	5	18.0	7.5	15.0	2	before	0.535	6
9	6	15.0	6.5	12.0	3	before	0.427	5
9	7	15.0	7.5	20.0	2	after	0.559	6
9	8	15.0	6.5	14.0	3	before	0.451	5
9	9	17.0	4.5	15.0	5	before	0.455	3
9	10	15.0	3.5	16.0	6	before	0.523	2
10	1	15.0	6.5	16.0	3	after	0.502	5
10	2	15.0	4.5	14.0	5	after	0.458	3
10	3	10.0	5.5	15.0	4	after	0.526	4
10	4	15.0	6.5	17.0	3	after	0.482	5
10	5	15.0	6.5	13.0	3	before	0.454	5
10	6	12.0	5.5	15.0	4	after	0.442	4
10	7	20.0	3.5	15.0	6	before	0.446	2
10	8	18.0	7.5	15.0	2	before	0.546	6
10	9	19.0	7.5	15.0	2	before	0.534	6
10	10	15.0	6.5	11.0	3	before	0.474	5
