subj,stage,region,n_voxels,accuracy
11,early_practice,BA18R,717,0.4826388888888889
11,early_practice,BA19L,761,0.3645833333333333
11,early_practice,BA19R,800,0.44097222222222227
11,early_practice,BA20L,360,0.2604166666666667
11,early_practice,BA20R,359,0.2777777777777778
11,early_practice,BA37L,308,0.2708333333333333
11,early_practice,BA37R,302,0.2673611111111111
11,early_practice,BA38L,304,0.28125
11,early_practice,BA38R,302,0.3020833333333333
11,late_practice,BA17L,157,0.6493055555555556
11,late_practice,BA17R,151,0.6527777777777778
11,late_practice,BA18L,724,0.7881944444444443
11,late_practice,BA18R,717,0.8263888888888888
11,late_practice,BA19L,761,0.59375
11,late_practice,BA19R,800,0.5555555555555555
11,late_practice,BA20L,360,0.2951388888888889
11,late_practice,BA20R,359,0.3125
11,late_practice,BA37L,308,0.28125
11,late_practice,BA37R,302,0.3333333333333333
11,late_practice,BA38L,304,0.3298611111111111
11,late_practice,BA38R,302,0.23263888888888887
12,early_practice,BA17L,157,0.47916666666666674
12,early_practice,BA17R,151,0.48958333333333326
12,early_practice,BA18L,724,0.6111111111111112
12,early_practice,BA18R,717,0.6145833333333334
12,early_practice,BA19L,761,0.42361111111111116
12,early_practice,BA19R,800,0.4479166666666667
12,early_practice,BA20L,360,0.3368055555555556
12,early_practice,BA20R,359,0.3888888888888889
12,early_practice,BA37L,308,0.2916666666666667
12,early_practice,BA37R,302,0.25
12,early_practice,BA38L,304,0.3020833333333333
12,early_practice,BA38R,302,0.30902777777777773
12,late_practice,BA17L,157,0.6111111111111112
12,late_practice,BA17R,151,0.6770833333333334
12,late_practice,BA18L,724,0.6979166666666666
12,late_practice,BA18R,717,0.7326388888888888
12,late_practice,BA19L,761,0.44097222222222227
12,late_practice,BA19R,800,0.5798611111111112
12,late_practice,BA20L,360,0.31597222222222227
12,late_practice,BA20R,359,0.3020833333333333
12,late_practice,BA37L,308,0.2673611111111111
12,late_practice,BA37R,302,0.3263888888888889
12,late_practice,BA38L,304,0.34722222222222227
12,late_practice,BA38R,302,0.27777777777777773
13,early_practice,BA17L,157,0.6388888888888888
13,early_practice,BA17R,151,0.59375
13,early_practice,BA18L,724,0.7152777777777777
13,early_practice,BA18R,717,0.7013888888888888
13,early_practice,BA19L,761,0.6840277777777778
13,early_practice,BA19R,800,0.6770833333333334
13,early_practice,BA20L,360,0.34722222222222227
13,early_practice,BA20R,359,0.3298611111111111
13,early_practice,BA37L,308,0.30902777777777785
13,early_practice,BA37R,302,0.39236111111111116
13,early_practice,BA38L,304,0.39236111111111116
13,early_practice,BA38R,302,0.3368055555555556
13,late_practice,BA17L,157,0.6145833333333334
13,late_practice,BA17R,151,0.548611111111111
13,late_practice,BA18L,724,0.7083333333333334
13,late_practice,BA18R,717,0.5798611111111112
13,late_practice,BA19L,761,0.46527777777777773
13,late_practice,BA19R,800,0.548611111111111
13,late_practice,BA20L,360,0.34722222222222227
13,late_practice,BA20R,359,0.3020833333333333
13,late_practice,BA37L,308,0.32638888888888884
13,late_practice,BA37R,302,0.3298611111111111
13,late_practice,BA38L,304,0.28125
13,late_practice,BA38R,302,0.3125
14,early_practice,BA17L,157,0.3854166666666667
14,early_practice,BA17R,151,0.37847222222222227
14,early_practice,BA18L,724,0.3854166666666667
14,early_practice,BA18R,717,0.4131944444444445
14,early_practice,BA19L,761,0.40972222222222215
14,early_practice,BA19R,800,0.3888888888888889
14,early_practice,BA20L,360,0.3576388888888889
14,early_practice,BA20R,359,0.2951388888888889
14,early_practice,BA37L,308,0.2847222222222222
14,early_practice,BA37R,302,0.3506944444444445
14,early_practice,BA38L,304,0.2847222222222222
14,early_practice,BA38R,302,0.3680555555555555
14,late_practice,BA17L,157,0.6076388888888888
14,late_practice,BA17R,151,0.5868055555555555
14,late_practice,BA18L,724,0.7743055555555555
14,late_practice,BA18R,717,0.6666666666666666
14,late_practice,BA19L,761,0.47222222222222215
14,late_practice,BA19R,800,0.4270833333333333
14,late_practice,BA20L,360,0.27777777777777773
14,late_practice,BA20R,359,0.2951388888888889
14,late_practice,BA37L,308,0.2465277777777778
14,late_practice,BA37R,302,0.23611111111111108
14,late_practice,BA38L,304,0.2743055555555555
14,late_practice,BA38R,302,0.3368055555555555
15,early_practice,BA17L,157,0.5729166666666666
15,early_practice,BA17R,151,0.37847222222222227
15,early_practice,BA18L,724,0.6875
15,early_practice,BA18R,717,0.548611111111111
15,early_practice,BA19L,761,0.5729166666666666
15,early_practice,BA19R,800,0.49652777777777773
15,early_practice,BA20L,360,0.3055555555555555
15,early_practice,BA20R,359,0.2604166666666667
15,early_practice,BA37L,308,0.30902777777777773
15,early_practice,BA37R,302,0.28125
15,early_practice,BA38L,304,0.2916666666666667
15,early_practice,BA38R,302,0.2638888888888889
15,late_practice,BA17L,157,0.6979166666666666
15,late_practice,BA17R,151,0.5868055555555555
15,late_practice,BA18L,724,0.7395833333333334
15,late_practice,BA18R,717,0.6388888888888888
15,late_practice,BA19L,761,0.6493055555555555
15,late_practice,BA19R,800,0.5659722222222222
15,late_practice,BA20L,360,0.28472222222222227
15,late_practice,BA20R,359,0.24305555555555558
15,late_practice,BA37L,308,0.375
15,late_practice,BA37R,302,0.3090277777777778
15,late_practice,BA38L,304,0.2777777777777778
15,late_practice,BA38R,302,0.23958333333333334
18,early_practice,BA17L,157,0.4930555555555556
18,early_practice,BA17R,151,0.5555555555555555
18,early_practice,BA18L,724,0.638888888888889
18,early_practice,BA18R,717,0.6319444444444445
18,early_practice,BA19L,761,0.4479166666666667
18,early_practice,BA19R,800,0.5173611111111112
18,early_practice,BA20L,360,0.3645833333333333
18,early_practice,BA20R,359,0.375
18,early_practice,BA37L,308,0.28472222222222227
18,early_practice,BA37R,302,0.34375
18,early_practice,BA38L,304,0.3263888888888889
18,early_practice,BA38R,302,0.37152777777777773
18,late_practice,BA17L,157,0.6041666666666666
18,late_practice,BA17R,151,0.545138888888889
18,late_practice,BA18L,724,0.6180555555555555
18,late_practice,BA18R,717,0.6979166666666666
18,late_practice,BA19L,761,0.4444444444444444
18,late_practice,BA19R,800,0.4861111111111111
18,late_practice,BA20L,360,0.2916666666666667
18,late_practice,BA20R,359,0.3229166666666667
18,late_practice,BA37L,308,0.2777777777777778
18,late_practice,BA37R,302,0.2708333333333333
18,late_practice,BA38L,304,0.31597222222222227
18,late_practice,BA38R,302,0.3125
19,early_practice,BA17L,157,0.576388888888889
19,early_practice,BA17R,151,0.5520833333333334
19,early_practice,BA18L,724,0.548611111111111
19,early_practice,BA18R,717,0.6354166666666666
19,early_practice,BA19L,761,0.4479166666666667
19,early_practice,BA19R,800,0.5208333333333334
19,early_practice,BA20L,360,0.3194444444444445
19,early_practice,BA20R,359,0.3020833333333333
19,early_practice,BA37L,308,0.3055555555555556
19,early_practice,BA37R,302,0.28125
19,early_practice,BA38L,304,0.2881944444444444
19,early_practice,BA38R,302,0.3055555555555556
19,late_practice,BA17L,157,0.6527777777777778
19,late_practice,BA17R,151,0.6215277777777777
19,late_practice,BA18L,724,0.7395833333333334
19,late_practice,BA18R,717,0.7604166666666666
19,late_practice,BA19L,761,0.5868055555555555
19,late_practice,BA19R,800,0.625
19,late_practice,BA20L,360,0.3680555555555556
19,late_practice,BA20R,359,0.3854166666666667
19,late_practice,BA37L,308,0.37847222222222227
19,late_practice,BA37R,302,0.3298611111111111
19,late_practice,BA38L,304,0.3958333333333333
19,late_practice,BA38R,302,0.3923611111111111
20,early_practice,BA17L,157,0.6145833333333334
20,early_practice,BA17R,151,0.7430555555555555
20,early_practice,BA18L,724,0.65625
20,early_practice,BA18R,717,0.7465277777777778
20,early_practice,BA19L,761,0.5104166666666666
20,early_practice,BA19R,800,0.579861111111111
20,early_practice,BA20L,360,0.20138888888888887
20,early_practice,BA20R,359,0.2638888888888889
20,early_practice,BA37L,308,0.30902777777777785
20,early_practice,BA37R,302,0.3194444444444444
20,early_practice,BA38L,304,0.3194444444444444
20,early_practice,BA38R,302,0.2777777777777778
20,late_practice,BA17L,157,0.704861111111111
20,late_practice,BA17R,151,0.6666666666666666
20,late_practice,BA18L,724,0.6527777777777778
20,late_practice,BA18R,717,0.6597222222222222
20,late_practice,BA19L,761,0.49652777777777773
20,late_practice,BA19R,800,0.46875
20,late_practice,BA20L,360,0.2673611111111111
20,late_practice,BA20R,359,0.22916666666666666
20,late_practice,BA37L,308,0.2847222222222222
20,late_practice,BA37R,302,0.3020833333333333
20,late_practice,BA38L,304,0.23611111111111108
20,late_practice,BA38R,302,0.2916666666666667
21,early_practice,BA17L,157,0.5208333333333334
21,early_practice,BA17R,151,0.3645833333333333
21,early_practice,BA18L,724,0.638888888888889
21,early_practice,BA18R,717,0.6423611111111112
21,early_practice,BA19L,761,0.4548611111111111
21,early_practice,BA19R,800,0.517361111111111
21,early_practice,BA20L,360,0.3645833333333333
21,early_practice,BA20R,359,0.3229166666666667
21,early_practice,BA37L,308,0.3541666666666667
21,early_practice,BA37R,302,0.2916666666666667
21,early_practice,BA38L,304,0.28125
21,early_practice,BA38R,302,0.3298611111111111
21,late_practice,BA17L,157,0.7916666666666666
21,late_practice,BA17R,151,0.5729166666666666
21,late_practice,BA18L,724,0.8125
21,late_practice,BA18R,717,0.8055555555555555
21,late_practice,BA19L,761,0.7361111111111112
21,late_practice,BA19R,800,0.6145833333333334
21,late_practice,BA20L,360,0.3055555555555555
21,late_practice,BA20R,359,0.3055555555555556
21,late_practice,BA37L,308,0.27777777777777773
21,late_practice,BA37R,302,0.25
21,late_practice,BA38L,304,0.2916666666666667
21,late_practice,BA38R,302,0.2951388888888889
23,early_practice,BA17L,157,0.5659722222222222
23,early_practice,BA17R,151,0.6284722222222223
23,early_practice,BA18L,724,0.6319444444444445
23,early_practice,BA18R,717,0.59375
23,early_practice,BA19L,761,0.43402777777777773
23,early_practice,BA19R,800,0.48611111111111116
23,early_practice,BA20L,360,0.2743055555555556
23,early_practice,BA20R,359,0.2604166666666667
23,early_practice,BA37L,308,0.29513888888888884
23,early_practice,BA37R,302,0.3298611111111111
23,early_practice,BA38L,304,0.2569444444444445
23,early_practice,BA38R,302,0.2604166666666667
23,late_practice,BA17L,157,0.53125
23,late_practice,BA17R,151,0.5104166666666666
23,late_practice,BA18L,724,0.6388888888888888
23,late_practice,BA18R,717,0.5902777777777778
23,late_practice,BA19L,761,0.37847222222222215
23,late_practice,BA19R,800,0.4513888888888889
23,late_practice,BA20L,360,0.2604166666666667
23,late_practice,BA20R,359,0.3020833333333333
23,late_practice,BA37L,308,0.2673611111111111
23,late_practice,BA37R,302,0.24305555555555555
23,late_practice,BA38L,304,0.2569444444444445
23,late_practice,BA38R,302,0.28125
26,early_practice,BA17L,157,0.4756944444444444
26,early_practice,BA17R,151,0.517361111111111
26,early_practice,BA18L,724,0.5763888888888888
26,early_practice,BA18R,717,0.5243055555555555
26,early_practice,BA19L,761,0.3680555555555556
26,early_practice,BA19R,800,0.4479166666666667
26,early_practice,BA20L,360,0.34027777777777773
26,early_practice,BA20R,359,0.28125
26,early_practice,BA37L,308,0.2881944444444445
26,early_practice,BA37R,302,0.29513888888888884
26,early_practice,BA38L,304,0.2743055555555555
26,early_practice,BA38R,302,0.2604166666666667
26,late_practice,BA17L,157,0.5208333333333334
26,late_practice,BA17R,151,0.6006944444444443
26,late_practice,BA18L,724,0.59375
26,late_practice,BA18R,717,0.6319444444444445
26,late_practice,BA19L,761,0.34027777777777773
26,late_practice,BA19R,800,0.576388888888889
26,late_practice,BA20L,360,0.2569444444444445
26,late_practice,BA20R,359,0.28472222222222227
26,late_practice,BA37L,308,0.3159722222222222
26,late_practice,BA37R,302,0.3506944444444444
26,late_practice,BA38L,304,0.22569444444444442
26,late_practice,BA38R,302,0.27777777777777773
27,early_practice,BA17L,157,0.7986111111111112
27,early_practice,BA17R,151,0.71875
27,early_practice,BA18L,724,0.7569444444444445
27,early_practice,BA18R,717,0.7638888888888888
27,early_practice,BA19L,761,0.611111111111111
27,early_practice,BA19R,800,0.5902777777777778
27,early_practice,BA20L,360,0.22569444444444445
27,early_practice,BA20R,359,0.27777777777777773
27,early_practice,BA37L,308,0.3298611111111111
27,early_practice,BA37R,302,0.3541666666666667
27,early_practice,BA38L,304,0.2604166666666667
27,early_practice,BA38R,302,0.3055555555555556
27,late_practice,BA17L,157,0.875
27,late_practice,BA17R,151,0.8125
27,late_practice,BA18L,724,0.9409722222222223
27,late_practice,BA18R,717,0.9409722222222222
27,late_practice,BA19L,761,0.7256944444444445
27,late_practice,BA19R,800,0.6319444444444443
27,late_practice,BA20L,360,0.2604166666666667
27,late_practice,BA20R,359,0.25347222222222227
27,late_practice,BA37L,308,0.3368055555555556
27,late_practice,BA37R,302,0.3611111111111111
27,late_practice,BA38L,304,0.2673611111111111
27,late_practice,BA38R,302,0.3125
28,early_practice,BA17L,157,0.5763888888888888
28,early_practice,BA17R,151,0.5659722222222222
28,early_practice,BA18L,724,0.732638888888889
28,early_practice,BA18R,717,0.7604166666666666
28,early_practice,BA19L,761,0.5277777777777778
28,early_practice,BA19R,800,0.5833333333333334
28,early_practice,BA20L,360,0.2638888888888889
28,early_practice,BA20R,359,0.24305555555555555
28,early_practice,BA37L,308,0.29861111111111116
28,early_practice,BA37R,302,0.28125000000000006
28,early_practice,BA38L,304,0.2604166666666667
28,early_practice,BA38R,302,0.25347222222222227
28,late_practice,BA17L,157,0.7881944444444443
28,late_practice,BA17R,151,0.6215277777777778
28,late_practice,BA18L,724,0.6979166666666666
28,late_practice,BA18R,717,0.7743055555555555
28,late_practice,BA19L,761,0.47222222222222227
28,late_practice,BA19R,800,0.5868055555555557
28,late_practice,BA20L,360,0.23611111111111113
28,late_practice,BA20R,359,0.24652777777777776
28,late_practice,BA37L,308,0.25
28,late_practice,BA37R,302,0.3506944444444444
28,late_practice,BA38L,304,0.23611111111111108
28,late_practice,BA38R,302,0.24305555555555558
29,early_practice,BA17L,157,0.5972222222222222
29,early_practice,BA17R,151,0.6388888888888888
29,early_practice,BA18L,724,0.736111111111111
29,early_practice,BA18R,717,0.6840277777777778
29,early_practice,BA19L,761,0.6180555555555555
29,early_practice,BA19R,800,0.5277777777777778
29,early_practice,BA20L,360,0.3298611111111111
29,early_practice,BA20R,359,0.29861111111111116
29,early_practice,BA37L,308,0.3854166666666667
29,early_practice,BA37R,302,0.3229166666666667
29,early_practice,BA38L,304,0.30902777777777773
29,early_practice,BA38R,302,0.2916666666666667
29,late_practice,BA17L,157,0.48263888888888884
29,late_practice,BA17R,151,0.49652777777777773
29,late_practice,BA18L,724,0.4375
29,late_practice,BA18R,717,0.5104166666666666
29,late_practice,BA19L,761,0.48263888888888884
29,late_practice,BA19R,800,0.35763888888888884
29,late_practice,BA20L,360,0.25
29,late_practice,BA20R,359,0.28472222222222227
29,late_practice,BA37L,308,0.2569444444444445
29,late_practice,BA37R,302,0.23263888888888887
29,late_practice,BA38L,304,0.24652777777777776
29,late_practice,BA38R,302,0.3298611111111111
30,early_practice,BA17L,157,0.7708333333333334
30,early_practice,BA17R,151,0.7083333333333334
30,early_practice,BA18L,724,0.7708333333333334
30,early_practice,BA18R,717,0.857638888888889
30,early_practice,BA19L,761,0.5381944444444445
30,early_practice,BA19R,800,0.5763888888888888
30,early_practice,BA20L,360,0.3020833333333333
30,early_practice,BA20R,359,0.3333333333333333
30,early_practice,BA37L,308,0.3263888888888889
30,early_practice,BA37R,302,0.3541666666666667
30,early_practice,BA38L,304,0.2777777777777778
30,early_practice,BA38R,302,0.3194444444444444
30,late_practice,BA17L,157,0.8159722222222222
30,late_practice,BA17R,151,0.798611111111111
30,late_practice,BA18L,724,0.8645833333333334
30,late_practice,BA18R,717,0.7916666666666666
30,late_practice,BA19L,761,0.607638888888889
30,late_practice,BA19R,800,0.5590277777777778
30,late_practice,BA20L,360,0.2986111111111111
30,late_practice,BA20R,359,0.2916666666666667
30,late_practice,BA37L,308,0.3125
30,late_practice,BA37R,302,0.2743055555555555
30,late_practice,BA38L,304,0.2916666666666667
30,late_practice,BA38R,302,0.27777777777777773
31,early_practice,BA17L,157,0.6319444444444444
31,early_practice,BA17R,151,0.65625
31,early_practice,BA18L,724,0.75
31,early_practice,BA18R,717,0.7951388888888888
31,early_practice,BA19L,761,0.4791666666666667
31,early_practice,BA19R,800,0.5763888888888888
31,early_practice,BA20L,360,0.2986111111111111
31,early_practice,BA20R,359,0.2777777777777778
31,early_practice,BA37L,308,0.24305555555555558
31,early_practice,BA37R,302,0.3125
31,early_practice,BA38L,304,0.23611111111111113
31,early_practice,BA38R,302,0.2986111111111111
31,late_practice,BA17L,157,0.7326388888888888
31,late_practice,BA17R,151,0.75
31,late_practice,BA18L,724,0.8645833333333334
31,late_practice,BA18R,717,0.8715277777777778
31,late_practice,BA19L,761,0.7013888888888888
31,late_practice,BA19R,800,0.7256944444444445
31,late_practice,BA20L,360,0.27777777777777773
31,late_practice,BA20R,359,0.2222222222222222
31,late_practice,BA37L,308,0.3229166666666667
31,late_practice,BA37R,302,0.3333333333333333
31,late_practice,BA38L,304,0.3263888888888889
31,late_practice,BA38R,302,0.3194444444444445
32,early_practice,BA17L,157,0.4513888888888889
32,early_practice,BA17R,151,0.4305555555555556
32,early_practice,BA18L,724,0.5833333333333334
32,early_practice,BA18R,717,0.4826388888888889
32,early_practice,BA19L,761,0.4548611111111111
32,early_practice,BA19R,800,0.3541666666666667
32,early_practice,BA20L,360,0.34375
32,early_practice,BA20R,359,0.28125
32,early_practice,BA37L,308,0.2604166666666667
32,early_practice,BA37R,302,0.2916666666666667
32,early_practice,BA38L,304,0.2638888888888889
32,early_practice,BA38R,302,0.2465277777777778
32,late_practice,BA17L,157,0.5
32,late_practice,BA17R,151,0.4305555555555556
32,late_practice,BA18L,724,0.59375
32,late_practice,BA18R,717,0.4583333333333333
32,late_practice,BA19L,761,0.3576388888888889
32,late_practice,BA19R,800,0.3368055555555555
32,late_practice,BA20L,360,0.2465277777777778
32,late_practice,BA20R,359,0.24652777777777776
32,late_practice,BA37L,308,0.28125
32,late_practice,BA37R,302,0.2604166666666667
32,late_practice,BA38L,304,0.28125
32,late_practice,BA38R,302,0.3125
33,early_practice,BA17L,157,0.6111111111111112
33,early_practice,BA17R,151,0.5277777777777778
33,early_practice,BA18L,724,0.6076388888888888
33,early_practice,BA18R,717,0.5243055555555555
33,early_practice,BA19L,761,0.4861111111111111
33,early_practice,BA19R,800,0.40972222222222227
33,early_practice,BA20L,360,0.28125
33,early_practice,BA20R,359,0.27777777777777773
33,early_practice,BA37L,308,0.27777777777777785
33,early_practice,BA37R,302,0.26041666666666663
33,early_practice,BA38L,304,0.28125
33,early_practice,BA38R,302,0.34375
33,late_practice,BA17L,157,0.9270833333333334
33,late_practice,BA17R,151,0.857638888888889
33,late_practice,BA18L,724,0.9722222222222222
33,late_practice,BA18R,717,0.9027777777777778
33,late_practice,BA19L,761,0.7916666666666666
33,late_practice,BA19R,800,0.7048611111111112
33,late_practice,BA20L,360,0.3125
33,late_practice,BA20R,359,0.3506944444444444
33,late_practice,BA37L,308,0.3229166666666667
33,late_practice,BA37R,302,0.3263888888888889
33,late_practice,BA38L,304,0.3888888888888889
33,late_practice,BA38R,302,0.3888888888888889
34,early_practice,BA17L,157,0.7152777777777778
34,early_practice,BA17R,151,0.8020833333333334
34,early_practice,BA18L,724,0.7881944444444445
34,early_practice,BA18R,717,0.7673611111111112
34,early_practice,BA19L,761,0.5868055555555555
34,early_practice,BA19R,800,0.5694444444444443
34,early_practice,BA20L,360,0.2916666666666667
34,early_practice,BA20R,359,0.3680555555555555
34,early_practice,BA37L,308,0.375
34,early_practice,BA37R,302,0.3541666666666667
34,early_practice,BA38L,304,0.2708333333333333
34,early_practice,BA38R,302,0.3263888888888889
34,late_practice,BA17L,157,0.9722222222222223
34,late_practice,BA17R,151,0.9618055555555555
34,late_practice,BA18L,724,0.9548611111111112
34,late_practice,BA18R,717,0.9618055555555555
34,late_practice,BA19L,761,0.673611111111111
34,late_practice,BA19R,800,0.7916666666666666
34,late_practice,BA20L,360,0.3541666666666667
34,late_practice,BA20R,359,0.3333333333333333
34,late_practice,BA37L,308,0.3229166666666667
34,late_practice,BA37R,302,0.3333333333333333
34,late_practice,BA38L,304,0.27777777777777773
34,late_practice,BA38R,302,0.2951388888888889
35,early_practice,BA17L,157,0.7743055555555555
35,early_practice,BA17R,151,0.7534722222222222
35,early_practice,BA18L,724,0.767361111111111
35,early_practice,BA18R,717,0.7881944444444443
35,early_practice,BA19L,761,0.5277777777777778
35,early_practice,BA19R,800,0.5625
35,early_practice,BA20L,360,0.2604166666666667
35,early_practice,BA20R,359,0.27777777777777773
35,early_practice,BA37L,308,0.2916666666666667
35,early_practice,BA37R,302,0.2673611111111111
35,early_practice,BA38L,304,0.2604166666666667
35,early_practice,BA38R,302,0.3125
35,late_practice,BA17L,157,0.4756944444444445
35,late_practice,BA17R,151,0.4305555555555556
35,late_practice,BA18L,724,0.5381944444444443
35,late_practice,BA18R,717,0.5034722222222222
35,late_practice,BA19L,761,0.3923611111111111
35,late_practice,BA19R,800,0.3333333333333333
35,late_practice,BA20L,360,0.2569444444444445
35,late_practice,BA20R,359,0.2604166666666667
35,late_practice,BA37L,308,0.2916666666666667
35,late_practice,BA37R,302,0.21875
35,late_practice,BA38L,304,0.2673611111111111
35,late_practice,BA38R,302,0.2881944444444444
36,early_practice,BA17L,157,0.59375
36,early_practice,BA17R,151,0.5659722222222222
36,early_practice,BA18L,724,0.5729166666666666
36,early_practice,BA18R,717,0.5902777777777778
36,early_practice,BA19L,761,0.4201388888888889
36,early_practice,BA19R,800,0.5104166666666666
36,early_practice,BA20L,360,0.27777777777777773
36,early_practice,BA20R,359,0.3298611111111111
36,early_practice,BA37L,308,0.3125
36,early_practice,BA37R,302,0.2777777777777778
36,early_practice,BA38L,304,0.3229166666666667
36,early_practice,BA38R,302,0.3125
36,late_practice,BA17L,157,0.6493055555555555
36,late_practice,BA17R,151,0.6145833333333334
36,late_practice,BA18L,724,0.7222222222222222
36,late_practice,BA18R,717,0.6666666666666666
36,late_practice,BA19L,761,0.59375
36,late_practice,BA19R,800,0.5069444444444444
36,late_practice,BA20L,360,0.30902777777777773
36,late_practice,BA20R,359,0.23611111111111113
