subj,stage,region,n_voxels,accuracy
36,late_practice,BA37L,308,0.3506944444444445
36,late_practice,BA37R,302,0.25000000000000006
36,late_practice,BA38L,304,0.2951388888888889
36,late_practice,BA38R,302,0.2743055555555555
37,early_practice,BA17L,157,0.5243055555555555
37,early_practice,BA17R,151,0.5
37,early_practice,BA18L,724,0.5902777777777777
37,early_practice,BA18R,717,0.6145833333333334
37,early_practice,BA19L,761,0.576388888888889
37,early_practice,BA19R,800,0.6041666666666666
37,early_practice,BA20L,360,0.3333333333333333
37,early_practice,BA20R,359,0.3125
37,early_practice,BA37L,308,0.32986111111111116
37,early_practice,BA37R,302,0.3125
37,early_practice,BA38L,304,0.29861111111111116
37,early_practice,BA38R,302,0.34375
37,late_practice,BA17L,157,0.732638888888889
37,late_practice,BA17R,151,0.8368055555555555
37,late_practice,BA18L,724,0.8159722222222222
37,late_practice,BA18R,717,0.8472222222222223
37,late_practice,BA19L,761,0.625
37,late_practice,BA19R,800,0.6354166666666666
37,late_practice,BA20L,360,0.2604166666666667
37,late_practice,BA20R,359,0.2881944444444444
37,late_practice,BA37L,308,0.29513888888888884
37,late_practice,BA37R,302,0.3333333333333333
37,late_practice,BA38L,304,0.3333333333333333
37,late_practice,BA38R,302,0.3125
38,early_practice,BA17L,157,0.4375
38,early_practice,BA17R,151,0.4305555555555556
38,early_practice,BA18L,724,0.48611111111111116
38,early_practice,BA18R,717,0.5729166666666666
38,early_practice,BA19L,761,0.4583333333333333
38,early_practice,BA19R,800,0.3368055555555555
38,early_practice,BA20L,360,0.2673611111111111
38,early_practice,BA20R,359,0.25
38,early_practice,BA37L,308,0.3194444444444444
38,early_practice,BA37R,302,0.3229166666666667
38,early_practice,BA38L,304,0.3125
38,early_practice,BA38R,302,0.28472222222222227
38,late_practice,BA17L,157,0.6701388888888888
38,late_practice,BA17R,151,0.71875
38,late_practice,BA18L,724,0.7222222222222222
38,late_practice,BA18R,717,0.8680555555555557
38,late_practice,BA19L,761,0.5208333333333334
38,late_practice,BA19R,800,0.625
38,late_practice,BA20L,360,0.3680555555555556
38,late_practice,BA20R,359,0.3298611111111111
38,late_practice,BA37L,308,0.32986111111111116
38,late_practice,BA37R,302,0.34027777777777773
38,late_practice,BA38L,304,0.3298611111111111
38,late_practice,BA38R,302,0.3333333333333333
42,early_practice,BA17L,157,0.6180555555555557
42,early_practice,BA17R,151,0.5555555555555555
42,early_practice,BA18L,724,0.5833333333333334
42,early_practice,BA18R,717,0.6770833333333334
42,early_practice,BA19L,761,0.642361111111111
42,early_practice,BA19R,800,0.4861111111111111
42,early_practice,BA20L,360,0.2847222222222222
42,early_practice,BA20R,359,0.3263888888888889
42,early_practice,BA37L,308,0.30902777777777773
42,early_practice,BA37R,302,0.2881944444444445
42,early_practice,BA38L,304,0.2916666666666667
42,early_practice,BA38R,302,0.2881944444444444
42,late_practice,BA17L,157,0.2604166666666667
42,late_practice,BA17R,151,0.23958333333333334
42,late_practice,BA18L,724,0.2465277777777778
42,late_practice,BA18R,717,0.2638888888888889
42,late_practice,BA19L,761,0.24652777777777776
42,late_practice,BA19R,800,0.2916666666666667
42,late_practice,BA20L,360,0.19791666666666666
42,late_practice,BA20R,359,0.22222222222222224
42,late_practice,BA37L,308,0.2673611111111111
42,late_practice,BA37R,302,0.2743055555555556
42,late_practice,BA38L,304,0.2604166666666667
42,late_practice,BA38R,302,0.23958333333333334
44,early_practice,BA17L,157,0.5
44,early_practice,BA17R,151,0.5729166666666666
44,early_practice,BA18L,724,0.5416666666666666
44,early_practice,BA18R,717,0.642361111111111
44,early_practice,BA19L,761,0.5243055555555556
44,early_practice,BA19R,800,0.5243055555555556
44,early_practice,BA20L,360,0.35763888888888884
44,early_practice,BA20R,359,0.3368055555555556
44,early_practice,BA37L,308,0.3645833333333333
44,early_practice,BA37R,302,0.35763888888888884
44,early_practice,BA38L,304,0.3333333333333333
44,early_practice,BA38R,302,0.3333333333333333
44,late_practice,BA17L,157,0.6979166666666666
44,late_practice,BA17R,151,0.7847222222222222
44,late_practice,BA18L,724,0.8402777777777778
44,late_practice,BA18R,717,0.8645833333333334
44,late_practice,BA19L,761,0.6597222222222222
44,late_practice,BA19R,800,0.7743055555555557
44,late_practice,BA20L,360,0.3645833333333333
44,late_practice,BA20R,359,0.3055555555555556
44,late_practice,BA37L,308,0.3125
44,late_practice,BA37R,302,0.34375
44,late_practice,BA38L,304,0.2986111111111111
44,late_practice,BA38R,302,0.34027777777777773
