subj,stage,region,n_voxels,pval,rval,correct
19,late_practice,BA38L,304,2.114781049937271e-05,0.24773633105180395,0.3958333333333333
19,late_practice,BA38R,302,1.6422020800127262e-05,0.2509103708010619,0.3923611111111111
20,early_practice,BA17L,157,1.0910867664314204e-16,0.46274130872303987,0.6145833333333334
20,early_practice,BA17R,151,2.520550886276489e-29,0.5980714814121917,0.7430555555555556
20,early_practice,BA18L,724,7.244242557376574e-15,0.437084493910016,0.65625
20,early_practice,BA18R,717,1.8726008841203665e-33,0.6314910615424019,0.7465277777777778
20,early_practice,BA19L,761,1.297107247792149e-22,0.5338008619683836,0.5104166666666666
20,early_practice,BA19R,800,1.7360305291790327e-12,0.39993537593094347,0.5798611111111112
20,early_practice,BA20L,360,0.01419401636916577,-0.14437409659046418,0.2013888888888889
20,early_practice,BA20R,359,0.8637543046392925,0.010155359415145365,0.2638888888888889
20,early_practice,BA37L,308,0.03116505812910617,0.12701980622461384,0.3090277777777778
20,early_practice,BA37R,302,0.5086375818777892,0.03910263434391373,0.3194444444444444
20,early_practice,BA38L,304,0.0008714575300912954,0.1951252685305275,0.3194444444444444
20,early_practice,BA38R,302,0.020859948351378232,0.13610585954341792,0.2777777777777778
20,late_practice,BA17L,157,9.76586399591971e-33,0.6259662289419886,0.7048611111111112
20,late_practice,BA17R,151,3.996875506769588e-23,0.539218678691114,0.6666666666666666
20,late_practice,BA18L,724,1.863775250235831e-36,0.6534655823568617,0.6527777777777778
20,late_practice,BA18R,717,2.8047728175547057e-24,0.5510974015023136,0.6597222222222222
20,late_practice,BA19L,761,2.1758671611457045e-10,0.3628352249861245,0.4965277777777778
20,late_practice,BA19R,800,1.9744957749695364e-06,0.27598934453921076,0.46875
20,late_practice,BA20L,360,0.404360351148053,0.04932020441226162,0.2673611111111111
20,late_practice,BA20R,359,0.9530629820112447,-0.003483545147631807,0.22916666666666666
20,late_practice,BA37L,308,0.1303717808150358,0.08934322925281404,0.2847222222222222
20,late_practice,BA37R,302,0.200723997649296,0.07561563231225854,0.3020833333333333
20,late_practice,BA38L,304,0.5379967353786268,-0.03643542734860732,0.2361111111111111
20,late_practice,BA38R,302,0.5217545514395868,0.037901526043946324,0.2916666666666667
21,early_practice,BA17L,157,1.1756670982675197e-18,0.48822122720318095,0.5208333333333334
21,early_practice,BA17R,151,0.00037460065414757183,0.20822280914921293,0.3645833333333333
21,early_practice,BA18L,724,1.2496971133981661e-42,0.6935585620296421,0.6388888888888888
21,early_practice,BA18R,717,1.357644477923558e-35,0.6473352082754811,0.6423611111111112
21,early_practice,BA19L,761,1.536049476875163e-10,0.3656724730131446,0.4548611111111111
21,early_practice,BA19R,800,9.129698678563439e-13,0.40453778793243106,0.5173611111111112
21,early_practice,BA20L,360,1.220814141561547e-07,0.30557764806515275,0.3645833333333333
21,early_practice,BA20R,359,3.1001232683735825e-06,0.2708565698110953,0.3229166666666667
21,early_practice,BA37L,308,4.102543121002347e-05,0.2392129249874687,0.3541666666666667
21,early_practice,BA37R,302,0.19928275288436362,0.07585759742180881,0.2916666666666667
21,early_practice,BA38L,304,0.22667315555151715,-0.07145909395800934,0.28125
21,early_practice,BA38R,302,0.0077806336334083626,0.15653987394926017,0.3298611111111111
21,late_practice,BA17L,157,6.1766442681685925e-59,0.774957738056816,0.7916666666666666
21,late_practice,BA17R,151,8.11913323654581e-14,0.4212606655831945,0.5729166666666666
21,late_practice,BA18L,724,4.486183907696487e-55,0.7582883358387438,0.8125
21,late_practice,BA18R,717,2.7541707490097644e-65,0.7995681287247162,0.8055555555555556
21,late_practice,BA19L,761,6.971616012786525e-48,0.723174454575475,0.7361111111111112
21,late_practice,BA19R,800,5.613021791121289e-29,0.5950677523605508,0.6145833333333334
21,late_practice,BA20L,360,0.0011009220593211123,0.1913487236711046,0.3055555555555556
21,late_practice,BA20R,359,0.11644273298724077,0.09271000043540659,0.3055555555555556
