subj,stage,region,n_voxels,pval,rval,correct
21,late_practice,BA37L,308,0.7065983827522845,0.022275382722474996,0.2777777777777778
21,late_practice,BA37R,302,0.8093835433729824,-0.01427546517790141,0.25
21,late_practice,BA38L,304,0.0031030169013120668,0.1736920744802835,0.2916666666666667
21,late_practice,BA38R,302,0.03339688796104032,0.1254012731428884,0.2951388888888889
23,early_practice,BA17L,157,3.0202157884315536e-24,0.5507728323013529,0.5659722222222222
23,early_practice,BA17R,151,6.454199259591743e-28,0.58570592389924,0.6284722222222222
23,early_practice,BA18L,724,7.94367939446134e-19,0.4903294183153754,0.6319444444444444
23,early_practice,BA18R,717,1.0744989695244914e-18,0.4887063834356365,0.59375
23,early_practice,BA19L,761,9.141087429431867e-07,0.28451880675715324,0.4340277777777778
23,early_practice,BA19R,800,5.426706580439676e-13,0.40821206422403844,0.4861111111111111
23,early_practice,BA20L,360,0.01805848303243505,0.13925073316502706,0.2743055555555556
23,early_practice,BA20R,359,0.3242013970592675,0.05829651823898527,0.2604166666666667
23,early_practice,BA37L,308,0.05575136576457788,0.1128535226336222,0.2951388888888889
23,early_practice,BA37R,302,0.3539333984713944,0.054820545270194324,0.3298611111111111
23,early_practice,BA38L,304,0.5662459916958918,0.03393690587239631,0.2569444444444444
23,early_practice,BA38R,302,0.39348791701246966,0.050469158018668955,0.2604166666666667
23,late_practice,BA17L,157,1.1864894621393854e-16,0.4622492705842759,0.53125
23,late_practice,BA17R,151,2.5463786642124096e-15,0.4436829811386932,0.5104166666666666
23,late_practice,BA18L,724,2.6706311697749056e-18,0.483761504022525,0.6388888888888888
23,late_practice,BA18R,717,4.3990529850790426e-26,0.5687732475005474,0.5902777777777778
23,late_practice,BA19L,761,0.00010428595530405291,0.22665750453278888,0.3784722222222222
23,late_practice,BA19R,800,6.215964717149417e-11,0.3729167214164,0.4513888888888889
23,late_practice,BA20L,360,0.29569804375241016,0.06182857660789459,0.2604166666666667
23,late_practice,BA20R,359,0.048355141094170176,0.11644323650945462,0.3020833333333333
23,late_practice,BA37L,308,0.10333290738289864,0.09617984984476528,0.2673611111111111
23,late_practice,BA37R,302,0.8503381915456409,0.011166701286014588,0.24305555555555555
23,late_practice,BA38L,304,0.48919787448232416,-0.04091290975473862,0.2569444444444444
23,late_practice,BA38R,302,0.721771482873548,0.021072249285081918,0.28125
26,early_practice,BA17L,157,0.001371253830675546,0.1877359647290142,0.4756944444444444
26,early_practice,BA17R,151,2.137364708208722e-08,0.32255300494937145,0.5173611111111112
26,early_practice,BA18L,724,2.6356223518116217e-10,0.3612613491538574,0.5763888888888888
26,early_practice,BA18R,717,1.081752323362734e-15,0.4489813545938266,0.5243055555555556
26,early_practice,BA19L,761,0.0008542945694872364,0.1954434691702301,0.3680555555555556
26,early_practice,BA19R,800,1.5781853401868822e-07,0.3029835459857266,0.4479166666666667
26,early_practice,BA20L,360,0.001036386781420639,0.19233144804407767,0.3402777777777778
26,early_practice,BA20R,359,0.017043191769516196,0.1404961437796879,0.28125
26,early_practice,BA37L,308,0.14023067156619468,0.08712479415499584,0.2881944444444444
26,early_practice,BA37R,302,0.4409109243372163,0.0455859726883773,0.2951388888888889
26,early_practice,BA38L,304,0.2603849841423709,0.066535488789091,0.2743055555555556
26,early_practice,BA38R,302,0.6791513955581417,0.024475667108032784,0.2604166666666667
26,late_practice,BA17L,157,1.7314318703297737e-08,0.3245351044545627,0.5208333333333334
26,late_practice,BA17R,151,1.9188605038470266e-19,0.49784914899626526,0.6006944444444444
26,late_practice,BA18L,724,7.33452903771004e-13,0.40608969755951774,0.59375
26,late_practice,BA18R,717,5.619957550498981e-19,0.492178275368792,0.6319444444444444
26,late_practice,BA19L,761,0.0008295995754871189,0.19591181871400304,0.3402777777777778
26,late_practice,BA19R,800,1.3222006946239227e-17,0.47487535736854325,0.5763888888888888
26,late_practice,BA20L,360,0.5253650523266737,-0.03757364788407849,0.2569444444444444
26,late_practice,BA20R,359,0.05239243641980514,0.11443131966614231,0.2847222222222222
26,late_practice,BA37L,308,0.4704216470541831,0.04269836316186515,0.3159722222222222
26,late_practice,BA37R,302,9.11940853142054e-08,0.30849458049289513,0.3506944444444444
26,late_practice,BA38L,304,0.870959217954435,0.00961346794724581,0.22569444444444445
26,late_practice,BA38R,302,0.0001075116178861189,0.2262356801885222,0.2777777777777778
27,early_practice,BA17L,157,3.099799228040345e-38,0.6656780907020698,0.7986111111111112
27,early_practice,BA17R,151,7.042654117493932e-31,0.6111195107975003,0.71875
27,early_practice,BA18L,724,4.584162973126019e-30,0.6043627556576341,0.7569444444444444
27,early_practice,BA18R,717,1.2864176442830611e-34,0.6402186387109622,0.7638888888888888
27,early_practice,BA19L,761,1.9041322945879493e-14,0.43085529479606116,0.6111111111111112
27,early_practice,BA19R,800,9.425122726968612e-16,0.4498255931661983,0.5902777777777778
27,early_practice,BA20L,360,0.8307012925971808,-0.012652939612935454,0.22569444444444445
27,early_practice,BA20R,359,0.10528010090415978,0.09564332316726448,0.2777777777777778
27,early_practice,BA37L,308,0.35034752731871627,0.05522967040065438,0.3298611111111111
27,early_practice,BA37R,302,0.002628610102692915,0.17662820245920346,0.3541666666666667
27,early_practice,BA38L,304,0.7033470911350476,0.02253436942266543,0.2604166666666667
27,early_practice,BA38R,302,0.13060016511668343,0.08929040100792839,0.3055555555555556
27,late_practice,BA17L,157,3.8889117246256286e-76,0.8348873596978437,0.875
27,late_practice,BA17R,151,5.324354376144104e-52,0.7439700854336662,0.8125
27,late_practice,BA18L,724,3.3510734551139754e-141,0.9453269107467415,0.9409722222222222
27,late_practice,BA18R,717,2.1124034561835867e-135,0.9398069078613319,0.9409722222222222
27,late_practice,BA19L,761,3.199113589061459e-38,0.6655862277739668,0.7256944444444444
27,late_practice,BA19R,800,2.7905243213242988e-30,0.606169016453056,0.6319444444444444
27,late_practice,BA20L,360,0.1666218008812672,0.0817213557976133,0.2604166666666667
27,late_practice,BA20R,359,0.21497271907774584,0.07328855801949608,0.2534722222222222
27,late_practice,BA37L,308,0.1319313097886478,0.08898390030003746,0.3368055555555556
27,late_practice,BA37R,302,0.0007704125819836603,0.1970889281205279,0.3611111111111111
27,late_practice,BA38L,304,0.19474290580786072,0.07662819409253821,0.2673611111111111
27,late_practice,BA38R,302,0.002285718254876266,0.1790675736782423,0.3125
28,early_practice,BA17L,157,4.0828550677147605e-18,0.48142842759111376,0.5763888888888888
28,early_practice,BA17R,151,1.714908963099664e-16,0.46007760526792835,0.5659722222222222
28,early_practice,BA18L,724,1.2565085904204068e-44,0.7052611252000186,0.7326388888888888
28,early_practice,BA18R,717,2.8318929140485825e-48,0.7252363434528778,0.7604166666666666
28,early_practice,BA19L,761,4.395769492486562e-13,0.40968748521911436,0.5277777777777778
28,early_practice,BA19R,800,5.141270259358909e-30,0.6039437594819359,0.5833333333333334
28,early_practice,BA20L,360,0.15903436587096206,0.08320433653498008,0.2638888888888889
28,early_practice,BA20R,359,0.7171144661531197,-0.02144057822348727,0.24305555555555555
28,early_practice,BA37L,308,0.10932090880818125,0.09455443896959984,0.2986111111111111
28,early_practice,BA37R,302,0.011886795799402732,0.14805262905957858,0.28125
28,early_practice,BA38L,304,0.89592360963097,0.007741755493312911,0.2604166666666667
28,early_practice,BA38R,302,0.9589211691110333,-0.0030483554976087554,0.2534722222222222
28,late_practice,BA17L,157,8.45304899817537e-47,0.717364323603594,0.7881944444444444
28,late_practice,BA17R,151,7.126907943930444e-21,0.5145976101595053,0.6215277777777778
28,late_practice,BA18L,724,4.113324268516632e-27,0.5783984711504887,0.6979166666666666
28,late_practice,BA18R,717,9.275996491375827e-65,0.7976461168450415,0.7743055555555556
28,late_practice,BA19L,761,2.5452410802445533e-07,0.29808628189583386,0.4722222222222222
28,late_practice,BA19R,800,2.5988536673617294e-22,0.5305561923311826,0.5868055555555556
28,late_practice,BA20L,360,0.5712855941529538,0.03349756375954052,0.2361111111111111
28,late_practice,BA20R,359,0.2768888063362367,-0.06428510618288323,0.2465277777777778
28,late_practice,BA37L,308,0.3733987280091309,-0.05264368910905107,0.25
28,late_practice,BA37R,302,0.0605630730177712,0.11072523357882441,0.3506944444444444
28,late_practice,BA38L,304,0.9199667644895156,-0.005946389009697638,0.2361111111111111
28,late_practice,BA38R,302,0.9504352145192431,-0.0036788147272805508,0.24305555555555555
29,early_practice,BA17L,157,5.1497681338654306e-23,0.5380605127967696,0.5972222222222222
29,early_practice,BA17R,151,1.4849310226244336e-24,0.5538720332618655,0.6388888888888888
29,early_practice,BA18L,724,2.76674747147998e-32,0.6224247805506646,0.7361111111111112
29,early_practice,BA18R,717,2.592089821849483e-29,0.5979670109170422,0.6840277777777778
29,early_practice,BA19L,761,2.8401041959033584e-20,0.5076778366161168,0.6180555555555556
29,early_practice,BA19R,800,3.8846224226354774e-17,0.4687391766715576,0.5277777777777778
29,early_practice,BA20L,360,7.814862411170803e-07,0.28622073338593623,0.3298611111111111
29,early_practice,BA20R,359,0.003842553138809988,0.16984171869282672,0.2986111111111111
29,early_practice,BA37L,308,0.008067195867737294,0.15583114474357562,0.3854166666666667
29,early_practice,BA37R,302,0.17057620189805447,0.08096841755602587,0.3229166666666667
29,early_practice,BA38L,304,0.018529961290045527,0.13869303019239945,0.3090277777777778
29,early_practice,BA38R,302,0.006996036633767673,0.15860675635316457,0.2916666666666667
29,late_practice,BA17L,157,1.3370742381489717e-09,0.3475702391837774,0.4826388888888889
29,late_practice,BA17R,151,2.8814054019220225e-09,0.3408606727618271,0.4965277777777778
29,late_practice,BA18L,724,3.0814672949084885e-05,0.24293204842237384,0.4375
29,late_practice,BA18R,717,2.1923520891700227e-13,0.41450826214594083,0.5104166666666666
29,late_practice,BA19L,761,4.042657432255387e-06,0.2677865200172904,0.4826388888888889
29,late_practice,BA19R,800,0.0004791463756198505,0.20448768604768258,0.3576388888888889
29,late_practice,BA20L,360,0.8171669900429914,-0.013681881598499989,0.25
29,late_practice,BA20R,359,0.9010326673965333,0.007359710760038867,0.2847222222222222
29,late_practice,BA37L,308,0.7039223186590814,-0.022488517637555924,0.2569444444444444
29,late_practice,BA37R,302,0.47992481810473425,-0.041789958053479626,0.2326388888888889
29,late_practice,BA38L,304,0.9239069846456063,-0.00565272429505902,0.2465277777777778
29,late_practice,BA38R,302,0.1081472283044918,0.09486739958877734,0.3298611111111111
30,early_practice,BA17L,157,2.604260767987485e-43,0.6976127674564027,0.7708333333333334
30,early_practice,BA17R,151,6.31322607691055e-36,0.6497158475977067,0.7083333333333334
30,early_practice,BA18L,724,1.0310536032388167e-43,0.6999764890428298,0.7708333333333334
30,early_practice,BA18R,717,2.71728270115811e-94,0.8796319913308219,0.8576388888888888
30,early_practice,BA19L,761,7.268262301962623e-21,0.5145004069983468,0.5381944444444444
30,early_practice,BA19R,800,1.63955667062206e-14,0.4318279863974375,0.5763888888888888
30,early_practice,BA20L,360,0.8106986050510462,0.014175076812097738,0.3020833333333333
30,early_practice,BA20R,359,0.08263144048994822,0.10244854489857311,0.3333333333333333
30,early_practice,BA37L,308,0.004725461769067013,0.16604010656838727,0.3263888888888889
30,early_practice,BA37R,302,0.0004947375506567232,0.20399692550178203,0.3541666666666667
30,early_practice,BA38L,304,0.8064199649376261,0.014501847368803259,0.2777777777777778
30,early_practice,BA38R,302,0.051466028162983006,0.11488125223784297,0.3194444444444444
30,late_practice,BA17L,157,1.2761557612821968e-80,0.8474141966248259,0.8159722222222222
30,late_practice,BA17R,151,1.9807413698086242e-66,0.8036636443321158,0.7986111111111112
30,late_practice,BA18L,724,6.719004578132386e-74,0.8282150919904813,0.8645833333333334
30,late_practice,BA18R,717,3.544835913377409e-48,0.7247241768343976,0.7916666666666666
30,late_practice,BA19L,761,6.338428684845451e-24,0.5475020298508096,0.6076388888888888
30,late_practice,BA19R,800,4.781604215693274e-17,0.4675420327174982,0.5590277777777778
30,late_practice,BA20L,360,0.004527291557385466,0.16683390811414686,0.2986111111111111
30,late_practice,BA20R,359,0.12584005836026294,0.09040657086551943,0.2916666666666667
30,late_practice,BA37L,308,0.6872842698100513,0.023820315781646187,0.3125
30,late_practice,BA37R,302,0.4529032910164829,0.044399840495229013,0.2743055555555556
30,late_practice,BA38L,304,0.16932907897365018,0.08120445675281393,0.2916666666666667
30,late_practice,BA38R,302,0.42848090342090817,0.04683497317815695,0.2777777777777778
31,early_practice,BA17L,157,4.27734910735846e-20,0.5055976925022663,0.6319444444444444
31,early_practice,BA17R,151,5.953184233869532e-25,0.5578150476701325,0.65625
31,early_practice,BA18L,724,2.7478524373419897e-58,0.7722551778338365,0.75
31,early_practice,BA18R,717,2.389599974740417e-53,0.75036823951964,0.7951388888888888
31,early_practice,BA19L,761,2.5005265860925276e-20,0.5083218081421829,0.4791666666666667
31,early_practice,BA19R,800,3.161424656726712e-30,0.6057159920299384,0.5763888888888888
31,early_practice,BA20L,360,0.04675966353172231,0.117277151903288,0.2986111111111111
31,early_practice,BA20R,359,0.14289250536762219,0.08654641314723135,0.2777777777777778
31,early_practice,BA37L,308,0.9764364611003805,0.001748074258022092,0.24305555555555555
31,early_practice,BA37R,302,0.0765498943164349,0.10452953147764639,0.3125
31,early_practice,BA38L,304,0.7719807160920884,0.017149070431695758,0.2361111111111111
31,early_practice,BA38R,302,0.3192826462720725,0.05889108770629915,0.2986111111111111
31,late_practice,BA17L,157,9.247026273066256e-34,0.6338179147787341,0.7326388888888888
31,late_practice,BA17R,151,2.040315946764122e-29,0.5988592674081848,0.75
31,late_practice,BA18L,724,5.069410233088313e-77,0.8374464999425903,0.8645833333333334
31,late_practice,BA18R,717,1.35607062313741e-71,0.8210265843177404,0.8715277777777778
31,late_practice,BA19L,761,4.551543964721089e-28,0.5870635446903899,0.7013888888888888
31,late_practice,BA19R,800,3.8644891709253284e-35,0.6440480942729288,0.7256944444444444
31,late_practice,BA20L,360,0.0889507858744039,0.1004131626874736,0.2777777777777778
31,late_practice,BA20R,359,0.936247753227513,-0.0047338283633757625,0.2222222222222222
31,late_practice,BA37L,308,0.282691224339659,0.06351563153403943,0.3229166666666667
31,late_practice,BA37R,302,0.7823388175354935,-0.016349525361166902,0.3333333333333333
31,late_practice,BA38L,304,0.002217600910153761,0.17959158178888734,0.3263888888888889
31,late_practice,BA38R,302,0.12418268865981505,0.09080287181990634,0.3194444444444444
32,early_practice,BA17L,157,2.7351315582759547e-08,0.32021398571040205,0.4513888888888889
32,early_practice,BA17R,151,1.4178721666191351e-05,0.25273461440919054,0.4305555555555556
32,early_practice,BA18L,724,7.116993981806301e-16,0.45153943758797227,0.5833333333333334
32,early_practice,BA18R,717,3.3640042329870623e-15,0.44193952496156386,0.4826388888888889
32,early_practice,BA19L,761,9.415763342598158e-09,0.33018872729598925,0.4548611111111111
32,early_practice,BA19R,800,5.8067023523853446e-08,0.31294702388795415,0.3541666666666667
32,early_practice,BA20L,360,1.2701051333758112e-06,0.28091074594689075,0.34375
32,early_practice,BA20R,359,0.8095302626675489,-0.014264262990772764,0.28125
32,early_practice,BA37L,308,0.04906118758884907,0.11608152672641389,0.2604166666666667
32,early_practice,BA37R,302,0.2503170345604465,0.06795683827350907,0.2916666666666667
32,early_practice,BA38L,304,0.0007854786816318668,0.19678157412562444,0.2638888888888889
32,early_practice,BA38R,302,0.5923746270664285,-0.03167848291576561,0.2465277777777778
32,late_practice,BA17L,157,1.0277407786594024e-09,0.3498335437105327,0.5
32,late_practice,BA17R,151,1.8928993203058373e-08,0.3236977910572119,0.4305555555555556
32,late_practice,BA18L,724,2.491813028341609e-23,0.5413660568928917,0.59375
32,late_practice,BA18R,717,2.8440070999625533e-10,0.3606341908423176,0.4583333333333333
32,late_practice,BA19L,761,0.002667641337979032,0.17636917219592416,0.3576388888888889
32,late_practice,BA19R,800,0.01234221944988216,0.14727948589091974,0.3368055555555556
32,late_practice,BA20L,360,0.3312442690959987,-0.05745527094980682,0.2465277777777778
32,late_practice,BA20R,359,0.282209073050426,-0.06357916222113397,0.2465277777777778
32,late_practice,BA37L,308,0.6361597435442288,-0.02799248074425669,0.28125
32,late_practice,BA37R,302,0.6508276000308507,0.02678215331431849,0.2604166666666667
32,late_practice,BA38L,304,0.42758907983386374,0.046925383826438356,0.28125
32,late_practice,BA38R,302,0.014255358006411728,0.14428368713516815,0.3125
33,early_practice,BA17L,157,1.011755389587708e-14,0.43494562039844215,0.6111111111111112
33,early_practice,BA17R,151,5.975625524957224e-09,0.33433505194310403,0.5277777777777778
33,early_practice,BA18L,724,2.384893914070904e-21,0.5199670529930255,0.6076388888888888
33,early_practice,BA18R,717,1.2451517286750565e-10,0.3673698686093896,0.5243055555555556
33,early_practice,BA19L,761,3.2895441223939995e-07,0.2954199758515495,0.4861111111111111
33,early_practice,BA19R,800,2.188931573782121e-05,0.24730054831778422,0.4097222222222222
33,early_practice,BA20L,360,0.00021762046588216978,0.21624196139428495,0.28125
33,early_practice,BA20R,359,0.39301650673702754,0.05051940317694548,0.2777777777777778
33,early_practice,BA37L,308,0.409667596455659,0.04876604481212385,0.2777777777777778
33,early_practice,BA37R,302,0.277784820233879,-0.06416557564888806,0.2604166666666667
33,early_practice,BA38L,304,0.14897193643708317,0.08525561632395486,0.28125
33,early_practice,BA38R,302,5.286402333639814e-05,0.2358681199309237,0.34375
33,late_practice,BA17L,157,2.38632629115385e-136,0.9407461286762115,0.9270833333333334
33,late_practice,BA17R,151,7.111502539539243e-58,0.7705138084923118,0.8576388888888888
33,late_practice,BA18L,724,1.7600826672850161e-174,0.9683768048775278,0.9722222222222222
33,late_practice,BA18R,717,4.549502101977679e-72,0.8225328181703557,0.9027777777777778
33,late_practice,BA19L,761,5.524964176313624e-65,0.7984688011791061,0.7916666666666666
33,late_practice,BA19R,800,3.93275150095122e-43,0.6965537769740433,0.7048611111111112
33,late_practice,BA20L,360,0.0007562122975444705,0.19738374351821214,0.3125
33,late_practice,BA20R,359,3.1206561410187333e-07,0.2959700051981261,0.3506944444444444
33,late_practice,BA37L,308,0.4030064418810009,0.04946226483235683,0.3229166666666667
33,late_practice,BA37R,302,0.22202658264709635,0.07217737670507096,0.3263888888888889
33,late_practice,BA38L,304,0.0001783049207624674,0.21911177706702775,0.3888888888888889
33,late_practice,BA38R,302,1.8575835186126809e-06,0.27667586027528396,0.3888888888888889
34,early_practice,BA17L,157,5.636085922742465e-38,0.6639310201310782,0.7152777777777778
34,early_practice,BA17R,151,5.278252497390164e-61,0.7833353865937158,0.8020833333333334
34,early_practice,BA18L,724,5.231564050614965e-92,0.8748050752084375,0.7881944444444444
34,early_practice,BA18R,717,1.224402704272324e-49,0.7322811445699383,0.7673611111111112
34,early_practice,BA19L,761,5.083788416950781e-34,0.6357752693358574,0.5868055555555556
34,early_practice,BA19R,800,9.794478856494908e-33,0.6259563423040347,0.5694444444444444
34,early_practice,BA20L,360,0.02414111899714458,0.132858083719056,0.2916666666666667
34,early_practice,BA20R,359,1.301695220722889e-07,0.3049318827979989,0.3680555555555556
34,early_practice,BA37L,308,0.0033468757062408597,0.17233827622575637,0.375
34,early_practice,BA37R,302,8.9085152038115e-05,0.22882662718955504,0.3541666666666667
34,early_practice,BA38L,304,0.0761585119455661,0.10466798342907246,0.2708333333333333
34,early_practice,BA38R,302,3.8824297729518375e-06,0.26825666305554363,0.3263888888888889
34,late_practice,BA17L,157,4.652604470683302e-199,0.9788229033004119,0.9722222222222222
34,late_practice,BA17R,151,2.5958295401163416e-203,0.9802386790735444,0.9618055555555556
34,late_practice,BA18L,724,1.5296718700514725e-139,0.9438029649777453,0.9548611111111112
34,late_practice,BA18R,717,2.1946365756213983e-182,0.9722093333452521,0.9618055555555556
34,late_practice,BA19L,761,2.0108246739432554e-48,0.7260150962534835,0.6736111111111112
34,late_practice,BA19R,800,2.1769967176476166e-67,0.8070262294622874,0.7916666666666666
34,late_practice,BA20L,360,0.00016706003678602067,0.22004195738508325,0.3541666666666667
34,late_practice,BA20R,359,0.00017351566665742147,0.21950103790518222,0.3333333333333333
34,late_practice,BA37L,308,0.00046839486924375436,0.20483481654749708,0.3229166666666667
34,late_practice,BA37R,302,3.430502602999804e-05,0.24154459611821286,0.3333333333333333
34,late_practice,BA38L,304,0.0014094209457466745,0.18727968532097877,0.2777777777777778
34,late_practice,BA38R,302,0.0024303217038688027,0.17800076555080396,0.2951388888888889
35,early_practice,BA17L,157,6.621189082625281e-37,0.6566051343063718,0.7743055555555556
35,early_practice,BA17R,151,2.60599231544128e-35,0.6452909646046627,0.7534722222222222
35,early_practice,BA18L,724,5.8861843218762335e-49,0.7287872912079988,0.7673611111111112
35,early_practice,BA18R,717,1.4874429099790834e-57,0.7691517474925529,0.7881944444444444
35,early_practice,BA19L,761,4.394071169684231e-14,0.4253599232654191,0.5277777777777778
35,early_practice,BA19R,800,4.3113686108538113e-13,0.40982288629214914,0.5625
35,early_practice,BA20L,360,0.8862069066268434,0.008469250365860964,0.2604166666666667
35,early_practice,BA20R,359,0.049572660452662676,0.11582220258481406,0.2777777777777778
35,early_practice,BA37L,308,0.9786708484191842,0.0015822736393230168,0.2916666666666667
35,early_practice,BA37R,302,0.571006136731815,0.03352187797328167,0.2673611111111111
35,early_practice,BA38L,304,0.3057387270476057,0.060559787380155515,0.2604166666666667
35,early_practice,BA38R,302,0.08647989749951339,0.10119472405108976,0.3125
35,late_practice,BA17L,157,0.0030700981444810073,0.17388216206424473,0.4756944444444444
35,late_practice,BA17R,151,0.000251733976504024,0.21412068952983682,0.4305555555555556
35,late_practice,BA18L,724,1.4117121591548723e-08,0.3264427200036939,0.5381944444444444
35,late_practice,BA18R,717,7.583081789899889e-11,0.3713402182789781,0.5034722222222222
35,late_practice,BA19L,761,0.006876363734886453,0.1589400397130649,0.3923611111111111
35,late_practice,BA19R,800,0.04365307384160833,0.118971716355094,0.3333333333333333
35,late_practice,BA20L,360,0.1361594476199437,0.08802589342278294,0.2569444444444444
35,late_practice,BA20R,359,0.003326711955890831,0.17244676631376155,0.2604166666666667
35,late_practice,BA37L,308,0.1265715866940353,0.09023293798116973,0.2916666666666667
35,late_practice,BA37R,302,0.7358428991080448,0.01996417672531631,0.21875
35,late_practice,BA38L,304,0.5255756777321345,0.037554556004910686,0.2673611111111111
35,late_practice,BA38R,302,0.8919732567582911,0.00803737402360681,0.2881944444444444
36,early_practice,BA17L,157,9.16452563585143e-19,0.48956232625543233,0.59375
36,early_practice,BA17R,151,4.918737948396424e-16,0.45377894090636606,0.5659722222222222
36,early_practice,BA18L,724,1.1194669766057593e-14,0.43429491647206453,0.5729166666666666
36,early_practice,BA18R,717,1.1147310969074206e-19,0.5006756956280127,0.5902777777777778
36,early_practice,BA19L,761,1.0877400997712968e-06,0.28261736763069967,0.4201388888888889
36,early_practice,BA19R,800,1.1440423286211735e-11,0.38600595037091523,0.5104166666666666
36,early_practice,BA20L,360,0.1036377987068958,0.09609531589603738,0.2777777777777778
36,early_practice,BA20R,359,0.2316908676054487,0.07069507599193828,0.3298611111111111
36,early_practice,BA37L,308,0.3211969502602368,0.058658987795300065,0.3125
36,early_practice,BA37R,302,0.9012526595366802,-0.007343267167262892,0.2777777777777778
36,early_practice,BA38L,304,0.14552553056178255,0.08598232849122037,0.3229166666666667
36,early_practice,BA38R,302,0.03503433120863011,0.12427138286157954,0.3125
36,late_practice,BA17L,157,1.779873272319925e-18,0.48597522191147235,0.6493055555555556
36,late_practice,BA17R,151,9.811951125318236e-23,0.5350943054836221,0.6145833333333334
36,late_practice,BA18L,724,1.5620558872496387e-40,0.68064018459591,0.7222222222222222
36,late_practice,BA18R,717,8.097682776566576e-29,0.593682175989321,0.6666666666666666
36,late_practice,BA19L,761,3.4153795104491475e-24,0.5502327783757099,0.59375
36,late_practice,BA19R,800,1.0525782246669794e-10,0.3687210725949398,0.5069444444444444
36,late_practice,BA20L,360,0.005264540927570164,0.16402330403567306,0.3090277777777778
36,late_practice,BA20R,359,0.8335293438569327,-0.012438427763939133,0.2361111111111111
36,late_practice,BA37L,308,0.0001388972569836471,0.22265722524374168,0.3506944444444444
36,late_practice,BA37R,302,0.9631371137845607,0.0027352665944730403,0.25
36,late_practice,BA38L,304,0.08335138319234474,0.10221046455367871,0.2951388888888889
36,late_practice,BA38R,302,0.0414870163020382,0.12021423048948904,0.2743055555555556
37,early_practice,BA17L,157,3.8528922553299424e-07,0.29376339011534447,0.5243055555555556
37,early_practice,BA17R,151,2.47842901975331e-12,0.39735479472909313,0.5
37,early_practice,BA18L,724,4.26168334317646e-16,0.4546437481262696,0.5902777777777778
37,early_practice,BA18R,717,5.605865059985121e-27,0.5771588910775554,0.6145833333333334
37,early_practice,BA19L,761,1.0606451018883605e-19,0.5009332306976695,0.5763888888888888
37,early_practice,BA19R,800,2.2533663765357534e-20,0.5088471234648672,0.6041666666666666
37,early_practice,BA20L,360,0.03282146188996356,0.12580954270508238,0.3333333333333333
37,early_practice,BA20R,359,0.03407191166161647,0.12492989979399496,0.3125
37,early_practice,BA37L,308,0.07469722609574594,0.10519007315643708,0.3298611111111111
37,early_practice,BA37R,302,0.04433897821100758,0.11858906782756004,0.3125
37,early_practice,BA38L,304,0.18102981537829219,0.07903868220805826,0.2986111111111111
37,early_practice,BA38R,302,0.09024173801028869,0.1000117259481937,0.34375
37,late_practice,BA17L,157,4.535307300566324e-34,0.6361471980031677,0.7326388888888888
37,late_practice,BA17R,151,1.1871284441376378e-83,0.8552909951272559,0.8368055555555556
37,late_practice,BA18L,724,2.057515680015438e-48,0.7259629729334661,0.8159722222222222
37,late_practice,BA18R,717,3.31432628657736e-98,0.8874442795201478,0.8472222222222222
37,late_practice,BA19L,761,1.4911566110917794e-20,0.5109221708754195,0.625
37,late_practice,BA19R,800,7.919409834856282e-32,0.61880181640472,0.6354166666666666
37,late_practice,BA20L,360,0.03220344754435075,0.12625487607762143,0.2604166666666667
37,late_practice,BA20R,359,0.4944068880815066,0.04042415087911949,0.2881944444444444
37,late_practice,BA37L,308,0.1930837759649221,0.07691308413084944,0.2951388888888889
37,late_practice,BA37R,302,0.0003989727860030204,0.2072725302782673,0.3333333333333333
37,late_practice,BA38L,304,0.0005071273762110086,0.20361705838993335,0.3333333333333333
37,late_practice,BA38R,302,0.0512680171282566,0.11497829453464561,0.3125
38,early_practice,BA17L,157,1.4933564873346299e-06,0.2791155950946659,0.4375
38,early_practice,BA17R,151,1.801288187571391e-07,0.3016377130818224,0.4305555555555556
38,early_practice,BA18L,724,2.477859003769671e-23,0.541391486209869,0.4861111111111111
38,early_practice,BA18R,717,5.263568077363555e-38,0.664131443271959,0.5729166666666666
38,early_practice,BA19L,761,1.0328442329513102e-11,0.38677835642457137,0.4583333333333333
38,early_practice,BA19R,800,9.049043415220789e-05,0.22861205805243462,0.3368055555555556
38,early_practice,BA20L,360,0.0015230566321460654,0.18598532299537543,0.2673611111111111
38,early_practice,BA20R,359,0.15056184535862138,0.08492466628538922,0.25
38,early_practice,BA37L,308,0.004928047726253197,0.1652590184484517,0.3194444444444444
38,early_practice,BA37R,302,0.012308176170232171,0.147336401704316,0.3229166666666667
38,early_practice,BA38L,304,0.022725193695480157,0.13420963406634054,0.3125
38,early_practice,BA38R,302,0.1511089332290839,0.08481139941817417,0.2847222222222222
38,late_practice,BA17L,157,5.1801650968552085e-23,0.5380335652543312,0.6701388888888888
38,late_practice,BA17R,151,1.0533819016216825e-35,0.6481264991820221,0.71875
38,late_practice,BA18L,724,5.618369261316865e-52,0.7438575751216332,0.7222222222222222
38,late_practice,BA18R,717,4.290229389299991e-94,0.8792209276945733,0.8680555555555556
38,late_practice,BA19L,761,7.712873154524276e-11,0.37120523932986166,0.5208333333333334
38,late_practice,BA19R,800,1.11280439901317e-19,0.5006846567548676,0.625
38,late_practice,BA20L,360,1.3297850751392512e-05,0.25352691319024484,0.3680555555555556
