subj,stage,region,n_voxels,pval,rval
02,late_practice,BA38R,302,0.8870848057480009,0.008403470873621442
05,early_practice,BA17L,157,6.779373449927234e-19,0.4911775837932807
05,early_practice,BA17R,151,2.1088937633218456e-09,0.34360739219650405
05,early_practice,BA18L,724,3.1325631348657455e-42,0.691151356981371
05,early_practice,BA18R,717,8.701762311252816e-35,0.6414694232601121
05,early_practice,BA19L,761,5.483773801438329e-21,0.5158917721423706
05,early_practice,BA19R,800,8.323738939875819e-15,0.4361969765291623
05,early_practice,BA20L,360,0.5892424114389464,0.03194674082183628
05,early_practice,BA20R,359,0.2303491831094427,0.07089821033932586
05,early_practice,BA37L,308,0.5308884210517943,0.03707426677246127
05,early_practice,BA37R,302,0.049150055435858125,0.11603630797289231
05,early_practice,BA38L,304,0.49080711814573774,0.04076161985794906
05,early_practice,BA38R,302,0.3310375685464084,0.05747979548967943
05,late_practice,BA17L,157,8.322257125369136e-20,0.5021859491695557
05,late_practice,BA17R,151,2.6680142050270174e-44,0.7033839469545178
05,late_practice,BA18L,724,1.429407244543883e-53,0.7514091198916475
05,late_practice,BA18R,717,2.984917907690498e-64,0.7957764213412639
05,late_practice,BA19L,761,5.327889241997919e-11,0.37413344228571693
05,late_practice,BA19R,800,1.231888568643707e-42,0.6935959722084559
05,late_practice,BA20L,360,0.43664765963138386,0.046012052128572935
05,late_practice,BA20R,359,0.00022805985068165751,0.21556165016212436
05,late_practice,BA37L,308,0.18924927056259772,0.07757842559136764
05,late_practice,BA37R,302,0.41182301286928724,0.04854219994979572
05,late_practice,BA38L,304,0.023365780718767507,0.13358941994763812
05,late_practice,BA38R,302,0.07330644325201355,0.10569473946349645
07,early_practice,BA17L,157,6.44240288276918e-10,0.35380723413332416
07,early_practice,BA17R,151,2.7916799839523364e-07,0.2971287910974766
07,early_practice,BA18L,724,3.166880302181562e-14,0.4275240794926869
07,early_practice,BA18R,717,1.7776755159036046e-08,0.3242878415730559
07,early_practice,BA19L,761,0.00014210281841142225,0.2223356706303027
07,early_practice,BA19R,800,3.6747532244839475e-08,0.31738650251327
07,early_practice,BA20L,360,0.8204219873311891,0.013434056905611155
07,early_practice,BA20R,359,0.5688462106791948,-0.0337099931231621
07,early_practice,BA37L,308,0.00017211593588075964,0.21961670390876903
07,early_practice,BA37R,302,0.0002317850675683919,0.2153259097377992
07,early_practice,BA38L,304,0.21611613523386308,0.07310668455543415
07,early_practice,BA38R,302,0.05496751113440577,0.11321451938933241
07,late_practice,BA17L,157,7.123424244889314e-90,0.8701076701614343
07,late_practice,BA17R,151,1.6639146693410153e-90,0.8715172996205267
07,late_practice,BA18L,724,9.94214494172431e-78,0.8394611127196876
07,late_practice,BA18R,717,2.989192705767125e-96,0.8836115809570566
07,late_practice,BA19L,761,3.547848960751743e-16,0.45574585619960406
07,late_practice,BA19R,800,1.2419109160122961e-30,0.6090904354858164
07,late_practice,BA20L,360,0.9039299622977475,-0.0071431935649189995
07,late_practice,BA20R,359,0.1349758124293808,0.0882917470892253
07,late_practice,BA37L,308,0.3301451762037915,0.05758578903789663
07,late_practice,BA37R,302,0.11512314982676078,0.09304494887594093
07,late_practice,BA38L,304,0.9622909232549164,0.0027981008951355087
07,late_practice,BA38R,302,0.22731808546582138,0.07136022750969544
08,early_practice,BA17L,157,3.484210618294053e-06,0.26951042173210144
08,early_practice,BA17R,151,0.006389397348231016,0.1603520409686071
08,early_practice,BA18L,724,1.9954710606697964e-09,0.34409113329384294
08,early_practice,BA18R,717,1.733378557970097e-08,0.3245245676554926
08,early_practice,BA19L,761,0.002775167542308348,0.17567299648659482
08,early_practice,BA19R,800,3.784975358701411e-09,0.3384381576975675
08,early_practice,BA20L,360,0.5399149278208087,-0.03626376043675932
08,early_practice,BA20R,359,0.027721011963230315,-0.12972328317899956
08,early_practice,BA37L,308,0.30405858144270925,0.060770156394618684
08,early_practice,BA37R,302,0.6993295202346137,0.022854990212187724
08,early_practice,BA38L,304,0.0057412596829021,0.1623889376888194
08,early_practice,BA38R,302,0.030494511791140554,0.1275254058520529
08,late_practice,BA17L,157,1.0382618292305234e-14,0.4347794126543124
08,late_practice,BA17R,151,7.219060136695818e-19,0.49084157840803994
08,late_practice,BA18L,724,1.0768945023822366e-44,0.705643855260152
08,late_practice,BA18R,717,5.975916219200205e-60,0.7791123486562102
08,late_practice,BA19L,761,9.516203968122734e-17,0.46354239150228865
08,late_practice,BA19R,800,5.106457878070138e-14,0.42436188015227516
08,late_practice,BA20L,360,3.283223326173703e-09,0.3397038240855217
08,late_practice,BA20R,359,0.2823695965196655,0.06355800271573644
08,late_practice,BA37L,308,0.08743638708589992,0.10089007900371166
08,late_practice,BA37R,302,0.48995995488775534,0.040841231108573794
08,late_practice,BA38L,304,0.06372726143871064,0.1094005370219508
08,late_practice,BA38R,302,0.03989170014811126,0.12116477977378762
11,early_practice,BA17L,157,2.5586609634723452e-05,0.24531694308904137
11,early_practice,BA17R,151,1.4935941142606314e-05,0.2520900114248273
11,early_practice,BA18L,724,1.4055099661876508e-14,0.43282620147432543
11,early_practice,BA18R,717,3.2134852738653654e-06,0.27044341776706093
11,early_practice,BA19L,761,0.0015822972165288793,0.1853452658680675
11,early_practice,BA19R,800,2.233497562017974e-09,0.343104206914017
11,early_practice,BA20L,360,0.14196672211404462,0.086746632435955
11,early_practice,BA20R,359,0.25680947830954215,0.06703584166900683
11,early_practice,BA37L,308,0.14602734659195432,0.08587570624810643
11,early_practice,BA37R,302,0.5758868956329486,0.03309803160778339
11,early_practice,BA38L,304,0.4985462171221609,0.0400377108621348
11,early_practice,BA38R,302,0.014362971482095307,0.1441259007238841
11,late_practice,BA17L,157,8.529248652982491e-21,0.5137074359936098
11,late_practice,BA17R,151,1.2737541814936035e-35,0.6475343318831656
11,late_practice,BA18L,724,3.1325741068062092e-49,0.7301974035120615
11,late_practice,BA18R,717,5.882736158870712e-69,0.8123861404514827
11,late_practice,BA19L,761,4.76645699979083e-17,0.4675603512360147
11,late_practice,BA19R,800,1.0527551500447508e-12,0.40352362598265157
11,late_practice,BA20L,360,0.04724653020684487,0.11702018823865462
11,late_practice,BA20R,359,0.004248474659981825,0.16800550151461918
11,late_practice,BA37L,308,0.96988103477919,0.002234597119034107
11,late_practice,BA37R,302,0.11549350650233232,0.09295063982399562
11,late_practice,BA38L,304,0.021421853230739474,0.13551966807274118
11,late_practice,BA38R,302,0.3434677051944647,0.05602208249171945
12,early_practice,BA17L,157,1.0914840575134812e-13,0.4192649927456645
12,early_practice,BA17R,151,6.431655569648442e-09,0.33366858653357323
12,early_practice,BA18L,724,2.954153458960564e-20,0.5074784542641082
12,early_practice,BA18R,717,1.1893818746159832e-30,0.6092455415448832
12,early_practice,BA19L,761,9.99011951291667e-09,0.3296442109952527
12,early_practice,BA19R,800,1.0831517364324156e-10,0.3684912491564485
12,early_practice,BA20L,360,2.50520933654903e-06,0.2732938175759617
12,early_practice,BA20R,359,2.241338120876454e-11,0.38087480919100547
12,early_practice,BA37L,308,0.1497726218624347,0.08508861512951289
12,early_practice,BA37R,302,0.2532783709475717,-0.06753472543249842
12,early_practice,BA38L,304,0.09280717294574295,0.09922742320032554
12,early_practice,BA38R,302,0.03613141518512236,0.12353920405580171
12,late_practice,BA17L,157,2.9382971768189075e-29,0.5974985722193952
12,late_practice,BA17R,151,8.761285910478741e-27,0.5753616378874976
12,late_practice,BA18L,724,7.610500323388567e-39,0.6697361295864196
12,late_practice,BA18R,717,1.858192767978708e-36,0.6534747367534415
12,late_practice,BA19L,761,2.2686002034584543e-05,0.24684764465158987
12,late_practice,BA19R,800,2.4715826997688912e-27,0.5804266116333225
12,late_practice,BA20L,360,0.0009576598023667721,0.19360959260179067
12,late_practice,BA20R,359,0.1688190898056853,0.08130135449701756
12,late_practice,BA37L,308,0.21416961890226674,0.07341671531349582
12,late_practice,BA37R,302,0.012992547375064643,0.14621794225102164
12,late_practice,BA38L,304,1.2417322341963332e-05,0.2543703330624608
12,late_practice,BA38R,302,0.029100136031628747,0.12860796418321166
13,early_practice,BA17L,157,1.5280722004232152e-15,0.4468545829399613
13,early_practice,BA17R,151,9.719058511438318e-14,0.4200491522904729
13,early_practice,BA18L,724,8.875235520716974e-37,0.655720102947211
13,early_practice,BA18R,717,1.3196203455248704e-27,0.5829058545735122
13,early_practice,BA19L,761,1.4630322315746102e-33,0.6323072332339361
13,early_practice,BA19R,800,8.970154690777503e-29,0.5932941195202261
13,early_practice,BA20L,360,1.7179449399853464e-05,0.2503475599803413
13,early_practice,BA20R,359,0.022933026212809432,0.13400677401039815
13,early_practice,BA37L,308,0.3361865411936675,0.05687178575201686
13,early_practice,BA37R,302,0.00012861948349971613,0.22373726290394935
13,early_practice,BA38L,304,1.5100332044154897e-08,0.32581503302841563
13,early_practice,BA38R,302,0.0031822998902216707,0.17324166023081158
13,late_practice,BA17L,157,1.7322326950477855e-14,0.43147083876212494
13,late_practice,BA17R,151,1.3717983776021102e-11,0.3846294889325619
13,late_practice,BA18L,724,2.1363256530752673e-35,0.645915637719003
13,late_practice,BA18R,717,8.468465542337277e-15,0.43608665628006077
13,late_practice,BA19L,761,1.7919257562717792e-06,0.2770797436250444
13,late_practice,BA19R,800,8.019777956572381e-17,0.46454156564149274
13,late_practice,BA20L,360,0.002943876953123577,0.17462858562574113
13,late_practice,BA20R,359,0.17163967694234936,0.0807681507329967
13,late_practice,BA37L,308,0.005765247000245796,0.16230996155351632
13,late_practice,BA37R,302,0.29733459324278977,0.061619844683635405
13,late_practice,BA38L,304,0.04960162030763565,0.11580758642230354
13,late_practice,BA38R,302,0.006526955368188561,0.15994368414766258
14,early_practice,BA17L,157,0.00010022143165469878,0.22720682354722296
14,early_practice,BA17R,151,1.5917277022148576e-06,0.27840488400663366
14,early_practice,BA18L,724,5.833888067850423e-06,0.26348145095700237
14,early_practice,BA18R,717,1.5381287760279098e-09,0.3463578869258218
14,early_practice,BA19L,761,2.9023345353166064e-11,0.3788788710032671
14,early_practice,BA19R,800,1.1094759855791628e-12,0.40314918469469907
14,early_practice,BA20L,360,3.078828234500835e-09,0.3402740060248941
14,early_practice,BA20R,359,8.217433196637548e-07,0.2856765780124958
14,early_practice,BA37L,308,0.3933343111415094,0.05048552607992305
14,early_practice,BA37R,302,0.03157716165930586,0.12671366494868636
14,early_practice,BA38L,304,0.0017705154796944427,0.18344798969239015
14,early_practice,BA38R,302,6.592709418880636e-08,0.31170220067111476
14,late_practice,BA17L,157,2.1322437208699993e-25,0.5621826670149358
14,late_practice,BA17R,151,7.750222131963936e-26,0.5664254200982103
14,late_practice,BA18L,724,7.485645998328894e-41,0.6826522372564919
14,late_practice,BA18R,717,9.381769597655081e-38,0.6624325543277647
14,late_practice,BA19L,761,9.623975218669464e-07,0.28395742866638596
14,late_practice,BA19R,800,6.659272379136494e-07,0.2879466365637229
14,late_practice,BA20L,360,0.25127505768302044,0.06781990302378436
14,late_practice,BA20R,359,0.07432619500036186,0.1053239550920633
14,late_practice,BA37L,308,0.8199347092001116,0.01347114162721217
14,late_practice,BA37R,302,0.7524743993995066,0.018663395467489574
14,late_practice,BA38L,304,0.35948033254606593,0.054192773002670024
14,late_practice,BA38R,302,0.048241090865422304,0.1165020781095022
15,early_practice,BA17L,157,7.687999306985104e-17,0.46478781327040736
15,early_practice,BA17R,151,9.477583174841937e-05,0.22797654076810697
15,early_practice,BA18L,724,8.694862445748362e-27,0.575392361971181
15,early_practice,BA18R,717,7.728184064007115e-17,0.46475743900027006
15,early_practice,BA19L,761,6.113654496665915e-24,0.5476621724095478
15,early_practice,BA19R,800,6.055285814974344e-11,0.37312377320304757
15,early_practice,BA20L,360,0.3932084812266501,0.05049893723795921
15,early_practice,BA20R,359,0.6201463951782201,0.029327296974503838
15,early_practice,BA37L,308,0.004182205801678338,0.16829414584692376
15,early_practice,BA37R,302,0.01866088497397133,0.13854035568601697
15,early_practice,BA38L,304,0.033800311094874295,0.1251185966550475
15,early_practice,BA38R,302,0.7670559887585744,0.017530297864475797
15,late_practice,BA17L,157,3.3208347470173165e-31,0.613786233337781
15,late_practice,BA17R,151,1.8880067283684502e-30,0.607582687592442
15,late_practice,BA18L,724,3.0090390607650297e-34,0.6374796107662458
15,late_practice,BA18R,717,2.3245866876175715e-38,0.6665149072497489
15,late_practice,BA19L,761,3.318812401124955e-28,0.5882858476115106
15,late_practice,BA19R,800,4.99796594054508e-28,0.5867004763105872
15,late_practice,BA20L,360,0.434617158199425,0.04621582207715319
15,late_practice,BA20R,359,0.6864231839670812,0.023889563699510633
15,late_practice,BA37L,308,0.0026853357636617684,0.17625287674700038
15,late_practice,BA37R,302,1.376229418399377e-05,0.25310316845915304
15,late_practice,BA38L,304,0.01728708178970841,0.14019118583642415
15,late_practice,BA38R,302,0.329247786306452,0.05769256239267562
18,early_practice,BA17L,157,2.562570466135793e-15,0.44364340541726877
18,early_practice,BA17R,151,6.57077210195218e-17,0.4657012955799075
18,early_practice,BA18L,724,1.34010038052248e-22,0.5336493935999416
18,early_practice,BA18R,717,1.7669646458065247e-31,0.6160049651538628
18,early_practice,BA19L,761,1.6702324351920597e-08,0.3248723301861468
18,early_practice,BA19R,800,7.146961282563995e-15,0.43717073881888396
18,early_practice,BA20L,360,1.0691770099689885e-06,0.28280619598468465
18,early_practice,BA20R,359,0.0006143388290633916,0.20064826529865862
18,early_practice,BA37L,308,0.00811636980591253,0.15571178776948158
18,early_practice,BA37R,302,0.02393300113253407,0.13305237734936537
18,early_practice,BA38L,304,0.003505210203026947,0.1715063633852569
18,early_practice,BA38R,302,3.3792761816233026e-05,0.24173963267361953
18,late_practice,BA17L,157,5.178366104371656e-23,0.5380351557582477
18,late_practice,BA17R,151,3.538716061648523e-08,0.31774931584230603
18,late_practice,BA18L,724,2.3852173178322274e-23,0.5415639771502432
18,late_practice,BA18R,717,2.395627185708634e-37,0.6596531052182417
18,late_practice,BA19L,761,9.825782643511417e-09,0.3297968528912608
18,late_practice,BA19R,800,2.5431538930819632e-17,0.4711658261206016
18,late_practice,BA20L,360,0.5934906982815767,0.03158305391684067
18,late_practice,BA20R,359,0.020872463133289644,0.13609265564035086
18,late_practice,BA37L,308,0.22844636657271453,0.07118774156067617
18,late_practice,BA37R,302,0.5758016260356168,0.03310542188835475
18,late_practice,BA38L,304,0.010344527004697427,0.15088098522418542
18,late_practice,BA38R,302,0.20358492245361653,0.07513903292176727
19,early_practice,BA17L,157,8.907031704928954e-09,0.33069855178794627
19,early_practice,BA17R,151,4.852601554620284e-08,0.3146973855394565
19,early_practice,BA18L,724,1.1279368607023263e-08,0.32852464302269885
19,early_practice,BA18R,717,1.1618706374392425e-20,0.5121693964007175
19,early_practice,BA19L,761,1.3349308362595995e-06,0.28036021775662767
19,early_practice,BA19R,800,5.993930551121355e-05,0.2341929131090267
19,early_practice,BA20L,360,0.0991973740664072,0.0973464380087398
19,early_practice,BA20R,359,0.024327592483350386,0.13268521992634352
19,early_practice,BA37L,308,0.5586179907135256,0.03460547063095926
19,early_practice,BA37R,302,0.2778472828231243,0.06415725272603012
19,early_practice,BA38L,304,0.3204894961558543,-0.058744658053058646
19,early_practice,BA38R,302,0.054927430924209465,0.11323309238706812
19,late_practice,BA17L,157,1.8262551883240261e-25,0.5628360503475209
19,late_practice,BA17R,151,4.124536208003718e-24,0.5494022358173261
19,late_practice,BA18L,724,1.634259388151109e-56,0.7646623751898064
19,late_practice,BA18R,717,1.915272146251584e-72,0.8237159459716203
19,late_practice,BA19L,761,7.181524977054968e-23,0.5365339699021088
19,late_practice,BA19R,800,2.0428572773834558e-51,0.7411376364771891
19,late_practice,BA20L,360,7.749363485291496e-06,0.26009661579565924
19,late_practice,BA20R,359,3.6374623535017527e-06,0.2690124877801852
19,late_practice,BA37L,308,0.0013483869210353682,0.18801494711371317
19,late_practice,BA37R,302,0.0019562646700655197,0.18174852273139197
19,late_practice,BA38L,304,2.114781049937271e-05,0.24773633105180395
19,late_practice,BA38R,302,1.6422020800127262e-05,0.2509103708010619
20,early_practice,BA17L,157,1.0910867664314204e-16,0.46274130872303987
20,early_practice,BA17R,151,2.520550886276489e-29,0.5980714814121917
20,early_practice,BA18L,724,7.244242557376574e-15,0.437084493910016
20,early_practice,BA18R,717,1.8726008841203665e-33,0.6314910615424019
20,early_practice,BA19L,761,1.297107247792149e-22,0.5338008619683836
20,early_practice,BA19R,800,1.7360305291790327e-12,0.39993537593094347
20,early_practice,BA20L,360,0.01419401636916577,-0.14437409659046418
20,early_practice,BA20R,359,0.8637543046392925,0.010155359415145365
20,early_practice,BA37L,308,0.03116505812910617,0.12701980622461384
20,early_practice,BA37R,302,0.5086375818777892,0.03910263434391373
20,early_practice,BA38L,304,0.0008714575300912954,0.1951252685305275
20,early_practice,BA38R,302,0.020859948351378232,0.13610585954341792
