13.000:1.5 31.500:1.5 51.001:1.5 66.501:1.5 83.001:1.5 98.502:1.5 118.002:1.5 134.502:1.5 153.002:1.5 169.502:1.5 186.003:1.5 203.503:1.5 221.003:1.5 236.503:1.5 252.003:1.5 267.503:1.5 287.003:1.5 304.503:1.5 323.003:1.5 338.503:1.5 355.003:1.5 371.503:1.5 388.004:1.5 407.504:1.5 423.004:1.5 442.504:1.5 460.004:1.5 475.504:1.5 493.004:1.5 509.504:1.5 525.004:1.5 541.505:1.5 559.005:1.5 574.505:1.5 592.005:1.5 608.505:1.5 626.005:1.5 643.505:1.5 660.005:1.5 677.505:1.5 
13.000:1.5 29.500:1.5 45.001:1.5 63.501:1.5 83.001:1.5 100.501:1.5 118.001:1.5 137.501:1.5 155.001:1.5 173.501:1.5 193.002:1.5 212.502:1.5 232.002:1.5 247.502:1.5 266.002:1.5 285.502:1.5 304.002:1.5 320.502:1.5 337.002:1.5 353.502:1.5 372.003:1.5 390.503:1.5 409.003:1.5 425.503:1.5 445.003:1.5 463.503:1.5 479.003:1.5 494.503:1.5 510.003:1.5 529.503:1.5 
13.000:1.5 30.500:1.5 46.000:1.5 62.500:1.5 78.000:1.5 94.501:1.5 113.001:1.5 130.501:1.5 149.001:1.5 168.501:1.5 186.001:1.5 205.501:1.5 221.001:1.5 240.501:1.5 258.001:1.5 277.501:1.5 296.001:1.5 315.501:1.5 334.001:1.5 350.501:1.5 366.001:1.5 384.501:1.5 401.001:1.5 418.502:1.5 437.002:1.5 455.502:1.5 473.002:1.5 488.502:1.5 508.002:1.5 527.502:1.5 
