Trial	ObjID	LocID	FB	Task	RT	Stim
1	245	4	1	-2	796	4010	
2	183	2	1	-2	882	12022	
3	54	1	1	-2	115	18020	
4	220	3	1	-2	149	24018	
5	65	2	1	-2	815	30016	
6	255	3	1	-2	748	40014	
7	127	1	1	-2	748	48011	
8	192	4	1	-2	847	60008	
9	161	4	1	-1	781	70021	
10	226	3	1	-1	1015	76018	
11	247	1	1	-1	682	84016	
12	84	2	1	-1	1016	90013	
13	110	1	1	-1	648	100011	
14	124	3	1	-1	565	110008	
15	256	4	1	-1	932	116005	
16	137	2	1	-1	715	124003	
17	263	2	1	1	750	130000	
18	25	1	1	1	649	135999	
19	191	3	1	1	1115	141997	
20	70	4	1	1	715	149995	
21	47	3	1	1	133	155992	
22	69	1	1	1	116	161990	
23	26	4	1	1	666	167988	
24	210	2	1	1	716	173986	
25	181	3	0	1	681	183985	
26	9	2	0	1	748	191998	
27	197	1	0	1	716	199995	
28	159	4	0	1	929	215993	
29	250	4	0	1	948	226004	
30	92	1	0	1	881	236001	
31	154	2	0	1	83	241998	
32	252	3	0	1	1116	247996	
33	168	1	1	2	783	253994	
34	233	4	1	2	1115	261992	
35	264	2	1	2	832	267990	
36	80	3	1	2	732	275988	
37	202	4	1	2	615	283985	
38	2	2	1	2	1147	295983	
39	4	1	1	2	682	301996	
40	166	3	1	2	565	307994	
41	134	2	0	2	765	315992	
42	113	3	0	2	864	327989	
43	50	1	0	2	1166	334002	
44	234	4	0	2	1016	340000	
45	174	3	0	2	466	345998	
46	83	2	0	2	665	353996	
47	107	4	0	2	715	361994	
48	185	1	0	2	1066	367991	
49	182	1	1	-2	963	381989	
50	93	4	1	-2	616	390001	
51	143	3	1	-2	666	395999	
52	62	2	1	-2	665	403997	
53	129	2	1	-2	632	411994	
54	58	4	1	-2	665	419992	
55	53	1	1	-2	916	425989	
56	108	3	1	-2	615	435987	
57	169	1	1	1	681	445984	
58	149	4	1	1	981	455981	
59	203	3	1	1	1113	469978	
60	236	2	1	1	981	479990	
61	7	1	1	1	914	491987	
62	118	3	1	1	349	498000	
63	201	4	1	1	748	505998	
64	206	2	1	1	914	517995	
65	126	2	0	1	815	526008	
66	76	3	0	1	631	534006	
67	170	4	0	1	865	542003	
68	142	1	0	1	1032	550000	
69	82	1	0	1	647	561998	
70	131	2	0	1	681	570011	
71	106	3	0	1	749	576008	
72	23	4	0	1	849	582006	
73	102	1	1	2	1349	590004	
74	243	2	1	2	965	598002	
75	21	4	1	2	666	603999	
76	167	3	1	2	616	609997	
77	232	3	1	2	416	615995	
78	94	2	1	2	949	621993	
79	78	4	1	2	65	627992	
80	117	1	1	2	931	635990	
81	34	1	0	2	782	643987	
82	115	2	0	2	749	649985	
83	239	4	0	2	715	655983	
84	221	3	0	2	647	665981	
85	173	3	0	2	833	671977	
86	254	4	0	2	931	679976	
87	228	2	0	2	816	685973	
88	104	1	0	2	66	691971	
89	85	1	1	-1	915	4008	
90	141	4	1	-1	1016	10006	
91	175	2	1	-1	732	18004	
92	246	3	1	-1	933	24001	
93	32	4	1	-1	681	35999	
94	109	2	1	-1	649	41996	
95	186	3	1	-1	732	47994	
96	112	1	1	-1	614	59992	
97	22	2	1	-1	565	66005	
98	61	1	1	-1	664	76003	
99	95	3	1	-1	782	82000	
100	91	4	1	-1	664	91998	
101	13	4	1	1	733	97994	
102	215	1	1	1	615	105993	
103	158	2	1	1	732	111990	
104	172	3	1	1	616	117988	
105	253	2	1	1	665	125986	
106	37	4	1	1	615	133984	
107	121	3	1	1	732	139981	
108	135	1	1	1	615	147979	
109	119	3	0	1	829	161977	
110	136	4	0	1	716	167989	
111	196	1	0	1	532	175987	
112	165	2	0	1	630	189984	
113	90	3	0	1	1048	197997	
114	211	1	0	1	916	203994	
115	212	2	0	1	615	213992	
116	114	4	0	1	866	219989	
117	152	3	1	2	982	227987	
118	66	4	1	2	816	233984	
119	49	1	1	2	616	239982	
120	244	2	1	2	565	245981	
121	187	2	1	2	715	251979	
122	248	3	1	2	649	257977	
123	208	4	1	2	816	263975	
124	133	1	1	2	631	273973	
125	160	3	0	2	565	281970	
126	29	2	0	2	615	289967	
127	87	4	0	2	915	297965	
128	147	1	0	2	1166	303962	
129	33	4	0	2	947	315960	
130	188	2	0	2	848	323973	
131	155	1	0	2	782	331970	
132	24	3	0	2	915	339968	
133	86	4	1	-2	1283	345965	
134	144	3	1	-2	582	355963	
135	100	1	1	-2	615	365960	
136	15	2	1	-2	1500	371957	
137	217	3	1	-2	716	377955	
138	27	2	1	-2	582	385953	
139	28	1	1	-2	715	391951	
140	111	4	1	-2	715	397949	
141	105	1	1	1	1164	407947	
142	74	3	1	1	1164	417944	
143	96	2	1	1	832	425957	
144	198	4	1	1	831	433955	
145	88	3	1	1	915	441952	
146	200	4	1	1	849	447949	
147	77	2	1	1	815	453948	
148	179	1	1	1	715	461946	
149	72	3	0	1	648	471943	
150	48	1	0	1	716	477940	
151	238	2	0	1	532	485938	
152	31	4	0	1	715	493935	
153	138	3	0	1	1347	503933	
154	97	1	0	1	849	509930	
155	19	2	0	1	965	517928	
156	190	4	0	1	915	527925	
157	3	2	1	2	1216	533922	
158	225	3	1	2	749	539920	
159	16	4	1	2	915	547918	
160	60	1	1	2	782	553916	
161	64	2	1	2	781	561914	
162	18	4	1	2	715	569911	
163	242	1	1	2	665	575909	
164	146	3	1	2	646	591907	
165	258	4	0	2	715	599918	
166	103	1	0	2	630	611916	
167	222	3	0	2	564	621929	
168	204	2	0	2	731	631942	
169	156	2	0	2	965	639939	
170	38	1	0	2	782	647936	
171	235	3	0	2	765	653934	
172	89	4	0	2	915	659932	
173	150	4	1	-1	1165	4007	
174	162	1	1	-1	765	14004	
175	145	3	1	-1	716	20001	
176	219	2	1	-1	783	25999	
177	44	4	1	-1	532	33997	
178	184	2	1	-1	816	39995	
179	36	3	1	-1	748	49993	
180	189	1	1	-1	565	57990	
181	176	4	1	-1	633	63987	
182	75	1	1	-1	616	69985	
183	45	2	1	-1	716	75983	
184	227	3	1	-1	650	81981	
185	262	1	1	1	1500	89980	
186	125	3	1	1	582	95977	
187	98	2	1	1	782	101975	
188	116	4	1	1	632	109973	
189	20	2	1	1	715	115971	
190	11	3	1	1	714	125969	
191	12	1	1	1	615	131965	
192	17	4	1	1	614	141964	
193	178	1	0	1	532	147977	
194	1	2	0	1	815	155975	
195	56	3	0	1	682	161973	
196	199	4	0	1	582	167971	
197	237	2	0	1	781	175969	
198	10	4	0	1	583	181966	
199	41	1	0	1	1116	187964	
200	79	3	0	1	816	193962	
201	153	4	1	2	1349	201960	
202	42	2	1	2	597	213958	
203	67	1	1	2	565	221971	
204	260	3	1	2	549	227968	
205	73	3	1	2	847	241966	
206	46	1	1	2	831	251978	
207	164	4	1	2	696	267992	
208	241	2	1	2	615	278003	
209	139	1	0	2	649	284000	
210	180	3	0	2	715	291998	
211	130	4	0	2	582	297996	
212	177	2	0	2	648	305994	
213	6	2	0	2	782	313991	
214	63	4	0	2	1048	321989	
215	205	3	0	2	731	331986	
216	68	1	0	2	832	337983	
217	52	3	1	-2	1366	343981	
218	209	2	1	-2	582	351979	
219	157	1	1	-2	1015	357977	
220	207	4	1	-2	614	367975	
221	59	1	1	-2	115	375972	
222	257	4	1	-2	597	389969	
223	101	3	1	-2	716	395981	
224	128	2	1	-2	916	401979	
225	151	2	1	1	183	407977	
226	214	4	1	1	649	415975	
227	223	3	1	1	666	421973	
228	213	1	1	1	697	433971	
229	71	4	1	1	716	439984	
230	229	1	1	1	716	445982	
231	123	2	1	1	715	453980	
232	193	3	1	1	631	465977	
233	55	3	0	1	815	471974	
234	171	2	0	1	648	479972	
235	216	4	0	1	866	485969	
236	5	1	0	1	883	491967	
237	40	3	0	1	1481	501965	
238	251	4	0	1	783	507962	
239	14	1	0	1	665	515960	
240	249	2	0	1	665	521958	
241	240	2	1	2	1231	529956	
242	218	4	1	2	1500	537953	
243	261	3	1	2	515	545951	
244	8	1	1	2	633	551948	
245	43	4	1	2	815	559946	
