1.500:1 10.000:1 21.000:1 28.500:1 39.501:1 48.001:1 59.001:1 64.501:1 75.501:1 81.001:1 92.002:1 99.502:1 110.502:1 116.002:1 127.002:1 131.502:1 142.502:1 147.002:1 158.003:1 163.503:1 174.503:1 179.003:1 190.003:1 194.503:1 205.503:1 212.003:1 223.003:1 229.503:1 240.503:1 246.003:1 257.003:1 261.503:1 272.503:1 277.003:1 288.003:1 296.503:1 307.503:1 315.003:1 326.004:1 332.504:1 343.504:1 348.004:1 359.004:1 367.504:1 378.504:1 385.004:1 396.004:1 401.504:1 412.504:1 419.004:1 430.004:1 435.504:1 446.504:1 451.004:1 462.004:1 467.504:1 478.504:1 487.004:1 498.004:1 502.504:1 513.504:1 519.004:1 530.005:1 536.505:1 547.505:1 554.005:1 565.005:1 570.505:1 581.505:1 588.005:1 599.005:1 604.505:1 615.505:1 622.005:1 633.005:1 639.505:1 650.505:1 655.005:1 666.005:1 672.505:1 
1.500:1 10.000:1 21.000:1 27.500:1 38.501:1 43.001:1 54.001:1 61.501:1 72.501:1 81.001:1 92.001:1 98.501:1 109.501:1 115.001:1 126.001:1 132.501:1 143.501:1 152.001:1 163.001:1 170.501:1 181.502:1 190.002:1 201.002:1 208.502:1 219.502:1 224.002:1 235.002:1 240.502:1 251.502:1 257.002:1 268.002:1 275.502:1 286.502:1 295.002:1 306.002:1 311.502:1 322.502:1 330.003:1 341.003:1 349.503:1 360.503:1 368.003:1 379.003:1 383.503:1 394.503:1 403.003:1 414.003:1 421.503:1 432.503:1 437.003:1 448.003:1 455.503:1 466.503:1 472.003:1 483.003:1 490.503:1 501.503:1 510.003:1 521.003:1 525.503:1 
1.500:1 7.000:1 18.000:1 26.500:1 37.500:1 42.000:1 53.000:1 57.500:1 68.500:1 75.000:1 86.000:1 91.500:1 102.500:1 109.000:1 120.000:1 126.500:1 137.501:1 145.001:1 156.001:1 163.501:1 174.501:1 182.001:1 193.001:1 199.501:1 210.501:1 218.001:1 229.001:1 237.501:1 248.501:1 253.001:1 264.001:1 272.502:1 283.502:1 292.002:1 303.002:1 311.502:1 322.502:1 328.002:1 339.002:1 343.502:1 354.502:1 359.002:1 370.002:1 377.502:1 388.502:1 397.002:1 408.002:1 415.502:1 426.502:1 435.003:1 446.003:1 453.503:1 464.503:1 472.003:1 483.003:1 489.503:1 500.503:1 507.003:1 518.003:1 523.503:1 
