1.500:1 10.000:1 13.000:1.5 14.500:0.5 21.000:1 28.500:1 32.500:1.5 34.001:0.5 39.501:1 48.001:1 51.001:1.5 52.501:0.5 59.001:1 64.501:1 70.501:1.5 72.001:0.5 75.501:1 81.001:1 87.001:1.5 88.502:0.5 92.002:1 99.502:1 103.502:1.5 105.002:0.5 110.502:1 116.002:1 122.002:1.5 123.502:0.5 127.002:1 131.502:1 138.502:1.5 140.002:0.5 142.502:1 147.002:1 154.002:1.5 155.502:0.5 158.003:1 163.503:1 169.503:1.5 171.003:0.5 174.503:1 179.003:1 186.003:1.5 187.503:0.5 190.003:1 194.503:1 201.503:1.5 203.003:0.5 205.503:1 212.003:1 217.003:1.5 218.503:0.5 223.003:1 229.503:1 234.503:1.5 236.003:0.5 240.503:1 246.003:1 252.003:1.5 253.503:0.5 257.003:1 261.503:1 268.503:1.5 270.003:0.5 272.503:1 277.003:1 284.003:1.5 285.503:0.5 288.003:1 296.503:1 299.503:1.5 301.003:0.5 307.503:1 315.003:1 319.004:1.5 320.504:0.5 326.004:1 332.504:1 337.504:1.5 339.004:0.5 343.504:1 348.004:1 355.004:1.5 356.504:0.5 359.004:1 367.504:1 370.504:1.5 372.004:0.5 378.504:1 385.004:1 390.004:1.5 391.504:0.5 396.004:1 401.504:1 407.504:1.5 409.004:0.5 412.504:1 419.004:1 424.004:1.5 425.504:0.5 430.004:1 435.504:1 441.504:1.5 443.004:0.5 446.504:1 451.004:1 458.004:1.5 459.504:0.5 462.004:1 467.504:1 473.504:1.5 475.004:0.5 478.504:1 487.004:1 490.004:1.5 491.504:0.5 498.004:1 502.504:1 509.504:1.5 511.004:0.5 513.504:1 519.004:1 525.004:1.5 526.504:0.5 530.005:1 536.505:1 541.505:1.5 543.005:0.5 547.505:1 554.005:1 559.005:1.5 560.505:0.5 565.005:1 570.505:1 576.505:1.5 578.005:0.5 581.505:1 588.005:1 593.005:1.5 594.505:0.5 599.005:1 604.505:1 610.505:1.5 612.005:0.5 615.505:1 622.005:1 627.005:1.5 628.505:0.5 633.005:1 639.505:1 644.505:1.5 646.005:0.5 650.505:1 655.005:1 662.005:1.5 663.505:0.5 666.005:1 672.505:1 677.505:1.5 679.005:0.5 
1.500:1 10.000:1 13.000:1.5 14.500:0.5 21.000:1 27.500:1 32.501:1.5 34.001:0.5 38.501:1 43.001:1 50.001:1.5 51.501:0.5 54.001:1 61.501:1 65.501:1.5 67.001:0.5 72.501:1 81.001:1 84.001:1.5 85.501:0.5 92.001:1 98.501:1 103.501:1.5 105.001:0.5 109.501:1 115.001:1 121.001:1.5 122.501:0.5 126.001:1 132.501:1 137.501:1.5 139.001:0.5 143.501:1 152.001:1 155.001:1.5 156.501:0.5 163.001:1 170.501:1 174.501:1.5 176.001:0.5 181.502:1 190.002:1 193.002:1.5 194.502:0.5 201.002:1 208.502:1 212.502:1.5 214.002:0.5 219.502:1 224.002:1 231.002:1.5 232.502:0.5 235.002:1 240.502:1 246.502:1.5 248.002:0.5 251.502:1 257.002:1 263.002:1.5 264.502:0.5 268.002:1 275.502:1 279.502:1.5 281.002:0.5 286.502:1 295.002:1 298.002:1.5 299.502:0.5 306.002:1 311.502:1 317.502:1.5 319.002:0.5 322.502:1 330.003:1 334.003:1.5 335.503:0.5 341.003:1 349.503:1 352.503:1.5 354.003:0.5 360.503:1 368.003:1 372.003:1.5 373.503:0.5 379.003:1 383.503:1 390.503:1.5 392.003:0.5 394.503:1 403.003:1 406.003:1.5 407.503:0.5 414.003:1 421.503:1 425.503:1.5 427.003:0.5 432.503:1 437.003:1 444.003:1.5 445.503:0.5 448.003:1 455.503:1 459.503:1.5 461.003:0.5 466.503:1 472.003:1 478.003:1.5 479.503:0.5 483.003:1 490.503:1 494.503:1.5 496.003:0.5 501.503:1 510.003:1 513.003:1.5 514.503:0.5 521.003:1 525.503:1 532.503:1.5 534.003:0.5 
1.500:1 7.000:1 13.000:1.5 14.500:0.5 18.000:1 26.500:1 29.500:1.5 31.000:0.5 37.500:1 42.000:1 49.000:1.5 50.500:0.5 53.000:1 57.500:1 64.500:1.5 66.000:0.5 68.500:1 75.000:1 80.000:1.5 81.500:0.5 86.000:1 91.500:1 97.500:1.5 99.000:0.5 102.500:1 109.000:1 114.000:1.5 115.500:0.5 120.000:1 126.500:1 131.500:1.5 133.000:0.5 137.501:1 145.001:1 149.001:1.5 150.501:0.5 156.001:1 163.501:1 167.501:1.5 169.001:0.5 174.501:1 182.001:1 186.001:1.5 187.501:0.5 193.001:1 199.501:1 204.501:1.5 206.001:0.5 210.501:1 218.001:1 222.001:1.5 223.501:0.5 229.001:1 237.501:1 240.501:1.5 242.001:0.5 248.501:1 253.001:1 260.001:1.5 261.501:0.5 264.001:1 272.502:1 275.502:1.5 277.002:0.5 283.502:1 292.002:1 295.002:1.5 296.502:0.5 303.002:1 311.502:1 314.502:1.5 316.002:0.5 322.502:1 328.002:1 334.002:1.5 335.502:0.5 339.002:1 343.502:1 350.502:1.5 352.002:0.5 354.502:1 359.002:1 366.002:1.5 367.502:0.5 370.002:1 377.502:1 381.502:1.5 383.002:0.5 388.502:1 397.002:1 400.002:1.5 401.502:0.5 408.002:1 415.502:1 419.502:1.5 421.002:0.5 426.502:1 435.003:1 438.003:1.5 439.503:0.5 446.003:1 453.503:1 457.503:1.5 459.003:0.5 464.503:1 472.003:1 476.003:1.5 477.503:0.5 483.003:1 489.503:1 494.503:1.5 496.003:0.5 500.503:1 507.003:1 512.003:1.5 513.503:0.5 518.003:1 523.503:1 529.503:1.5 531.003:0.5 
